check,value
Istory Falls Chest Air Lance,4.0
Istory Falls Chest Artemis Bow,4.0
Istory Falls Chest Enhancer,2.0
Istory Falls Chest Giant's Axe,3.0
Istory Falls Chest Guard Ring,3.0
Istory Falls Chest TurtleShell,2.0
Istory Falls Chest Wall Ring,3.0
Karnak Castle Chest 2000,2.0
Karnak Castle Chest Elf Cape,4.0
Karnak Castle Chest Elixir,4.0
Karnak Castle Chest Guardian,3.0
Karnak Castle Chest Gungnir,3.0
Karnak Castle Chest Ribbon,1.0
Karnak Castle Chest Shuriken,2.0
Karnak Castle Chest Thunder Scroll,2.0
Karnak Town Barrel Fire Rod,2.0
Leviathan Esper Levia,3.0
Love Song at Istory Love,4.0
Magic Song at Ancient Library Magic,3.0
Magisa & Forza New,4.0
Merugene New,4.0
Minotauros New,4.0
Moat Item Epee,4.0
Moogle Cave Chest 4400,1.0
Moogle Cave Chest Phoenix Down,2.0
Moogle Village Chest Cabin,2.0
Moogle Village Chest Dancing Dagger,4.0
Moogle Village Chest Ether,4.0
Mua Forest Chest 9500,3.0
Mua Forest Chest Cabin,1.0
Mua Forest Chest Flametongue,2.0
Mua Forest Chest Giant Drink,3.0
Mua Forest Chest Soot,3.0
Mua Town Barrel Guardian,3.0
North Mountain Chest Phoenix Down,2.0
Odin New,4.0
Phoenix Phenix,1.0
Phoenix Tower Pot 10000,1.0
Phoenix Tower Pot 15000,1.0
Phoenix Tower Pot 20000,1.0
Phoenix Tower Pot 25000,1.0
Phoenix Tower Pot 5000,1.0
Phoenix Tower Pot Avis Killer,1.0
Phoenix Tower Pot Phoenix Down,1.0
Pirate's Cave Chest Tent,1.0
Pyramid Chest 10000,2.0
Pyramid Chest 12000,2.0
Pyramid Chest 8000,2.0
Pyramid Chest Black Robe,4.0
Pyramid Chest Cabin,2.0
Pyramid Chest Crystal Armor,2.0
Pyramid Chest Cursed Ring,2.0
Pyramid Chest DarkMatter,1.0
Pyramid Chest DarkSuit,2.0
Pyramid Chest Earth Hammer,4.0
Pyramid Chest Elixir,2.5
Pyramid Chest Flame Shield,2.0
Pyramid Chest Gold Hairpin,2.0
Pyramid Chest Guard Ring,2.0
Pyramid Chest Ice Shield,3.0
Pyramid Chest Ribbon,3.0
Pyramid Chest Thornlet,3.0
Pyramid Chest White Robe,3.0
Pyramid Top Pyramid Tablet,4.0
Rift (Castle) Chest Rainbow Dress,4.0
Rift (Castle) Chest Red Shoes,3.0
Rift (Castle) Chest Thor Hammer,2.0
Rift (Cave) Chest Angel Ring,3.0
Rift (Forest) Chest Enhancer,4.0
Rift (Ruins) Chest Drain Sword,0.0
Rift (Ruins) Chest Elixir,4.0
Rift (Ruins) Chest Ether,3.0
Sandworm New,4.0
Ship Graveyard Box 990,1.0
Ship Graveyard Chest Potion,4.0
Ship Graveyard Chest Tent,2.0
Shiva Shiva,2.0
Solitary Island Chest 12000,2.0
Solitary Island Chest Circlet,3.0
Solitary Island Chest Crystal Helm,1.0
Solitary Island Chest DarkMatter,3.0
Solitary Island Chest DragonFang,4.0
Solitary Island Chest Ether,2.0
Solitary Island Chest Guard Ring,4.0
Solitary Island Chest Hi-Potion,2.0
Solitary Island Chest Protect Drink,2.0
Solitary Island Chest RisingSun,1.0
Speed Song at Surgate Speed,2.0
Stalker New,4.0
Steamship Chest Full Moon,1.0
Steamship Chest Phoenix Down,1.0
Surgate Castle Chest Float,4.0
Syldra Syldra,3.0
Temptation Song at Lix Charm,3.0
The Void Chest Elixir,4.0
The Void Chest Ragnarok,4.0
Titan New,4.0
Titan Titan,4.0
Toad Event Toad,1.0
Top of the Falls Magic Lamp,1.0
"Triton, Neregeid & Phobos New",4.0
Tule Barrel 150,3.0
Tule Bush Phoenix Down,1.0
Tycoon Castle Barrel Elixir,1.0
Tycoon Castle Cabin Cabin,1.0
Tycoon Castle Chest Shuriken,4.0
Tycoon Castle Pot Elixir,2.0
Tycoon Castle Pot Ether,3.0
Tycoon Castle Pot Hi-Potion,2.0
Tycoon Castle Pot Maiden's Kiss,2.0
Tycoon Castle Pot Phoenix Down,3.0
Tycoon Meteor Chest Phoenix Down,2.0
Tyrasaurus New,4.0
Walse Castle Chest Elf Cape,1.0
Walse Castle Pot 1000,3.0
Walse Castle Pot Drag,3.0
Walse Tower Chest Ether,2.5
Walse Tower Chest GoGo,1.0
Walse Tower Chest Maiden's Kiss,2.0
Walse Tower Chest Silk robe,2.0
Walse Town Pot Glasses,2.0
Water Crystal Berserker,2.0
Water Crystal Samurai,1.0
Water Crystal Summoner,3.0
Wind Crystal BlueMage,1.0
Wind Crystal Knight,3.0
Wind Crystal WhiteMage,1.0
Wind Shrine Chest Tent,1.0
