check,value
Galura New,4.0
Gilgamesh 3 & Enkidou New,4.0
Gilgamesh 4 New,4.0
Great Trench Chest DragonFang,3.0
Great Trench Chest Ether,3.0
Great Trench Chest Kaiser Knuckles,1.0
Guardians New,4.0
Hiryuu Valley Chest Cabin,1.0
Hiryuu Valley Skull Bone Mail,1.0
HiryuuPlant New,4.0
Ifrit Ifrit,2.0
Istory Falls Chest Air Lance,3.0
Istory Falls Chest Artemis Bow,2.0
Istory Falls Chest Ether,3.0
Istory Falls Chest Giant Drink,1.0
Istory Falls Chest Giant's Axe,2.0
Istory Falls Chest RuneEdge,3.0
Istory Falls Chest Wall Ring,2.0
Karnak Castle Chest 2000,2.5
Karnak Castle Chest Elf Cape,3.0
Karnak Castle Chest Elixir,3.0
Karnak Castle Chest Guardian,1.0
Karnak Castle Chest Gungnir,5.0
Karnak Castle Chest Ribbon,1.0
Karnak Castle Chest Shuriken,2.0
Karnak Castle Chest Thunder Scroll,3.0
Karnak Town Barrel Fire Rod,1.0
Leviathan Esper Levia,2.0
Life (or Strength) Song from Crescent Town bard Vitality,2.0
Lone Wolf Barrel Cabin,3.0
Lone Wolf Chest Thunder Whip,2.0
Love Song at Istory Love,3.0
Meteo Meteo,2.0
Mirage Vest from Chocobo Tour/Mirage Village Mirage Vest,3.0
Moat Item Epee,1.0
Moogle Cave Chest 4400,2.0
Moogle Village Chest 1,2.0
Moogle Village Chest Cabin,2.0
Moogle Village Chest Dancing Dagger,2.0
Moogle Village Chest Phoenix Down,4.0
Mua Forest Chest 2500,4.0
Mua Forest Chest 4900,3.0
Mua Forest Chest Cabin,1.0
Mua Forest Chest Elixir,4.0
Mua Forest Chest Ether,4.0
Mua Forest Chest Flametongue,2.0
Mua Forest Chest Morning Star,4.0
Mua Forest Chest Phoenix Down,2.0
Mua Forest Chest Soot,2.0
Mua Town Barrel Guardian,5.0
Omniscient New,4.0
Phoenix Phenix,1.0
Phoenix Tower Pot 10000,1.0
Phoenix Tower Pot 15000,1.0
Phoenix Tower Pot 20000,1.0
Phoenix Tower Pot 25000,1.0
Phoenix Tower Pot 5000,1.0
Phoenix Tower Pot Avis Killer,1.0
Phoenix Tower Pot Phoenix Down,1.0
Pirate's Cave Chest 300,1.0
Pirate's Cave Chest Ether,1.0
Pirate's Cave Chest Leather Cap,1.0
Pirate's Cave Chest Tent,1.0
Power Song from Crescent Town Power,2.0
Puroboros New,4.0
Pyramid Chest 10000,2.0
Pyramid Chest 9000,0.0
Pyramid Chest Black Robe,3.0
Pyramid Chest Cabin,2.5
Pyramid Chest Crystal Armor,4.0
Pyramid Chest DarkMatter,2.0
Pyramid Chest DarkSuit,1.0
Pyramid Chest Earth Hammer,2.0
Pyramid Chest Elixir,2.0
Pyramid Chest Flame Shield,4.0
Pyramid Chest Guard Ring,1.0
Pyramid Chest Ice Shield,2.0
Pyramid Chest Ribbon,1.0
Pyramid Chest Thornlet,2.0
Pyramid Chest White Robe,2.0
Requiem Song at Kelb Requiem,4.0
Ribbon from girl in Rugor Ribbon,4.0
Rift (Castle) Chest ManEater,2.0
Rift (Cave) Chest Coral Ring,2.0
Rift (Forest) Chest DragonFang,2.0
Rift (Forest) Chest Lillith Rod,4.0
Rift (Ruins) Chest Drain Sword,3.0
Rift (Ruins) Chest Ether,2.0
Ruined City Chest Shuriken,2.0
Ruined City Chest Size,2.0
Ship Graveyard Box 990,2.0
Ship Graveyard Chest Phoenix Down,2.0
Ship Graveyard Chest Tent,3.0
Shiva Shiva,2.5
Siren New,4.0
Sol Cannon New,4.0
Solitary Island Chest 12000,3.0
Solitary Island Chest 9000,4.0
Solitary Island Chest BeastKiller,3.0
Solitary Island Chest Elixir,4.0
Solitary Island Chest Ether,2.0
Solitary Island Chest Guard Ring,3.0
Solitary Island Chest Protect Drink,3.0
Solitary Island Chest RisingSun,3.0
Stalker New,4.0
Steamship Chest Cabin,2.0
Steamship Chest Mythril Glove,1.0
Steamship Chest Thief's Glove,2.0
Surgate Castle Chest Float,2.0
Syldra Syldra,1.0
Temptation Song at Lix Charm,2.0
The Void Chest Elixir,4.0
The Void Chest Ragnarok,2.0
Titan Titan,4.0
Tule Barrel 150,2.0
Tule Barrel Potion,2.0
Tule Box Leather Shoes,2.0
Tule Box Tent,2.0
Tycoon Castle Barrel Phoenix Down,2.0
Tycoon Castle Cabin Cabin,3.0
Tycoon Castle Chest Giyaman,3.0
Tycoon Castle Chest Shuriken,4.0
Tycoon Castle Pot Hi-Potion,3.0
Tycoon Meteor Chest Phoenix Down,4.0
Walse Castle Barrel Phoenix Down,3.0
Walse Castle Barrel Tent,2.0
Walse Castle Box 490,4.0
Walse Castle Chest Elf Cape,1.0
Walse Castle Pot 1000,1.0
Walse Castle Pot Drag,2.0
Walse Tower Chest Ether,1.0
Walse Tower Chest GoGo,2.0
Walse Tower Chest Maiden's Kiss,1.0
Walse Tower Chest Silk robe,3.0
Water Crystal Berserker,1.0
Water Crystal Summoner,4.0
Water Crystal TimeMage,2.0
Wind Crystal BlackMage,1.0
Wind Crystal Knight,3.0
Wind Crystal Monk,0.0
Wind Shrine Chest Leather Cap,2.0
Wind Shrine Chest Tent,4.0
WingRaptor New,4.0
