check,reward,mib,seed
Wind Shrine Chest Leather Cap,Silver Bow,,8540028
Wind Shrine Chest Staff,150 gil,,8540028
Tule Barrel 150,Mage Masher,,8540028
Tule Box Leather Shoes,Mantra,,8540028
Tule Barrel Potion,Mythril Spear,,8540028
Tule Box Tent,Mythril Glove,,8540028
Tule Bush Phoenix Down,Fire Black Magic Progressive,,8540028
Ship Graveyard Chest Flail,2500 gil,,8540028
Ship Graveyard Chest Phoenix Down,Drink,,8540028
Ship Graveyard Chest Tent,Sage's Staff,,8540028
Ship Graveyard Box 990,Evade,,8540028
Ship Graveyard Chest Potion,????->Fusion->Exploder->DrkShock,,8540028
Ship Graveyard Chest Antidote,10000 gil,,8540028
Carwen Barrel Antidote,RisingSun,,8540028
Carwen Box Ice Rod,Ice Rod,,8540028
Carwen Pot 1000,Training Suit,,8540028
North Mountain Chest Soft,9900 gil,,8540028
North Mountain Chest Phoenix Down,5000 gil,,8540028
Walse Town Pot Glasses,12000 gil,,8540028
Tycoon Castle Pot Hi-Potion,Leather Shoes,,8540028
Tycoon Castle Pot Ether,5000 gil,,8540028
Tycoon Castle Barrel Elixir,2000 gil,,8540028
Tycoon Castle Barrel Phoenix Down,Earth Bell,,8540028
Tycoon Castle Barrel Cabin,Chocob->Titan->Golem->Odin,,8540028
Tycoon Castle Pot Elixir,Mute->Psych->Holy Sword,,8540028
Tycoon Castle Pot Phoenix Down,Armor->Shell->Wall->Dispel,,8540028
Tycoon Castle Pot Maiden's Kiss,GuardOff->Hammer->MghtyGrd,,8540028
Tycoon Castle Chest Shuriken,Crystal Shield,,8540028
Tycoon Castle Chest Giyaman,Bone Mail,,8540028
Tycoon Castle Chest Katana,100 gil,,8540028
Walse Castle Chest Elf Cape,Mythril Staff,,8540028
Walse Castle Pot 1000,Soft,,8540028
Walse Castle Pot Drag,Iron Shield,,8540028
Walse Castle Box 490,Ribbon,,8540028
Walse Castle Barrel Tent,Revive,,8540028
Walse Castle Barrel Phoenix Down,Rune Chime,,8540028
Walse Tower Chest Silk robe,Forged,,8540028
Walse Tower Chest Maiden's Kiss,Bronze Shield,,8540028
Walse Tower Chest Silver Armlet,Void->Demi->Qrter->Old,,8540028
Walse Tower Chest Ether,Cursed Shield,,8540028
Tycoon Meteor Chest Phoenix Down,DblLance,,8540028
Karnak Castle Chest Gungnir,Ragnarok,MIB,8540028
Karnak Castle Chest Thunder Scroll,Golden Helm,MIB,8540028
Karnak Castle Chest 2000,Ramuh,MIB,8540028
Karnak Castle Chest Elixir,Circlet,,8540028
Karnak Castle Chest Ribbon,Cotton Robe,MIB,8540028
Karnak Castle Chest Shuriken,Phoenix Down,,8540028
Karnak Castle Chest Elf Cape,Bizen,MIB,8540028
Karnak Castle Chest Guardian,Flame Scroll,,8540028
Karnak Town Barrel Fire Rod,Thunder Scroll,,8540028
Steamship Chest Cabin,Iron Helm,,8540028
Steamship Chest Phoenix Down,White Ability Progressive,,8540028
Steamship Chest Elixir,GbnPnch->Emision->Missle->Blwfsh,,8540028
Steamship Chest GrnBeret,1000 gil,,8540028
Steamship Chest Thief's Glove,Cover,,8540028
Ancient Library Chest Ether,10000 gil,,8540028
Ancient Library Chest Phoenix Down,Magic->Love@Song,,8540028
Ancient Library Chest Stealth Suit,Training Suit,,8540028
Jacole Cave Chest Shuriken,4900 gil,,8540028
Jacole Cave Chest Tent,300 gil,,8540028
Ruined City Chest Shuriken,Ice Bow,,8540028
Ruined City Chest Size,Kunai,,8540028
Flying Lonka Ruins Chest Golden Armor,Caution,,8540028
Flying Lonka Ruins Chest Elixir,Armor->Shell->Wall->Dispel,,8540028
Flying Lonka Ruins Chest Phoenix Down,Orialcon,,8540028
Flying Lonka Ruins Chest Golden Shield,FrogSong->TinySong->MoonFlut,,8540028
Steamship Chest Mythril Glove,Chain Whip,,8540028
Steamship Chest Full Moon,9000 gil,,8540028
Flying Lonka Ruins Chest Hi-Potion,Mythril Knife,,8540028
Flying Lonka Ruins Chest 5000,Analyze,,8540028
Flying Lonka Ruins Chest Shuriken,MgcSword Ability Progressive,,8540028
Flying Lonka Ruins Chest Ancient Sword,8000 gil,,8540028
Flying Lonka Ruins Chest Full Moon,MP +X%,,8540028
Flying Lonka Ruins Chest Power Wrist,Mythril Hammer,,8540028
Flying Lonka Ruins Chest Ether,9500 gil,,8540028
Flying Lonka Ruins Chest Cabin,RuneEdge,,8540028
Exdeath's Castle Chest Ether,FrogSong->TinySong->MoonFlut,,8540028
Exdeath's Castle Chest Diamond Shield,Animals->Aim->X-Fight,,8540028
Exdeath's Castle Chest Ice Shield,Chocob->Titan->Golem->Odin,,8540028
Exdeath's Castle Chest Elixir,100 gil,,8540028
Exdeath's Castle Chest Gale Bow,Wizard Rod,,8540028
Exdeath's Castle Chest IceBrand,Protect Drink,,8540028
Exdeath's Castle Chest Kotetsu,Equip Swords,,8540028
Exdeath's Castle Chest 9900,Venom Rod,,8540028
Exdeath's Castle Chest 8000,Gale Bow,,8540028
Exdeath's Castle Chest DblLance,Mythril Staff,,8540028
Exdeath's Castle Chest Partisan,L4Qrter->L3Flare->L2Old->L5Doom,,8540028
Exdeath's Castle Chest Pinwheel,Kotetsu,,8540028
Moogle Cave Chest 4400,Throw,,8540028
Moogle Cave Chest Phoenix Down,L4Qrter->L3Flare->L2Old->L5Doom,,8540028
Moogle Village Chest Cabin,Blue,,8540028
Moogle Village Chest Dancing Dagger,Training Suit,,8540028
Moogle Village Chest 1,DmgFloor,,8540028
Moogle Village Chest 10000,18000 gil,,8540028
Moogle Village Chest Phoenix Down,Thor Hammer,,8540028
Moogle Village Chest Ether,Summon Ability Progressive,,8540028
Moogle Village Chest Elf Cape,Slow->Stop->Slow2,,8540028
Bal Castle Chest Angel Gwn,Angel Gwn,,8540028
Bal Castle Chest Hero Drink,1000 gil,,8540028
Bal Castle Chest Exit,5000 gil,,8540028
Hiryuu Valley Skull Bone Mail,Soft,,8540028
Hiryuu Valley Chest 5000,12000 gil,,8540028
Hiryuu Valley Chest Cabin,Ether,,8540028
Hiryuu Valley Chest 7000,Sleep->Psych->Doom,,8540028
Hiryuu Valley Chest Coronet,9000 gil,,8540028
Hiryuu Valley Chest Air Blade,990 gil,,8540028
Hiryuu Valley Chest Phoenix Down,2000 gil,,8540028
Surgate Castle Chest 5000,2000 gil,,8540028
Surgate Castle Chest Float,Darkness Bow,,8540028
Barrier Tower Chest Drain Sword,Leather Cap,MIB,8540028
Barrier Tower Chest 9000,RuneEdge,MIB,8540028
Barrier Tower Chest 18000,4400 gil,,8540028
Barrier Tower Chest Gold Hairpin,Gauntlets,,8540028
Mua Town Barrel Guardian,Dragoon Lance,,8540028
Mua Forest Chest 2500,Murasume,,8540028
Mua Forest Chest Ether,Sasuke,,8540028
Mua Forest Chest 4900,Sage's Staff,,8540028
Mua Forest Chest Phoenix Down,Equip Axes,,8540028
Mua Forest Chest 9500,15000 gil,,8540028
Mua Forest Chest Soot,Soot,,8540028
Mua Forest Chest Flametongue,Equip Shield,,8540028
Mua Forest Chest Cabin,RegalCut,,8540028
Mua Forest Chest Giant Drink,990 gil,,8540028
Mua Forest Chest Elixir,Crystal Helm,,8540028
Mua Forest Chest Morning Star,Running Shoes,,8540028
Solitary Island Chest Ether,Giant Drink,,8540028
Solitary Island Chest DragonFang,Bolt Black Magic Progressive,,8540028
Pyramid Chest Elixir,Mythril Hammer,MIB,8540028
Pyramid Chest Black Robe,Kotetsu,MIB,8540028
Pyramid Chest Thornlet,GrnBeret,,8540028
Pyramid Chest DarkMatter,DarkMatter,,8540028
Pyramid Chest Crystal Armor,Magic Lamp,MIB,8540028
Pyramid Chest Cursed Ring,Condemn->Roulette->AquaRake,,8540028
Pyramid Chest Ice Shield,GrnBeret,MIB,8540028
Pyramid Chest Flame Shield,Crystal Shield,,8540028
Pyramid Chest White Robe,DragonFang,,8540028
Pyramid Chest DarkSuit,Tent,MIB,8540028
Pyramid Chest 9000,OmegaMedl,MIB,8540028
Pyramid Chest 8000,Haste->Exit->Hast2->Quick,,8540028
Pyramid Chest Earth Hammer,Spear,,8540028
Pyramid Chest 10000,Giant Drink,MIB,8540028
Pyramid Chest Cabin,Golem,MIB,8540028
Pyramid Chest 12000,Dimen Ability Progressive,,8540028
Pyramid Chest Guard Ring,Thunder Scroll,MIB,8540028
Pyramid Chest Ribbon,Bronze Shield,,8540028
Pyramid Chest Gold Hairpin,Vampire->MindBlst->WhiteWind,,8540028
Solitary Island Chest 12000,BeastKiller,,8540028
Solitary Island Chest Hi-Potion,2000 gil,,8540028
Solitary Island Chest Protect Drink,Giant's Axe,MIB,8540028
Solitary Island Chest BeastKiller,Diamond Armlet,,8540028
Solitary Island Chest RisingSun,DarkHood,,8540028
Solitary Island Chest Guard Ring,Venom Rod,,8540028
Solitary Island Chest Crystal Helm,Comet->Meteo,,8540028
Solitary Island Chest 9000,Wizard Rod,,8540028
Solitary Island Chest Elixir,Running Shoes,MIB,8540028
Solitary Island Chest DarkMatter,Toad->Bio->Flare,,8540028
Solitary Island Chest Circlet,Venom->Drain->Break,,8540028
Fork Tower L. Chest Ether,Mimic,,8540028
Fork Tower L. Chest Wonder Wand,Ether,,8540028
Fork Tower R. Chest Hi-Potion,5000 gil,,8540028
Fork Tower R. Chest Defender Sword,8000 gil,,8540028
Great Trench Chest Water Scroll,Hunter Job Crystal,,8540028
Great Trench Chest Flame Ring,12000 gil,,8540028
Great Trench Chest DragonFang,Diamond Armor,,8540028
Great Trench Chest Ether,Wonder Wand,,8540028
Great Trench Chest Phoenix Down,Ice Sword Magic Progressive,,8540028
Great Trench Chest Kaiser Knuckles,Steal,,8540028
Istory Falls Chest Ether,Gungnir,,8540028
Istory Falls Chest TurtleShell,Shiva->Ramuh->Ifrit->Bahmut,,8540028
Istory Falls Chest Air Lance,Air Lance,,8540028
Istory Falls Chest Giant Drink,Soft,,8540028
Istory Falls Chest RuneEdge,RuneEdge,,8540028
Istory Falls Chest Guard Ring,10000 gil,,8540028
Istory Falls Chest Wall Ring,Equip Spears,,8540028
Istory Falls Chest Phoenix Down,4400 gil,,8540028
Istory Falls Chest Enhancer,1000 gil,,8540028
Istory Falls Chest 12000,L4Qrter->L3Flare->L2Old->L5Doom,,8540028
Istory Falls Chest Artemis Bow,Slash,,8540028
Istory Falls Chest Pinwheel,Monk Job Crystal,,8540028
Istory Falls Chest Aegis Shield,Remora->Shoat->Levia,,8540028
Istory Falls Chest Giant's Axe,Healing Staff,,8540028
Phoenix Tower Pot 5000,Thunder Scroll,,8540028
Phoenix Tower Pot Phoenix Down,Revivify,MIB,8540028
Phoenix Tower Pot 10000,Tent,MIB,8540028
Phoenix Tower Pot 15000,Bronze Helm,MIB,8540028
Phoenix Tower Pot 20000,Maiden's Kiss,MIB,8540028
Phoenix Tower Pot Avis Killer,Giyaman,,8540028
Phoenix Tower Pot 25000,Whip,MIB,8540028
Mirage Village Barrel Thief Knife,Summon Ability Progressive,,8540028
Rift (Ruins) Chest Ether,CopperPlt,,8540028
Rift (Ruins) Chest Cabin,9000 gil,,8540028
Rift (Ruins) Chest Elixir,8000 gil,,8540028
Rift (Ruins) Chest DarkMatter,Power->Vitality Song,,8540028
Rift (Ruins) Chest Drain Sword,Diamond Armlet,,8540028
Rift (Forest) Chest DragonFang,Mythril Glove,,8540028
Rift (Forest) Chest Ribbon,Scan->Charm->Holy,,8540028
Rift (Forest) Chest Enhancer,Mimic Job Crystal,,8540028
Rift (Forest) Chest Lillith Rod,Diamond Shield,,8540028
Rift (Cave) Chest Angel Ring,Red1->Red2->Red3->X-Magic,,8540028
Rift (Cave) Chest Coral Ring,Brawl,,8540028
Rift (Castle) Chest Thor Hammer,12000 gil,,8540028
Rift (Castle) Chest Running Shoes,Samurai Job Crystal,,8540028
Rift (Castle) Chest Red Shoes,300 gil,,8540028
Rift (Castle) Chest Rainbow Dress,Summon Ability Progressive,,8540028
Rift (Castle) Chest ManEater,Power Drink,,8540028
The Void Chest Pinwheel,20000 gil,,8540028
The Void Chest Elixir,Mirage Vest,,8540028
The Void Chest Ragnarok,Protect Drink,MIB,8540028
Byblos New,Running Shoes,,8540028
WingRaptor New,Crystal Shield,,8540028
Siren New,DblLance,,8540028
Galura New,Crystal Armor,,8540028
Sol Cannon New,DoomCut,,8540028
Puroboros New,Genji Shield,,8540028
Titan New,25000 gil,,8540028
Abductor New,Sasuke,,8540028
HiryuuPlant New,Wizard Rod,,8540028
Gilgamesh 3 & Enkidou New,Genji Gloves,,8540028
Atmos New,Crystal Shield,,8540028
Guardians New,Enhancer,,8540028
Gilgamesh 4 New,Defender Sword,,8540028
Antlion New,Genji Helm,,8540028
Omniscient New,DblLance,,8540028
Stalker New,Sasuke,,8540028
Bahamut New,Coral Ring,,8540028
Crayclaw New,Excalibur,,8540028
