check,value
LiquiFlame New,4
Lone Wolf Barrel Cabin,1
Lone Wolf Chest Thunder Whip,2
Love Song at Istory Love,3
Magic Song at Ancient Library Magic,2
Magisa & Forza New,4
Moat Item Epee,1
Moogle Cave Chest 4400,4
Moogle Cave Chest Phoenix Down,3
Moogle Village Chest 1,3
Moogle Village Chest Cabin,3
Moogle Village Chest Phoenix Down,2
Mua Forest Chest Elixir,2
Mua Forest Chest Ether,1
Mua Forest Chest Flametongue,1
Mua Forest Chest Soot,2
Mua Town Barrel Guardian,2
Odin Odin,2
Omniscient New,4
Phoenix Phenix,1
Phoenix Tower Pot 10000,1
Phoenix Tower Pot 15000,1
Phoenix Tower Pot 20000,1
Phoenix Tower Pot 25000,1
Phoenix Tower Pot 5000,1
Phoenix Tower Pot Avis Killer,1
Phoenix Tower Pot Phoenix Down,1
Pirate's Cave Chest 300,1
Pirate's Cave Chest Ether,1
Pirate's Cave Chest Leather Cap,1
Pirate's Cave Chest Tent,1
Pyramid Chest 10000,3
Pyramid Chest 8000,3
Pyramid Chest 9000,1
Pyramid Chest Black Robe,2
Pyramid Chest Crystal Armor,4
Pyramid Chest DarkMatter,2
Pyramid Chest DarkSuit,1
Pyramid Chest Earth Hammer,4
Pyramid Chest Elixir,2
Pyramid Chest Flame Shield,2
Pyramid Chest Gold Hairpin,4
Pyramid Chest Guard Ring,3
Pyramid Chest Ice Shield,4
Pyramid Chest Ribbon,4
Pyramid Chest Thornlet,3
Pyramid Chest White Robe,4
Requiem Song at Kelb Requiem,4
Ribbon from girl in Rugor Ribbon,3
Rift (Castle) Chest Red Shoes,2
Rift (Castle) Chest Running Shoes,1
Rift (Castle) Chest Thor Hammer,2
Rift (Cave) Chest Angel Ring,3
Rift (Cave) Chest Coral Ring,3
Rift (Forest) Chest DragonFang,4
Rift (Forest) Chest Ribbon,3
Rift (Ruins) Chest Cabin,3
Rift (Ruins) Chest DarkMatter,2
Rift (Ruins) Chest Drain Sword,3
Rift (Ruins) Chest Ether,1
Ruined City Chest Size,2
Sergeant & DeathClaw New,4
Ship Graveyard Chest Phoenix Down,2
Ship Graveyard Chest Potion,1
Ship Graveyard Chest Tent,2
Shiva New,4
Shiva Shiva,2
Shop Backdoor Lamia Harp,2
Sol Cannon New,4
Solitary Island Chest 12000,2
Solitary Island Chest 9000,1
Solitary Island Chest Circlet,4
Solitary Island Chest Crystal Helm,3
Solitary Island Chest DarkMatter,1
Solitary Island Chest DragonFang,3
Solitary Island Chest Ether,3
Solitary Island Chest Guard Ring,2
Solitary Island Chest Hi-Potion,4
Solitary Island Chest RisingSun,4
Speed Song at Surgate Speed,1
Stalker New,4
Steamship Chest Cabin,2
Steamship Chest GrnBeret,3
Steamship Chest Mythril Glove,3
Syldra Syldra,1
Temptation Song at Lix Charm,3
The Void Chest Elixir,4
The Void Chest Pinwheel,1
The Void Chest Ragnarok,3
Titan Titan,4
Tule Barrel 150,1
Tule Barrel Potion,4
Tule Box Tent,4
Tule Bush Phoenix Down,3
Tycoon Castle Barrel Elixir,3
Tycoon Castle Barrel Phoenix Down,3
Tycoon Castle Cabin Cabin,1
Tycoon Castle Chest Katana,3
Tycoon Castle Pot Elixir,2
Tycoon Castle Pot Ether,1
Tycoon Castle Pot Hi-Potion,4
Tycoon Castle Pot Maiden's Kiss,4
Tycoon Meteor Chest Phoenix Down,2
Walse Castle Barrel Phoenix Down,4
Walse Castle Barrel Tent,1
Walse Castle Chest Elf Cape,2
Walse Castle Pot 1000,4
Walse Castle Pot Drag,2
Walse Tower Chest GoGo,3
Walse Tower Chest Silk robe,1
Water Crystal MysticKnight,3
Water Crystal Samurai,3
Water Crystal Summoner,4
Water Crystal TimeMage,3
Wind Crystal BlueMage,2
Wind Crystal Knight,2
Wind Crystal Monk,2
Wind Crystal WhiteMage,2
Wind Shrine Chest Broadsword,2
Wind Shrine Chest Staff,4
Wind Shrine Chest Tent,2
WingRaptor New,4
