check,value
Lone Wolf Barrel Cabin,2.0
Lone Wolf Chest Thunder Whip,2.0
Love Song at Istory Love,3.0
Magic Song at Ancient Library Magic,3.0
Magisa & Forza New,4.0
Moat Item Epee,1.0
Moogle Cave Chest Phoenix Down,3.0
Moogle Village Chest 1,2.0
Moogle Village Chest Elf Cape,2.0
Moogle Village Chest Phoenix Down,4.0
Mua Forest Chest 9500,3.0
Mua Forest Chest Cabin,1.0
Mua Forest Chest Elixir,1.0
Mua Forest Chest Phoenix Down,2.0
Mua Town Barrel Guardian,3.0
Odin Odin,2.0
Omniscient New,4.0
Phoenix Phenix,1.0
Phoenix Tower Pot 10000,1.0
Phoenix Tower Pot 15000,1.0
Phoenix Tower Pot 20000,1.0
Phoenix Tower Pot 25000,1.0
Phoenix Tower Pot 5000,1.0
Phoenix Tower Pot Avis Killer,1.0
Phoenix Tower Pot Phoenix Down,1.0
Pirate's Cave Chest 300,1.0
Pirate's Cave Chest Ether,1.0
Pirate's Cave Chest Leather Cap,1.0
Pirate's Cave Chest Tent,1.0
Power Song from Crescent Town Power,3.0
Puroboros New,4.0
Pyramid Chest 10000,3.0
Pyramid Chest 8000,3.0
Pyramid Chest 9000,2.0
Pyramid Chest Black Robe,3.0
Pyramid Chest Cabin,2.0
Pyramid Chest Crystal Armor,2.0
Pyramid Chest Cursed Ring,4.0
Pyramid Chest DarkMatter,2.0
Pyramid Chest DarkSuit,3.0
Pyramid Chest Earth Hammer,2.0
Pyramid Chest Elixir,3.0
Pyramid Chest Flame Shield,2.0
Pyramid Chest Gold Hairpin,2.0
Pyramid Chest Guard Ring,4.0
Pyramid Chest Ice Shield,3.0
Pyramid Chest Thornlet,3.0
Pyramid Chest White Robe,1.0
Pyramid Top Pyramid Tablet,3.0
Requiem Song at Kelb Requiem,2.0
Ribbon from girl in Rugor Ribbon,2.0
Rift (Castle) Chest ManEater,2.0
Rift (Castle) Chest Rainbow Dress,3.0
Rift (Castle) Chest Running Shoes,1.0
Rift (Forest) Chest DragonFang,2.0
Rift (Forest) Chest Enhancer,4.0
Rift (Forest) Chest Lillith Rod,3.0
Rift (Forest) Chest Ribbon,3.0
Rift (Ruins) Chest Cabin,3.0
Rift (Ruins) Chest Drain Sword,2.0
Rift (Ruins) Chest Elixir,4.0
Rift (Ruins) Chest Ether,3.0
Sandworm New,4.0
Ship Graveyard Chest Potion,3.0
Shiva New,4.0
Shop Backdoor Lamia Harp,2.0
Solitary Island Chest 9000,3.0
Solitary Island Chest BeastKiller,2.0
Solitary Island Chest Crystal Helm,2.0
Solitary Island Chest DarkMatter,2.0
Solitary Island Chest DragonFang,4.0
Solitary Island Chest Elixir,3.0
Solitary Island Chest Ether,3.0
Solitary Island Chest Guard Ring,2.0
Solitary Island Chest Hi-Potion,4.0
Solitary Island Chest Protect Drink,1.0
Solitary Island Chest RisingSun,3.0
Speed Song at Surgate Speed,4.0
Steamship Chest Elixir,3.0
Steamship Chest Thief's Glove,3.0
Syldra Syldra,1.0
The Void Chest Ragnarok,4.0
Titan Titan,2.0
Top of the Falls Magic Lamp,4.0
Tule Barrel 150,3.0
Tule Barrel Potion,1.0
Tule Box Tent,4.0
Tule Bush Phoenix Down,2.0
Tycoon Castle Barrel Elixir,2.0
Tycoon Castle Cabin Cabin,1.0
Tycoon Castle Chest Giyaman,2.0
Tycoon Castle Chest Katana,1.0
Tycoon Castle Pot Elixir,1.0
Tycoon Castle Pot Hi-Potion,2.0
Tycoon Meteor Chest Phoenix Down,2.0
Tyrasaurus New,4.0
Walse Castle Barrel Phoenix Down,2.0
Walse Castle Barrel Tent,4.0
Walse Castle Box 490,2.0
Walse Tower Chest GoGo,1.0
Walse Tower Chest Silver Armlet,3.0
Walse Town Pot Glasses,2.0
Water Crystal MysticKnight,2.0
Water Crystal Summoner,2.0
Wind Crystal BlueMage,3.0
Wind Crystal Thief,1.0
Wind Crystal WhiteMage,2.0
Wind Shrine Chest Broadsword,2.0
Wind Shrine Chest Staff,2.0
Wind Shrine Chest Tent,3.0
WingRaptor New,4.0
