check,reward,mib,reward_value,seed
Karnak Castle Chest Ribbon,IceBrand,MIB,5500,9247417
Karnak Castle Chest Shuriken,Sasuke,MIB,10000,9247417
Karnak Castle Chest Elf Cape,Golden Armor,MIB,2000,9247417
Karnak Castle Chest Guardian,Battle Axe,,325,9247417
Karnak Town Barrel Fire Rod,Animals->Aim->X-Fight,,0,9247417
Steamship Chest Cabin,MysticKnight Job Crystal,,0,9247417
Steamship Chest Phoenix Down,8000 gil,,8000,9247417
Steamship Chest Elixir,Golden Helm,,1750,9247417
Steamship Chest GrnBeret,Ice Sword Magic Progressive,,0,9247417
Steamship Chest Thief's Glove,Lillith Rod,,1500,9247417
Ancient Library Chest Ether,Glasses,,125,9247417
Ancient Library Chest Phoenix Down,Hunter Job Crystal,,0,9247417
Ancient Library Chest Stealth Suit,Dagger,,150,9247417
Jacole Cave Chest Shuriken,20000 gil,,20000,9247417
Jacole Cave Chest Tent,MgcSword Ability Progressive,,0,9247417
Ruined City Chest Shuriken,10000 gil,,10000,9247417
Ruined City Chest Size,Ice Black Magic Progressive,,0,9247417
Flying Lonka Ruins Chest Golden Armor,Summon Ability Progressive,,0,9247417
Flying Lonka Ruins Chest Elixir,Ninja Job Crystal,,0,9247417
Flying Lonka Ruins Chest Phoenix Down,DrgnSwd,,0,9247417
Flying Lonka Ruins Chest Golden Shield,5000 gil,,5000,9247417
Steamship Chest Mythril Glove,Bard Job Crystal,,0,9247417
Steamship Chest Full Moon,BlueMage Job Crystal,,0,9247417
Flying Lonka Ruins Chest Hi-Potion,Dbl Grip,,0,9247417
Flying Lonka Ruins Chest 5000,Armor->Shell->Wall->Dispel,,0,9247417
Flying Lonka Ruins Chest Shuriken,Iron Shield,,195,9247417
Flying Lonka Ruins Chest Ancient Sword,Sylph->Crbnkl->Phenix->Syldra,,0,9247417
Flying Lonka Ruins Chest Full Moon,Katana,,2900,9247417
Flying Lonka Ruins Chest Power Wrist,490 gil,,490,9247417
Flying Lonka Ruins Chest Ether,Masamune,,10000,9247417
Flying Lonka Ruins Chest Cabin,8000 gil,,8000,9247417
Exdeath's Castle Chest Ether,Crystal Armor,,6000,9247417
Exdeath's Castle Chest Diamond Shield,Crystal Helm,,5250,9247417
Exdeath's Castle Chest Ice Shield,Equip Axes,,0,9247417
Exdeath's Castle Chest Elixir,Aero Blue Magic Progressive,,0,9247417
Exdeath's Castle Chest Gale Bow,Tinkerbell,,750,9247417
Exdeath's Castle Chest IceBrand,Thunder Whip,,1100,9247417
Exdeath's Castle Chest Kotetsu,Dancer Job Crystal,,0,9247417
Exdeath's Castle Chest 9900,2000 gil,,2000,9247417
Exdeath's Castle Chest 8000,4900 gil,,4900,9247417
Exdeath's Castle Chest DblLance,Elixir,,25000,9247417
Exdeath's Castle Chest Partisan,Giant's Axe,,20000,9247417
Exdeath's Castle Chest Pinwheel,Tricorn Hat,,750,9247417
Moogle Cave Chest 4400,Remora->Shoat->Levia,,0,9247417
Moogle Cave Chest Phoenix Down,Golden Shield,,1500,9247417
Moogle Village Chest Cabin,GbnPnch->Emision->Missle->Blwfsh,,0,9247417
Moogle Village Chest Dancing Dagger,12000 gil,,12000,9247417
Moogle Village Chest 1,Counter,,0,9247417
Moogle Village Chest 10000,18000 gil,,18000,9247417
Moogle Village Chest Phoenix Down,DarkSuit,,4500,9247417
Moogle Village Chest Ether,10000 gil,,10000,9247417
Moogle Village Chest Elf Cape,Revive,,0,9247417
Bal Castle Chest Angel Gwn,1000 gil,,1000,9247417
Bal Castle Chest Hero Drink,12000 gil,,12000,9247417
Bal Castle Chest Exit,Dream Harp,,800,9247417
Hiryuu Valley Skull Bone Mail,Staff,,100,9247417
Hiryuu Valley Chest 5000,Mythril Knife,,225,9247417
Hiryuu Valley Chest Cabin,100 gil,,100,9247417
Hiryuu Valley Chest 7000,White Robe,,4000,9247417
Hiryuu Valley Chest Coronet,Tent,,125,9247417
Hiryuu Valley Chest Air Blade,Cure White Magic Progressive,,0,9247417
Hiryuu Valley Chest Phoenix Down,9000 gil,,9000,9247417
Surgate Castle Chest 5000,9500 gil,,9500,9247417
Surgate Castle Chest Float,1000 gil,,1000,9247417
Barrier Tower Chest Drain Sword,ManEater,,12500,9247417
Barrier Tower Chest 9000,Leather Shield,MIB,45,9247417
Barrier Tower Chest 18000,Running Shoes,MIB,25000,9247417
Barrier Tower Chest Gold Hairpin,Genji Gloves,,7500,9247417
Mua Town Barrel Guardian,Guardian,,1300,9247417
Mua Forest Chest 2500,100 gil,,100,9247417
Mua Forest Chest Ether,Vampire->MindBlst->WhiteWind,,0,9247417
Mua Forest Chest 4900,MP +X%,,0,9247417
Mua Forest Chest Phoenix Down,Phoenix Down,,500,9247417
Mua Forest Chest 9500,Power Wrist,,1250,9247417
Mua Forest Chest Soot,12000 gil,,12000,9247417
Mua Forest Chest Flametongue,GbnPnch->Emision->Missle->Blwfsh,,0,9247417
Mua Forest Chest Cabin,Hide,,0,9247417
Mua Forest Chest Giant Drink,4900 gil,,4900,9247417
Mua Forest Chest Elixir,RegalCut,,240,9247417
Mua Forest Chest Morning Star,Shiva->Ramuh->Ifrit->Bahmut,,0,9247417
Solitary Island Chest Ether,BeastKiller,,7500,9247417
Solitary Island Chest DragonFang,Ribbon,,17500,9247417
Pyramid Chest Elixir,Power Wrist,,1250,9247417
Pyramid Chest Black Robe,Ice Shield,,20000,9247417
Pyramid Chest Thornlet,Golden Armor,,2000,9247417
Pyramid Chest DarkMatter,Power Staff,,900,9247417
Pyramid Chest Crystal Armor,DarkMatter,MIB,25000,9247417
Pyramid Chest Cursed Ring,Ribbon,MIB,17500,9247417
Pyramid Chest Ice Shield,Lumina Robe,,2000,9247417
Pyramid Chest Flame Shield,Mythril Glove,MIB,300,9247417
Pyramid Chest White Robe,Soft,MIB,75,9247417
Pyramid Chest DarkSuit,Black Robe,MIB,4000,9247417
Pyramid Chest 9000,Mage Masher,MIB,450,9247417
Pyramid Chest 8000,RisingSun,,5500,9247417
Pyramid Chest Earth Hammer,Gaia Gear,MIB,1000,9247417
Pyramid Chest 10000,War Hammer,,3200,9247417
Pyramid Chest Cabin,Hero Drink,MIB,55,9247417
Pyramid Chest 12000,????->Fusion->Exploder->DrkShock,,0,9247417
Pyramid Chest Guard Ring,Enhancer,,10000,9247417
Pyramid Chest Ribbon,10000 gil,,10000,9247417
Pyramid Chest Gold Hairpin,Tame,,0,9247417
Solitary Island Chest 12000,Void->Demi->Qrter->Old,,0,9247417
Solitary Island Chest Hi-Potion,Genji Armor,,15000,9247417
Solitary Island Chest Protect Drink,Giyaman,,250,9247417
Solitary Island Chest BeastKiller,Equip Armors,,0,9247417
Solitary Island Chest RisingSun,RisingSun,MIB,5500,9247417
Solitary Island Chest Guard Ring,Magus,MIB,1500,9247417
Solitary Island Chest Crystal Helm,Iron Shield,,195,9247417
Solitary Island Chest 9000,Air Lance,,3400,9247417
Solitary Island Chest Elixir,Power Wrist,,1250,9247417
Solitary Island Chest DarkMatter,Drink,,0,9247417
Solitary Island Chest Circlet,100 gil,,100,9247417
Fork Tower L. Chest Ether,FrogSong->TinySong->MoonFlut,,0,9247417
Fork Tower L. Chest Wonder Wand,Sing,,0,9247417
Fork Tower R. Chest Hi-Potion,9900 gil,,9900,9247417
Fork Tower R. Chest Defender Sword,Coral Sword,,1400,9247417
Great Trench Chest Water Scroll,GuardOff->Hammer->MghtyGrd,,0,9247417
Great Trench Chest Flame Ring,Flirt,,0,9247417
Great Trench Chest DragonFang,Revivify,,75,9247417
Great Trench Chest Ether,25000 gil,,25000,9247417
Great Trench Chest Phoenix Down,Venom->Drain->Break Sword,,0,9247417
Great Trench Chest Kaiser Knuckles,Genji Shield,,10000,9247417
Istory Falls Chest Ether,Stealth Suit,,1500,9247417
Istory Falls Chest TurtleShell,25000 gil,,25000,9247417
Istory Falls Chest Air Lance,Venom->Drain->Break Sword,,0,9247417
Istory Falls Chest Giant Drink,Bone Mail,,15000,9247417
Istory Falls Chest RuneEdge,L4Qrter->L3Flare->L2Old->L5Doom,,0,9247417
Istory Falls Chest Guard Ring,Assassin,,10000,9247417
Istory Falls Chest Wall Ring,DarkMatter,,25000,9247417
Istory Falls Chest Phoenix Down,Diamond Helm,,3500,9247417
Istory Falls Chest Enhancer,Enhancer,,10000,9247417
Istory Falls Chest 12000,Mute->Psych->Holy Sword,,0,9247417
Istory Falls Chest Artemis Bow,12000 gil,,12000,9247417
Istory Falls Chest Pinwheel,Blue,,0,9247417
Istory Falls Chest Aegis Shield,Crystal Armor,,6000,9247417
Istory Falls Chest Giant's Axe,Fire Rod,,375,9247417
Phoenix Tower Pot 5000,Bandana,,1750,9247417
Phoenix Tower Pot Phoenix Down,Leather Armor,MIB,40,9247417
Phoenix Tower Pot 10000,Potion,,20,9247417
Phoenix Tower Pot 15000,Thunder Scroll,,100,9247417
Phoenix Tower Pot 20000,LuckMallet,,25,9247417
Phoenix Tower Pot Avis Killer,Whip,MIB,550,9247417
Phoenix Tower Pot 25000,Broadsword,MIB,140,9247417
Mirage Village Barrel Thief Knife,150 gil,,150,9247417
Rift (Ruins) Chest Ether,RisingSun,,5500,9247417
Rift (Ruins) Chest Cabin,RisingSun,,5500,9247417
Rift (Ruins) Chest Elixir,Tempest,,15000,9247417
Rift (Ruins) Chest DarkMatter,10000 gil,,10000,9247417
Rift (Ruins) Chest Drain Sword,Mage Masher,,450,9247417
Rift (Forest) Chest DragonFang,Capture,,0,9247417
Rift (Forest) Chest Ribbon,Shuriken,,1250,9247417
Rift (Forest) Chest Enhancer,Earth Hammer,,6400,9247417
Rift (Forest) Chest Lillith Rod,Thief's Glove,,1500,9247417
Rift (Cave) Chest Angel Ring,Summoner Job Crystal,,0,9247417
Rift (Cave) Chest Coral Ring,5000 gil,,5000,9247417
Rift (Castle) Chest Thor Hammer,Thief Job Crystal,,0,9247417
Rift (Castle) Chest Running Shoes,Soft,,75,9247417
Rift (Castle) Chest Red Shoes,Bolt Black Magic Progressive,,0,9247417
Rift (Castle) Chest Rainbow Dress,RisingSun,,5500,9247417
Rift (Castle) Chest ManEater,Dancing Dagger,,2900,9247417
The Void Chest Pinwheel,990 gil,,990,9247417
The Void Chest Elixir,100 gil,,100,9247417
The Void Chest Ragnarok,Magic Lamp,MIB,5000,9247417
Byblos New,Ribbon,,17500,9247417
WingRaptor New,Genji Armor,,15000,9247417
Magisa & Forza New,Crystal Shield,,4500,9247417
Galura New,Excalibur,,10000,9247417
LiquiFlame New,DarkSuit,,4500,9247417
Sandworm New,Genji Helm,,12500,9247417
Chim.Brain New,Assassin,,10000,9247417
Puroboros New,Elf Cape,,2000,9247417
Tyrasaurus New,Genji Helm,,12500,9247417
HiryuuPlant New,Artemis Bow,,15000,9247417
Gilgamesh 3 & Enkidou New,Tempest,,15000,9247417
Antlion New,DblLance,,5400,9247417
Omniscient New,Avis Killer,,10000,9247417
Minotauros New,25000 gil,,25000,9247417
Leviathan New,Assassin,,10000,9247417
GoGo New,Tinkerbell,,750,9247417
Shiva New,Coral Ring,,25000,9247417
Crayclaw New,Thor Hammer,,15000,9247417
