check,value
Istory Falls Chest Air Lance,3.0
Istory Falls Chest Artemis Bow,2.0
Istory Falls Chest Guard Ring,1.0
Istory Falls Chest Phoenix Down,0.0
Istory Falls Chest RuneEdge,2.0
Istory Falls Chest TurtleShell,3.0
Istory Falls Chest Wall Ring,4.0
Karlabos New,4.0
Karnak Castle Chest 2000,4.0
Karnak Castle Chest Elf Cape,4.0
Karnak Castle Chest Elixir,3.0
Karnak Castle Chest Guardian,3.0
Karnak Castle Chest Gungnir,2.0
Karnak Castle Chest Ribbon,3.0
Karnak Castle Chest Shuriken,1.0
Karnak Castle Chest Thunder Scroll,2.0
Leviathan Esper Levia,1.0
Leviathan New,4.0
Magisa & Forza New,4.0
Minotauros New,4.0
Moogle Cave Chest Phoenix Down,3.0
Moogle Village Chest Dancing Dagger,5.0
Moogle Village Chest Elf Cape,3.0
Moogle Village Chest Ether,2.0
Moogle Village Chest Phoenix Down,3.0
Mua Forest Chest 9500,3.0
Mua Forest Chest Elixir,2.0
Mua Forest Chest Ether,3.0
Mua Forest Chest Flametongue,3.0
Mua Forest Chest Giant Drink,2.0
Mua Forest Chest Phoenix Down,3.0
Mua Forest Chest Soot,3.0
Mua Town Barrel Guardian,3.0
North Mountain Chest Phoenix Down,3.0
Odin New,4.0
Phoenix Tower Pot 10000,2.0
Phoenix Tower Pot 15000,3.0
Phoenix Tower Pot 20000,1.0
Phoenix Tower Pot 25000,1.0
Phoenix Tower Pot 5000,2.0
Phoenix Tower Pot Avis Killer,2.0
Phoenix Tower Pot Phoenix Down,1.0
Pirate's Cave Chest 300,4.0
Pirate's Cave Chest Leather Cap,4.0
Power Song from Crescent Town Power,1.0
Puroboros New,4.0
Pyramid Chest 10000,3.0
Pyramid Chest 12000,4.0
Pyramid Chest 8000,4.0
Pyramid Chest 9000,3.0
Pyramid Chest Black Robe,2.0
Pyramid Chest Cabin,1.0
Pyramid Chest Crystal Armor,2.0
Pyramid Chest Cursed Ring,4.0
Pyramid Chest DarkMatter,4.0
Pyramid Chest DarkSuit,2.0
Pyramid Chest Earth Hammer,2.0
Pyramid Chest Elixir,4.0
Pyramid Chest Flame Shield,4.0
Pyramid Chest Gold Hairpin,2.0
Pyramid Chest Guard Ring,3.0
Pyramid Chest Ice Shield,3.0
Pyramid Chest Ribbon,2.0
Pyramid Chest Thornlet,3.0
Pyramid Chest White Robe,3.0
Pyramid Top Pyramid Tablet,1.0
Rift (Castle) Chest Running Shoes,2.0
Rift (Castle) Chest Thor Hammer,2.0
Rift (Cave) Chest Coral Ring,1.0
Rift (Forest) Chest Lillith Rod,2.0
Rift (Ruins) Chest DarkMatter,2.0
Rift (Ruins) Chest Elixir,2.0
Ship Graveyard Chest Flail,2.0
Shiva New,4.0
Shiva Shiva,1.0
Shop Backdoor Lamia Harp,2.0
Siren New,4.0
Solitary Island Chest 12000,3.0
Solitary Island Chest 9000,1.0
Solitary Island Chest BeastKiller,2.0
Solitary Island Chest DarkMatter,4.0
Solitary Island Chest Elixir,1.0
Solitary Island Chest Ether,3.0
Solitary Island Chest Guard Ring,2.0
Solitary Island Chest RisingSun,3.0
Speed Song at Surgate Speed,2.0
Steamship Chest Full Moon,1.0
Steamship Chest GrnBeret,3.0
Steamship Chest Phoenix Down,2.0
Temptation Song at Lix Charm,2.0
The Void Chest Ragnarok,2.0
Titan Titan,2.0
Toad Event Toad,3.0
Top of the Falls Magic Lamp,3.0
Tule Barrel 150,0.0
Tule Box Leather Shoes,4.0
Tule Bush Phoenix Down,2.0
Tycoon Castle Barrel Cabin,2.0
Tycoon Castle Barrel Elixir,3.0
Tycoon Castle Barrel Phoenix Down,1.0
Tycoon Castle Cabin Cabin,2.0
Tycoon Castle Chest Katana,4.0
Tycoon Castle Pot Elixir,4.0
Tycoon Castle Pot Ether,2.0
Tycoon Castle Pot Hi-Potion,2.0
Tycoon Castle Pot Maiden's Kiss,3.0
Tycoon Meteor Chest Phoenix Down,2.0
Tyrasaurus New,4.0
Walse Castle Barrel Phoenix Down,2.0
Walse Castle Chest Elf Cape,1.0
Walse Castle Pot 1000,2.0
Walse Castle Pot Drag,3.0
Walse Tower Chest Ether,3.0
Walse Tower Chest Maiden's Kiss,3.0
Walse Tower Chest Silk robe,4.0
Walse Town Pot Glasses,1.0
Water Crystal Berserker,2.0
Water Crystal Samurai,1.0
Water Crystal Summoner,4.0
Wind Crystal BlackMage,2.0
Wind Crystal BlueMage,4.0
Wind Crystal Knight,3.0
Wind Crystal Monk,3.0
Wind Crystal Thief,4.0
Wind Shrine Chest Broadsword,2.0
Wind Shrine Chest Leather Cap,3.0
