check,reward,mib,seed
Tycoon Castle Pot Elixir,Revive,,4133134
Tycoon Castle Pot Phoenix Down,Gauntlets,,4133134
Tycoon Castle Pot Maiden's Kiss,Maiden's Kiss,,4133134
Tycoon Castle Chest Shuriken,Golden Helm,,4133134
Tycoon Castle Chest Giyaman,DrgnCrest,,4133134
Tycoon Castle Chest Katana,2000 gil,,4133134
Walse Castle Chest Elf Cape,Antdt->Image->Heal,,4133134
Walse Castle Pot 1000,Thornlet,,4133134
Walse Castle Pot Drag,Scan->Charm->Holy,,4133134
Walse Castle Box 490,Bone Mail,,4133134
Walse Castle Barrel Tent,Masamune,,4133134
Walse Castle Barrel Phoenix Down,GuardOff->Hammer->MghtyGrd,,4133134
Walse Tower Chest Silk robe,Soot,,4133134
Walse Tower Chest Maiden's Kiss,Wonder Wand,,4133134
Walse Tower Chest Silver Armlet,Healing Staff,,4133134
Walse Tower Chest Ether,25000 gil,,4133134
Tycoon Meteor Chest Phoenix Down,Phoenix Down,,4133134
Karnak Castle Chest Gungnir,RisingSun,MIB,4133134
Karnak Castle Chest Thunder Scroll,Kaiser Knuckles,MIB,4133134
Karnak Castle Chest 2000,Chain Whip,MIB,4133134
Karnak Castle Chest Elixir,Leather Shoes,MIB,4133134
Karnak Castle Chest Ribbon,IceBrand,,4133134
Karnak Castle Chest Shuriken,Golden Shield,MIB,4133134
Karnak Castle Chest Elf Cape,Healing Staff,MIB,4133134
Karnak Castle Chest Guardian,Gaia Gear,MIB,4133134
Karnak Town Barrel Fire Rod,Silver Armlet,,4133134
Steamship Chest Cabin,4400 gil,,4133134
Steamship Chest Phoenix Down,MgcSword Ability Progressive,,4133134
Steamship Chest Elixir,Thief's Glove,,4133134
Steamship Chest GrnBeret,Black Ability Progressive,,4133134
Steamship Chest Thief's Glove,Dragon's Whisker,,4133134
Ancient Library Chest Ether,100 gil,,4133134
Ancient Library Chest Phoenix Down,BlackMage Job Crystal,,4133134
Ancient Library Chest Stealth Suit,Flame Whip,,4133134
Jacole Cave Chest Shuriken,10000 gil,,4133134
Jacole Cave Chest Tent,Image,,4133134
Ruined City Chest Shuriken,1000 gil,,4133134
Ruined City Chest Size,300 gil,,4133134
Flying Lonka Ruins Chest Golden Armor,Ether,,4133134
Flying Lonka Ruins Chest Elixir,TurtleShell,,4133134
Flying Lonka Ruins Chest Phoenix Down,Life->Life2,,4133134
Flying Lonka Ruins Chest Golden Shield,Observe,,4133134
Steamship Chest Mythril Glove,Ice Sword Magic Progressive,,4133134
Steamship Chest Full Moon,Fire Bow,,4133134
Flying Lonka Ruins Chest Hi-Potion,MgcSword Ability Progressive,,4133134
Flying Lonka Ruins Chest 5000,9900 gil,,4133134
Flying Lonka Ruins Chest Shuriken,L4Qrter->L3Flare->L2Old->L5Doom,,4133134
Flying Lonka Ruins Chest Ancient Sword,Forged,,4133134
Flying Lonka Ruins Chest Full Moon,2000 gil,,4133134
Flying Lonka Ruins Chest Power Wrist,Mimic,,4133134
Flying Lonka Ruins Chest Ether,DoomCut,,4133134
Flying Lonka Ruins Chest Cabin,Jump,,4133134
Exdeath's Castle Chest Ether,8000 gil,,4133134
Exdeath's Castle Chest Diamond Shield,Rune Axe,,4133134
Exdeath's Castle Chest Ice Shield,Sleep->Bio->Flare Sword,,4133134
Exdeath's Castle Chest Elixir,Lillith Rod,,4133134
Exdeath's Castle Chest Gale Bow,Chocob->Titan->Golem->Odin,,4133134
Exdeath's Castle Chest IceBrand,Tiger Mask,,4133134
Exdeath's Castle Chest Kotetsu,5000 gil,,4133134
Exdeath's Castle Chest 9900,Battle Axe,,4133134
Exdeath's Castle Chest 8000,Shiva->Ramuh->Ifrit->Bahmut,,4133134
Exdeath's Castle Chest DblLance,Charm->Hero@Song,,4133134
Exdeath's Castle Chest Partisan,????->Fusion->Exploder->DrkShock,,4133134
Exdeath's Castle Chest Pinwheel,Mythril Helm,,4133134
Moogle Cave Chest 4400,300 gil,,4133134
Moogle Cave Chest Phoenix Down,GbnPnch->Emision->Missle->Blwfsh,,4133134
Moogle Village Chest Cabin,GilToss,,4133134
Moogle Village Chest Dancing Dagger,9900 gil,,4133134
Moogle Village Chest 1,Bard Job Crystal,,4133134
Moogle Village Chest 10000,Revivify,,4133134
Moogle Village Chest Phoenix Down,Equip Ribbon,,4133134
Moogle Village Chest Ether,Slow->Stop->Slow2,,4133134
Moogle Village Chest Elf Cape,100 gil,,4133134
Bal Castle Chest Angel Gwn,Angel Gwn,,4133134
Bal Castle Chest Hero Drink,9500 gil,,4133134
Bal Castle Chest Exit,Capture,,4133134
Hiryuu Valley Skull Bone Mail,9000 gil,,4133134
Hiryuu Valley Chest 5000,Dimen Ability Progressive,,4133134
Hiryuu Valley Chest Cabin,Soot,,4133134
Hiryuu Valley Chest 7000,Flirt,,4133134
Hiryuu Valley Chest Coronet,12000 gil,,4133134
Hiryuu Valley Chest Air Blade,Drain Sword,,4133134
Hiryuu Valley Chest Phoenix Down,BeastKiller,,4133134
Surgate Castle Chest 5000,12000 gil,,4133134
Surgate Castle Chest Float,Dimen Ability Progressive,,4133134
Barrier Tower Chest Drain Sword,Staff,,4133134
Barrier Tower Chest 9000,Mythril Knife,MIB,4133134
Barrier Tower Chest 18000,Gungnir,,4133134
Barrier Tower Chest Gold Hairpin,Iron Helm,MIB,4133134
Mua Town Barrel Guardian,Guardian,,4133134
Mua Forest Chest 2500,Running Shoes,,4133134
Mua Forest Chest Ether,Gauntlets,,4133134
Mua Forest Chest 4900,Iron Shield,,4133134
Mua Forest Chest Phoenix Down,Dragoon Lance,,4133134
Mua Forest Chest 9500,Circlet,,4133134
Mua Forest Chest Soot,Armor->Shell->Wall->Dispel,,4133134
Mua Forest Chest Flametongue,Tent,,4133134
Mua Forest Chest Cabin,Summon Ability Progressive,,4133134
Mua Forest Chest Giant Drink,Giant Drink,,4133134
Mua Forest Chest Elixir,Orialcon,,4133134
Mua Forest Chest Morning Star,Antidote,,4133134
Solitary Island Chest Ether,Spear,,4133134
Solitary Island Chest DragonFang,Golden Shield,,4133134
Pyramid Chest Elixir,Power->Vitality Song,,4133134
Pyramid Chest Black Robe,ManEater,MIB,4133134
Pyramid Chest Thornlet,Leather Shield,MIB,4133134
Pyramid Chest DarkMatter,Angel Ring,MIB,4133134
Pyramid Chest Crystal Armor,LuckMallet,MIB,4133134
Pyramid Chest Cursed Ring,Soft,MIB,4133134
Pyramid Chest Ice Shield,Thunder Bow,,4133134
Pyramid Chest Flame Shield,Phoenix Down,MIB,4133134
Pyramid Chest White Robe,Thunder Scroll,,4133134
Pyramid Chest DarkSuit,Diamond Shield,,4133134
Pyramid Chest 9000,Katana,MIB,4133134
Pyramid Chest 8000,Fire Sword Magic Progressive,,4133134
Pyramid Chest Earth Hammer,Artemis Bow,MIB,4133134
Pyramid Chest 10000,Bizen,,4133134
Pyramid Chest Cabin,LuckMallet,MIB,4133134
Pyramid Chest 12000,Bolt Sword Magic Progressive,,4133134
Pyramid Chest Guard Ring,Golden Helm,MIB,4133134
Pyramid Chest Ribbon,Mythril Staff,,4133134
Pyramid Chest Gold Hairpin,Crystal Armor,,4133134
Solitary Island Chest 12000,Flash->Time Slip->DethClaw,,4133134
Solitary Island Chest Hi-Potion,Brawl,,4133134
Solitary Island Chest Protect Drink,Scan->Charm->Holy,,4133134
Solitary Island Chest BeastKiller,Air Lance,,4133134
Solitary Island Chest RisingSun,Chicken Knife,,4133134
Solitary Island Chest Guard Ring,Wind Spear,,4133134
Solitary Island Chest Crystal Helm,Elixir,MIB,4133134
Solitary Island Chest 9000,150 gil,,4133134
Solitary Island Chest Elixir,Bandana,,4133134
Solitary Island Chest DarkMatter,10000 gil,,4133134
Solitary Island Chest Circlet,Silver Plate,MIB,4133134
Fork Tower L. Chest Ether,Equip Shield,,4133134
Fork Tower L. Chest Wonder Wand,Battle Axe,,4133134
Fork Tower R. Chest Hi-Potion,9000 gil,,4133134
Fork Tower R. Chest Defender Sword,Equip Rods,,4133134
Great Trench Chest Water Scroll,????->Fusion->Exploder->DrkShock,,4133134
Great Trench Chest Flame Ring,White Robe,,4133134
Great Trench Chest DragonFang,Elixir,,4133134
Great Trench Chest Ether,5000 gil,,4133134
Great Trench Chest Phoenix Down,Excailbur,,4133134
Great Trench Chest Kaiser Knuckles,Kaiser Knuckles,,4133134
Istory Falls Chest Ether,Leather Armor,,4133134
Istory Falls Chest TurtleShell,Summon Ability Progressive,,4133134
Istory Falls Chest Air Lance,Shiva->Ramuh->Ifrit->Bahmut,,4133134
Istory Falls Chest Giant Drink,Hide,,4133134
Istory Falls Chest RuneEdge,BeastKiller,,4133134
Istory Falls Chest Guard Ring,990 gil,,4133134
Istory Falls Chest Wall Ring,Wall Ring,,4133134
Istory Falls Chest Phoenix Down,Armor->Shell->Wall->Dispel,,4133134
Istory Falls Chest Enhancer,Cure White Magic Progressive,,4133134
Istory Falls Chest 12000,Tinkerbell,,4133134
Istory Falls Chest Artemis Bow,5000 gil,,4133134
Istory Falls Chest Pinwheel,10000 gil,,4133134
Istory Falls Chest Aegis Shield,Sleep->Bio->Flare Sword,,4133134
Istory Falls Chest Giant's Axe,Throw,,4133134
Phoenix Tower Pot 5000,Circlet,MIB,4133134
Phoenix Tower Pot Phoenix Down,TurtleShell,MIB,4133134
Phoenix Tower Pot 10000,Revivify,MIB,4133134
Phoenix Tower Pot 15000,Thunder Whip,MIB,4133134
Phoenix Tower Pot 20000,Darkness Bow,MIB,4133134
Phoenix Tower Pot Avis Killer,Air Blade,,4133134
Phoenix Tower Pot 25000,Haste->Exit->Hast2->Quick,,4133134
Mirage Village Barrel Thief Knife,8000 gil,,4133134
Rift (Ruins) Chest Ether,DiamndPlt,,4133134
Rift (Ruins) Chest Cabin,MgcSword Ability Progressive,,4133134
Rift (Ruins) Chest Elixir,Cotton Robe,,4133134
Rift (Ruins) Chest DarkMatter,Ice Black Magic Progressive,,4133134
Rift (Ruins) Chest Drain Sword,15000 gil,,4133134
Rift (Forest) Chest DragonFang,9000 gil,,4133134
Rift (Forest) Chest Ribbon,Flame Ring,,4133134
Rift (Forest) Chest Enhancer,Whip,,4133134
Rift (Forest) Chest Lillith Rod,Mute->Size->Bersk,,4133134
Rift (Cave) Chest Angel Ring,Genji Helm,,4133134
Rift (Cave) Chest Coral Ring,150 gil,,4133134
Rift (Castle) Chest Thor Hammer,Gaia Gear,,4133134
Rift (Castle) Chest Running Shoes,Golden Helm,,4133134
Rift (Castle) Chest Red Shoes,War Hammer,,4133134
Rift (Castle) Chest Rainbow Dress,Training Suit,,4133134
Rift (Castle) Chest ManEater,Thief's Glove,,4133134
The Void Chest Pinwheel,Circlet,,4133134
The Void Chest Elixir,Dance,,4133134
The Void Chest Ragnarok,Golden Helm,MIB,4133134
Byblos New,Genji Gloves,,4133134
WingRaptor New,DiamndPlt,,4133134
Siren New,Tinkerbell,,4133134
Galura New,Angel Ring,,4133134
LiquiFlame New,Enhancer,,4133134
Sergeant & DeathClaw New,Ribbon,,4133134
AdamanTiMi New,Running Shoes,,4133134
Sol Cannon New,Ribbon,,4133134
ArchaeAvis New,Genji Gloves,,4133134
Puroboros New,Elf Cape,,4133134
Gilgamesh 1 New,DoomCut,,4133134
Gilgamesh 2 New,Holy Lance,,4133134
Tyrasaurus New,Flame Ring,,4133134
Guardians New,Aegis Shield,,4133134
Leviathan New,Tinkerbell,,4133134
GoGo New,Genji Shield,,4133134
Bahamut New,Rune Axe,,4133134
Crayclaw New,DblLance,,4133134
Wind Crystal Knight,Dbl Grip,,5831061
Wind Crystal BlueMage,OmegaMedl,,5831061
Wind Crystal BlackMage,Dragoon Lance,,5831061
Wind Crystal WhiteMage,Darkness Bow,,5831061
Wind Crystal Monk,Bolt Black Magic Progressive,,5831061
Wind Crystal Thief,Circlet,,5831061
Fire Crystal Mediator,Elven Bow,,5831061
Fire Crystal Geomancer,Magus,,5831061
Fire Crystal Ninja,Phoenix Down,,5831061
Black Choco Crystals Bard,Sleep->Bio->Flare Sword,,5831061
Black Choco Crystals Hunter,RedMage Job Crystal,,5831061
Earth Crystal Samurai,Mythril Spear,,5831061
Earth Crystal Dragoon,Mute->Size->Bersk,,5831061
Earth Crystal Chemist,Rune Chime,,5831061
Earth Crystal Dancer,Gaia Gear,,5831061
Leviathan Esper Levia,Brave Blade,,5831061
Titan Titan,MgcSword Ability Progressive,,5831061
Carbuncle Crbnkl,Dagger,,5831061
Syldra Syldra,FrogSong->TinySong->MoonFlut,,5831061
Odin Odin,Armor->Shell->Wall->Dispel,,5831061
Phoenix Phenix,Chemist Job Crystal,,5831061
Bahamut Bahmut,Dimen Ability Progressive,,5831061
Life (or Strength) Song from Crescent Town bard Vitality,Thunder Whip,,5831061
Temptation Song at Lix Charm,Dancing Dagger,,5831061
Love Song at Istory Love,Golden Armor,,5831061
Requiem Song at Kelb Requiem,Trident,,5831061
Speed Song at Surgate Speed,Epee Sword,,5831061
Magic Song at Ancient Library Magic,Spear,,5831061
Power Song from Crescent Town Power,Lamia's Harp,,5831061
Hero Song from Crescent Town Hero,GilToss,,5831061
"Fork Tower, two Magics Holy",Wind Spear,,5831061
"Fork Tower, two Magics Flare",Shiva->Ramuh->Ifrit->Bahmut,,5831061
Meteo Meteo,Whip,,5831061
"5 potions in Wind Shrine, bottom left guy Potion",FrogSong->TinySong->MoonFlut,,5831061
"8 potions, Pirate after Torna Canal Key acquired Potion",Equip Axes,,5831061
Chancellor at Tycoon Healing Staff,Genji Helm,,5831061
Magisa & Forza Mythril Helm,Equip Katana,,5831061
CornaJar at Kelb CornaJar,Tinkerbell,,5831061
Ribbon from girl in Rugor Ribbon,Silk robe,,5831061
Mirage Vest from Chocobo Tour/Mirage Village Mirage Vest,White Robe,,5831061
12 Kuzar Events Assassin,Silk robe,,5831061
12 Kuzar Events Apollo's Harp,Running Shoes,,5831061
12 Kuzar Events Excalibur,Mythril Knife,,5831061
12 Kuzar Events Flame Whip,Venom->Drain->Break,,5831061
12 Kuzar Events Earth Bell,Flash->Time Slip->DethClaw,,5831061
12 Kuzar Events Holy Lance,Regen->Float->Reset->Xzone,,5831061
12 Kuzar Events Masamune,Toad->Bio->Flare,,5831061
12 Kuzar Events Wizard Rod,Chicken Knife,,5831061
12 Kuzar Events Rune Axe,Water Scroll,,5831061
12 Kuzar Events Sage's Staff,Void->Demi->Qrter->Old,,5831061
12 Kuzar Events Sasuke,Mute->Psych->Holy Sword,,5831061
12 Kuzar Events Yoichi Bow,Magic->Love@Song,,5831061
Shiva Shiva,Bronze Shield,,5831061
Ifrit Ifrit,SwdSlap,,5831061
Water Crystal Samurai,Cursed Shield,,5831061
Water Crystal Berserker,Judgement Staff,,5831061
Water Crystal MysticKnight,Diamond Armlet,,5831061
Water Crystal TimeMage,Giyaman,,5831061
Water Crystal Summoner,Equip Whips,,5831061
Brave Blade Brave Blade,Crystal Armor,,5831061
Chicken Knife Chicken Knife,Chicken Knife,,5831061
Tycoon Castle Cabin Cabin,Remora->Shoat->Levia,,5831061
Walse Tower Chest GoGo,Counter,,5831061
Pyramid Top Pyramid Tablet,Magus,,5831061
Toad Event Toad,Gale Bow,,5831061
Aegis Shield Chest Aegis Shield,Armor->Shell->Wall->Dispel,,5831061
Lone Wolf Barrel Cabin,Earth Bell,,5831061
Lone Wolf Chest Thunder Whip,Earth Hammer,,5831061
Moat Item Epee,Ancient Sword,,5831061
Shop Backdoor Lamia Harp,Shiva->Ramuh->Ifrit->Bahmut,,5831061
Top of the Falls Magic Lamp,Blue,,5831061
Wind Shrine Chest Broadsword,Ogre Killer,,5831061
Beginner's House Chest Ether,2500 gil,,5831061
Beginner's House Chest 100,Guardian,,5831061
Beginner's House Chest Potion,Berserk,,5831061
Beginner's House Chest Phoenix Down,Equip Spears,,5831061
Beginner's House Chest Tent,Dimen Ability Progressive,,5831061
Beginner's House Chest Leather Shoes,Maiden's Kiss,MIB,5831061
Pirate's Cave Chest Leather Cap,Phoenix Down,,5831061
Pirate's Cave Chest Tent,Speed->Requiem Song,,5831061
Pirate's Cave Chest Ether,9500 gil,,5831061
Pirate's Cave Chest 300,Leather Shield,,5831061
Wind Shrine Chest Tent,Golden Shield,,5831061
Wind Shrine Chest Leather Cap,8000 gil,,5831061
Wind Shrine Chest Staff,Coral Ring,,5831061
Tule Barrel 150,Giant Drink,,5831061
Tule Box Leather Shoes,8000 gil,,5831061
Tule Barrel Potion,Cotton Robe,,5831061
Tule Box Tent,490 gil,,5831061
Tule Bush Phoenix Down,Wizard Rod,,5831061
Ship Graveyard Chest Flail,1000 gil,,5831061
Ship Graveyard Chest Phoenix Down,Ice Sword Magic Progressive,,5831061
Ship Graveyard Chest Tent,Dance,,5831061
Ship Graveyard Box 990,Preemptive,,5831061
Ship Graveyard Chest Potion,Condemn->Roulette->AquaRake,,5831061
Ship Graveyard Chest Antidote,Air Blade,,5831061
Carwen Barrel Antidote,Antidote,,5831061
Carwen Box Ice Rod,9000 gil,,5831061
Carwen Pot 1000,2-Handed,,5831061
North Mountain Chest Soft,ManEater,,5831061
North Mountain Chest Phoenix Down,Fire Sword Magic Progressive,,5831061
Walse Town Pot Glasses,Cure White Magic Progressive,,5831061
Tycoon Castle Pot Hi-Potion,1000 gil,,5831061
Tycoon Castle Pot Ether,8000 gil,,5831061
Tycoon Castle Barrel Elixir,GbnPnch->Emision->Missle->Blwfsh,,5831061
Tycoon Castle Barrel Phoenix Down,Dimen Ability Progressive,,5831061
Tycoon Castle Barrel Cabin,Red1->Red2->Red3->X-Magic,,5831061
Tycoon Castle Pot Elixir,Black Robe,,5831061
Tycoon Castle Pot Phoenix Down,Spear,,5831061
Tycoon Castle Pot Maiden's Kiss,Jump,,5831061
Tycoon Castle Chest Shuriken,490 gil,,5831061
Tycoon Castle Chest Giyaman,Giyaman,,5831061
Tycoon Castle Chest Katana,Mythril Helm,,5831061
Walse Castle Chest Elf Cape,2000 gil,,5831061
Walse Castle Pot 1000,Cursed Ring,,5831061
Walse Castle Pot Drag,Black Robe,,5831061
Walse Castle Box 490,Revivify,,5831061
Walse Castle Barrel Tent,Sleep->Psych->Doom,,5831061
Walse Castle Barrel Phoenix Down,Vampire->MindBlst->WhiteWind,,5831061
Walse Tower Chest Silk robe,Gale Bow,,5831061
Walse Tower Chest Maiden's Kiss,Flame Scroll,,5831061
Walse Tower Chest Silver Armlet,Chocob->Titan->Golem->Odin,,5831061
Walse Tower Chest Ether,Apollo's Harp,,5831061
Tycoon Meteor Chest Phoenix Down,Aero Blue Magic Progressive,,5831061
Karnak Castle Chest Gungnir,Mythril Sword,MIB,5831061
Karnak Castle Chest Thunder Scroll,Cotton Robe,MIB,5831061
Karnak Castle Chest 2000,Strength,,5831061
Karnak Castle Chest Elixir,Mythril Knife,MIB,5831061
Karnak Castle Chest Ribbon,Phoenix Down,MIB,5831061
Karnak Castle Chest Shuriken,Coral Ring,,5831061
Karnak Castle Chest Elf Cape,CopperPlt,MIB,5831061
Karnak Castle Chest Guardian,Crystal Helm,MIB,5831061
Karnak Town Barrel Fire Rod,TimeMage Job Crystal,,5831061
Steamship Chest Cabin,Darkness Bow,,5831061
Steamship Chest Phoenix Down,Bronze Helm,,5831061
Steamship Chest Elixir,10000 gil,,5831061
Steamship Chest GrnBeret,Dragoon Job Crystal,,5831061
Steamship Chest Thief's Glove,18000 gil,,5831061
Ancient Library Chest Ether,100 gil,,5831061
Ancient Library Chest Phoenix Down,2500 gil,,5831061
Ancient Library Chest Stealth Suit,25000 gil,,5831061
Jacole Cave Chest Shuriken,1000 gil,,5831061
Jacole Cave Chest Tent,12000 gil,,5831061
Ruined City Chest Shuriken,10000 gil,,5831061
Ruined City Chest Size,Charm->Hero@Song,,5831061
Flying Lonka Ruins Chest Golden Armor,DragonFang,,5831061
Flying Lonka Ruins Chest Elixir,Hide,,5831061
Flying Lonka Ruins Chest Phoenix Down,20000 gil,,5831061
Flying Lonka Ruins Chest Golden Shield,Lumina Robe,,5831061
Steamship Chest Mythril Glove,Ice Black Magic Progressive,,5831061
Steamship Chest Full Moon,Venom Axe,,5831061
Flying Lonka Ruins Chest Hi-Potion,Evade,,5831061
Flying Lonka Ruins Chest 5000,GuardOff->Hammer->MghtyGrd,,5831061
Flying Lonka Ruins Chest Shuriken,Revive,,5831061
Flying Lonka Ruins Chest Ancient Sword,Equip Armors,,5831061
Flying Lonka Ruins Chest Full Moon,4400 gil,,5831061
Flying Lonka Ruins Chest Power Wrist,DarkSuit,,5831061
Flying Lonka Ruins Chest Ether,Haste->Exit->Hast2->Quick,,5831061
Flying Lonka Ruins Chest Cabin,Shiva->Ramuh->Ifrit->Bahmut,,5831061
Exdeath's Castle Chest Ether,Coronet,,5831061
Exdeath's Castle Chest Diamond Shield,Life->Life2,,5831061
Exdeath's Castle Chest Ice Shield,Summoner Job Crystal,,5831061
Exdeath's Castle Chest Elixir,12000 gil,,5831061
Exdeath's Castle Chest Gale Bow,Summon Ability Progressive,,5831061
Exdeath's Castle Chest IceBrand,Toad->Bio->Flare,,5831061
Exdeath's Castle Chest Kotetsu,100 gil,,5831061
Exdeath's Castle Chest 9900,Armor->Shell->Wall->Dispel,,5831061
Exdeath's Castle Chest 8000,Black Ability Progressive,,5831061
Exdeath's Castle Chest DblLance,Coronet,,5831061
Exdeath's Castle Chest Partisan,Black Ability Progressive,,5831061
Exdeath's Castle Chest Pinwheel,Mythril Sword,,5831061
Moogle Cave Chest 4400,15000 gil,,5831061
Moogle Cave Chest Phoenix Down,Mythril Knife,,5831061
Moogle Village Chest Cabin,Thunder Whip,,5831061
Moogle Village Chest Dancing Dagger,Revivify,,5831061
Moogle Village Chest 1,Equip Rods,,5831061
Moogle Village Chest 10000,L4Qrter->L3Flare->L2Old->L5Doom,,5831061
