check,value
Flying Lonka Ruins Chest Hi-Potion,3.0
Flying Lonka Ruins Chest Power Wrist,3.0
Flying Lonka Ruins Chest Shuriken,1.0
Fork Tower L. Chest Ether,2.0
Fork Tower L. Chest Wonder Wand,2.0
Fork Tower R. Chest Defender Sword,2.0
Fork Tower R. Chest Hi-Potion,2.0
"Fork Tower, two Magics Flare",2.3333333333333335
"Fork Tower, two Magics Holy",2.5
Galura New,4.0
Gilgamesh 1 New,4.0
Gilgamesh 2 New,4.0
Gilgamesh 3 & Enkidou New,4.0
GoGo New,4.0
Great Trench Chest DragonFang,3.0
Great Trench Chest Ether,3.0
Great Trench Chest Flame Ring,3.0
Great Trench Chest Kaiser Knuckles,2.6666666666666665
Great Trench Chest Phoenix Down,4.0
Guardians New,4.0
Hero Song from Crescent Town Hero,2.75
Hiryuu Valley Chest 5000,2.0
Hiryuu Valley Chest 7000,2.5
Hiryuu Valley Chest Air Blade,3.0
Hiryuu Valley Chest Cabin,2.3333333333333335
Hiryuu Valley Chest Phoenix Down,3.0
HiryuuPlant New,4.0
Ifrit Ifrit,2.0
Ifrit New,4.0
Istory Falls Chest 12000,4.0
Istory Falls Chest Aegis Shield,4.0
Istory Falls Chest Artemis Bow,2.0
Istory Falls Chest Enhancer,1.0
Istory Falls Chest Ether,2.0
Istory Falls Chest Giant Drink,1.6666666666666667
Istory Falls Chest Giant's Axe,2.0
Istory Falls Chest Guard Ring,3.0
Istory Falls Chest Phoenix Down,2.5
Istory Falls Chest RuneEdge,3.0
Istory Falls Chest TurtleShell,3.0
Istory Falls Chest Wall Ring,3.0
Jacole Cave Chest Tent,2.0
Karnak Castle Chest 2000,2.0
Karnak Castle Chest Elf Cape,2.0
Karnak Castle Chest Elixir,2.0
Karnak Castle Chest Guardian,3.0
Karnak Castle Chest Gungnir,3.0
Karnak Castle Chest Ribbon,2.6666666666666665
Karnak Castle Chest Shuriken,3.3333333333333335
Karnak Castle Chest Thunder Scroll,2.3333333333333335
Karnak Town Barrel Fire Rod,2.0
Leviathan Esper Levia,2.6666666666666665
Leviathan New,4.0
Life (or Strength) Song from Crescent Town bard Vitality,3.3333333333333335
LiquiFlame New,4.0
Lone Wolf Barrel Cabin,2.5
Lone Wolf Chest Thunder Whip,3.0
Love Song at Istory Love,2.6666666666666665
Magic Song at Ancient Library Magic,2.3333333333333335
Magisa & Forza Mythril Helm,2.5
Merugene New,4.0
Meteo Meteo,2.5
Minotauros New,4.0
Mirage Vest from Chocobo Tour/Mirage Village Mirage Vest,2.0
Moat Item Epee,2.0
Moogle Cave Chest 4400,1.0
Moogle Cave Chest Phoenix Down,2.0
Moogle Village Chest 1,2.5
Moogle Village Chest 10000,1.5
Moogle Village Chest Cabin,1.6666666666666667
Moogle Village Chest Dancing Dagger,1.0
Moogle Village Chest Elf Cape,2.5
Moogle Village Chest Ether,2.0
Moogle Village Chest Phoenix Down,2.0
Mua Forest Chest 2500,2.5
Mua Forest Chest 4900,2.0
Mua Forest Chest 9500,2.5
Mua Forest Chest Cabin,1.0
Mua Forest Chest Elixir,2.5
Mua Forest Chest Ether,1.6666666666666667
Mua Forest Chest Flametongue,1.0
Mua Forest Chest Giant Drink,1.6666666666666667
Mua Forest Chest Morning Star,1.5
Mua Forest Chest Phoenix Down,3.5
Mua Forest Chest Soot,1.5
Mua Town Barrel Guardian,3.0
North Mountain Chest Soft,3.0
Odin New,4.0
Odin Odin,2.0
Omniscient New,4.0
Phoenix Phenix,1.0
Phoenix Tower Pot 10000,1.3333333333333333
Phoenix Tower Pot 15000,1.6666666666666667
Phoenix Tower Pot 20000,2.3333333333333335
Phoenix Tower Pot 25000,2.5
Phoenix Tower Pot 5000,2.0
Phoenix Tower Pot Avis Killer,1.0
Phoenix Tower Pot Phoenix Down,1.6666666666666667
Pirate's Cave Chest 300,1.0
Pirate's Cave Chest Ether,1.0
Pirate's Cave Chest Leather Cap,1.5
Pirate's Cave Chest Tent,1.0
Power Song from Crescent Town Power,2.5
Puroboros New,4.0
Pyramid Chest 10000,3.0
Pyramid Chest 12000,3.0
Pyramid Chest 8000,2.5
Pyramid Chest 9000,2.6666666666666665
Pyramid Chest Black Robe,3.3333333333333335
Pyramid Chest Cabin,2.3333333333333335
Pyramid Chest Crystal Armor,2.0
Pyramid Chest Cursed Ring,2.5
Pyramid Chest DarkMatter,4.0
Pyramid Chest DarkSuit,2.3333333333333335
Pyramid Chest Earth Hammer,3.3333333333333335
Pyramid Chest Elixir,1.0
Pyramid Chest Flame Shield,2.3333333333333335
Pyramid Chest Gold Hairpin,3.3333333333333335
Pyramid Chest Guard Ring,3.0
Pyramid Chest Ice Shield,1.6666666666666667
Pyramid Chest Ribbon,1.3333333333333333
Pyramid Chest Thornlet,1.6666666666666667
Pyramid Chest White Robe,3.0
Pyramid Top Pyramid Tablet,2.0
Requiem Song at Kelb Requiem,2.0
Ribbon from girl in Rugor Ribbon,2.3333333333333335
Rift (Castle) Chest ManEater,2.0
Rift (Castle) Chest Rainbow Dress,2.6666666666666665
Rift (Castle) Chest Red Shoes,3.0
Rift (Castle) Chest Running Shoes,3.0
Rift (Castle) Chest Thor Hammer,2.5
Rift (Cave) Chest Angel Ring,3.0
Rift (Cave) Chest Coral Ring,3.0
Rift (Forest) Chest DragonFang,2.0
Rift (Forest) Chest Enhancer,2.0
Rift (Forest) Chest Ribbon,3.5
Rift (Ruins) Chest Cabin,1.5
Rift (Ruins) Chest DarkMatter,1.0
Rift (Ruins) Chest Drain Sword,3.0
Rift (Ruins) Chest Elixir,2.0
Rift (Ruins) Chest Ether,4.0
Ruined City Chest Shuriken,2.0
Sandworm New,4.0
Sergeant & DeathClaw New,4.0
Ship Graveyard Box 990,1.5
Ship Graveyard Chest Antidote,3.0
Ship Graveyard Chest Flail,3.0
Ship Graveyard Chest Phoenix Down,2.0
Ship Graveyard Chest Potion,2.5
Ship Graveyard Chest Tent,2.5
Shiva New,4.0
Shiva Shiva,1.0
Shop Backdoor Lamia Harp,2.5
Siren New,4.0
Sol Cannon New,4.0
Solitary Island Chest 12000,2.5
Solitary Island Chest 9000,2.5
Solitary Island Chest BeastKiller,2.6666666666666665
Solitary Island Chest Circlet,3.0
Solitary Island Chest Crystal Helm,2.3333333333333335
Solitary Island Chest DarkMatter,2.0
Solitary Island Chest DragonFang,3.0
Solitary Island Chest Elixir,1.0
Solitary Island Chest Ether,3.3333333333333335
Solitary Island Chest Guard Ring,3.0
Solitary Island Chest Hi-Potion,1.5
Solitary Island Chest Protect Drink,3.0
Solitary Island Chest RisingSun,2.3333333333333335
Speed Song at Surgate Speed,3.5
Steamship Chest Cabin,2.0
Steamship Chest Elixir,3.0
Steamship Chest Full Moon,2.5
Steamship Chest Mythril Glove,2.0
Steamship Chest Phoenix Down,1.0
Steamship Chest Thief's Glove,2.5
Syldra Syldra,1.5
Temptation Song at Lix Charm,2.0
The Void Chest Elixir,2.0
The Void Chest Pinwheel,3.0
The Void Chest Ragnarok,2.6666666666666665
Titan Titan,2.0
Toad Event Toad,2.5
Top of the Falls Magic Lamp,1.6666666666666667
"Triton, Neregeid & Phobos New",4.0
Tule Barrel 150,2.5
Tule Barrel Potion,2.0
Tule Box Leather Shoes,1.0
Tule Bush Phoenix Down,2.5
Tycoon Castle Barrel Cabin,1.0
Tycoon Castle Barrel Elixir,2.5
Tycoon Castle Barrel Phoenix Down,3.0
Tycoon Castle Chest Giyaman,0.5
Tycoon Castle Chest Katana,2.0
Tycoon Castle Chest Shuriken,3.0
Tycoon Castle Pot Elixir,2.5
Tycoon Castle Pot Ether,1.0
Tycoon Castle Pot Hi-Potion,1.0
Tycoon Castle Pot Maiden's Kiss,1.6666666666666667
Tycoon Castle Pot Phoenix Down,2.6666666666666665
Tycoon Meteor Chest Phoenix Down,2.0
Tyrasaurus New,4.0
Walse Castle Barrel Phoenix Down,3.0
Walse Castle Barrel Tent,4.0
Walse Castle Box 490,2.0
Walse Castle Pot 1000,3.0
Walse Castle Pot Drag,2.5
Walse Tower Chest Ether,2.0
Walse Tower Chest GoGo,2.0
Walse Tower Chest Maiden's Kiss,2.0
Walse Tower Chest Silk robe,2.5
Walse Tower Chest Silver Armlet,2.0
Water Crystal Berserker,4.0
Water Crystal MysticKnight,3.0
Water Crystal Samurai,1.6666666666666667
Water Crystal Summoner,2.0
Water Crystal TimeMage,2.3333333333333335
Wind Crystal BlackMage,3.6666666666666665
Wind Crystal BlueMage,1.0
Wind Crystal Knight,2.0
Wind Crystal Monk,2.0
Wind Crystal Thief,2.5
Wind Crystal WhiteMage,2.5
Wind Shrine Chest Broadsword,3.0
Wind Shrine Chest Staff,3.5
Wind Shrine Chest Tent,2.5
WingRaptor New,4.0
