index,address,shop_type,id,content_name,price,
197,D12B88,03,C4,Flame Shield,0404,
198,D12B8A,03,C5,CornaJar,0401,
199,D12B8C,03,C6,Genji Shield,0314,
200,D12B8E,03,C7,Genji Helm,0319,
201,D12B90,03,C8,Genji Armor,031e,
202,D12B92,03,C9,Genji Gloves,030f,
203,D12B94,03,CA,Wall Ring,0402,
204,D12B96,03,CB,Coronet,034b,
205,D12B98,03,CC,Thornlet,0002,
206,D12B9A,03,CD,Ice Shield,0404,
207,D12B9C,03,CE,Cursed Shield,0002,
208,D12B9E,03,CF,Rainbow Dress,023a,
209,D12BA0,03,D0,Red Shoes,0262,
210,D12BA2,03,D1,<dummy>,010a,
211,D12BA4,03,D2,<dummy>,010a,
212,D12BA6,03,D3,<dummy>,010a,
213,D12BA8,03,D4,<dummy>,010a,
214,D12BAA,03,D5,<dummy>,010a,
215,D12BAC,03,D6,<dummy>,010a,
216,D12BAE,03,D7,<dummy>,010a,
217,D12BB0,03,D8,<dummy>,010a,
218,D12BB2,03,D9,<dummy>,010a,
219,D12BB4,03,DA,<dummy>,010a,
220,D12BB6,03,DB,<dummy>,010a,
221,D12BB8,03,DC,<dummy>,010a,
222,D12BBA,03,DD,<dummy>,010a,
223,D12BBC,03,DE,<dummy>,010a,
224,D12BBE,03,DF,<dummy>,010a,
225,D12BC0,03,E0,Potion,0104,
226,D12BC2,03,E1,HiPotion,0124,
227,D12BC4,03,E2,Ether,020f,
228,D12BC6,03,E3,Elixir,4405,
229,D12BC8,03,E4,Phoenix Down,0301,
230,D12BCA,03,E5,Maiden's Kiss,0106,
231,D12BCC,03,E6,Revivify,010f,
232,D12BCE,03,E7,TurtleShell,010f,
233,D12BD0,03,E8,Antidote,0103,
234,D12BD2,03,E9,Eyedrop,0102,
235,D12BD4,03,EA,DragonFang,0305,
236,D12BD6,03,EB,DarkMatter,4501,
237,D12BD8,03,EC,Soft,010f,
238,D12BDA,03,ED,LuckMallet,0105,
239,D12BDC,03,EE,<dummy>,0100,
240,D12BDE,03,EF,Magic Lamp,0401,
241,D12BE0,03,F0,Tent,0119,
242,D12BE2,03,F1,Cabin,013c,
243,D12BE4,03,F2,Giant Drink,010b,
244,D12BE6,03,F3,Power Drink,010b,
245,D12BE8,03,F4,Speed Drink,010b,
246,D12BEA,03,F5,Protect Drink,010b,
247,D12BEC,03,F6,Hero Drink,010b,
248,D12BEE,03,F7,DrgnCrest,8002,
249,D12BF0,03,F8,OmegaMedl,8002,
250,D12BF2,03,F9,Ramuh,8305,
251,D12BF4,03,FA,Shoat,8305,
252,D12BF6,03,FB,Golem,8305,
253,D12BF8,03,FC,Flame Scroll,0202,
254,D12BFA,03,FD,Water Scroll,0202,
255,D12BFC,03,FE,Thunder Scroll,0202,
256,D12BFE,03,FF,<dummy>,8100,
257,F80000,00,00,Fire,0100,
258,F80002,00,01,Ice,0100,
259,F80004,00,02,Bolt,0100,
260,F80006,00,03,Venom,0100,
261,F80008,00,04,Mute,0100,
262,F8000A,00,05,Sleep,0100,
263,F8000C,00,06,Fire2,0100,
264,F8000E,00,07,Ice2,0100,
265,F80010,00,08,Bolt2,0100,
266,F80012,00,09,Drain,0100,
267,F80014,00,0A,Break,0100,
268,F80016,00,0B,Bio,0100,
269,F80018,00,0C,Fire3,0100,
270,F8001A,00,0D,Ice3,0100,
271,F8001C,00,0E,Bolt3,0100,
272,F8001E,00,0F,Holy,0100,
273,F80020,00,10,Flare,0100,
274,F80022,00,11,Psych,0100,
275,F80024,00,12,Cure,0112,
276,F80026,00,13,Scan,0108,
277,F80028,00,14,Antdt,0109,
278,F8002A,00,15,Mute,011c,
279,F8002C,00,16,Armor,011c,
280,F8002E,00,17,Size,011e,
281,F80030,00,18,Cure2,013e,
282,F80032,00,19,Life,0146,
283,F80034,00,1A,Charm,0141,
284,F80036,00,1B,Image,021e,
285,F80038,00,1C,Shell,021e,
286,F8003A,00,1D,Heal,021e,
287,F8003C,00,1E,Cure3,023c,
288,F8003E,00,1F,Wall,023c,
289,F80040,00,20,Bersk,023c,
290,F80042,00,21,Life2,0264,
291,F80044,00,22,Holy,0264,
292,F80046,00,23,Dispel,0264,
293,F80048,00,24,Fire,010f,
294,F8004A,00,25,Ice,010f,
295,F8004C,00,26,Bolt,010f,
296,F8004E,00,27,Venom,011d,
297,F80050,00,28,Sleep,011e,
298,F80052,00,29,Toad,011e,
299,F80054,00,2A,Fire2,013c,
300,F80056,00,2B,Ice2,013c,
301,F80058,00,2C,Bolt2,013c,
302,F8005A,00,2D,Drain,021e,
303,F8005C,00,2E,Break,021e,
304,F8005E,00,2F,Bio,021e,
305,F80060,00,30,Fire3,023c,
306,F80062,00,31,Ice3,023c,
307,F80064,00,32,Bolt3,023c,
308,F80066,00,33,Flare,0264,
309,F80068,00,34,Doom,0264,
310,F8006A,00,35,Psych,0264,
311,F8006C,00,36,Drag,0103,
312,F8006E,00,37,Slow,0108,
313,F80070,00,38,Regen,010a,
314,F80072,00,39,Void,0120,
315,F80074,00,3A,Haste,0120,
316,F80076,00,3B,Float,011e,
317,F80078,00,3C,Demi,013e,
318,F8007A,00,3D,Stop,013a,
319,F8007C,00,3E,Exit,013c,
320,F8007E,00,3F,Comet,021e,
321,F80080,00,40,Slow2,021e,
322,F80082,00,41,Reset,021e,
323,F80084,00,42,Qrter,023c,
324,F80086,00,43,Hast2,023c,
325,F80088,00,44,Old,023c,
326,F8008A,00,45,Meteo,0264,
327,F8008C,00,46,Quick,0264,
328,F8008E,00,47,Xzone,0264,
329,F80090,00,48,Chocob,011e,
330,F80092,00,49,Sylph,0123,
331,F80094,00,4A,Remora,0119,
332,F80096,00,4B,Shiva,0100,
333,F80098,00,4C,Ramuh,020a,
334,F8009A,00,4D,Ifrit,020a,
335,F8009C,00,4E,Titan,020a,
336,F8009E,00,4F,Golem,020a,
337,F800A0,00,50,Shoat,020a,
338,F800A2,00,51,Crbnkl,020a,
339,F800A4,00,52,Syldra,020a,
340,F800A6,00,53,Odin,020a,
341,F800A8,00,54,Phenix,020a,
342,F800AA,00,55,Levia,020a,
343,F800AC,00,56,Bahmut,020a,
344,F800AE,00,57,Power,020a,
345,F800B0,00,58,Speed,020a,
346,F800B2,00,59,Vitality,020a,
347,F800B4,00,5A,Magic,020a,
348,F800B6,00,5B,Hero,020a,
349,F800B8,00,5C,Requiem,020a,
350,F800BA,00,5D,Love,020a,
351,F800BC,00,5E,Charm,020a,
352,F800BE,00,5F,<not used>,0000,
353,F800C0,00,60,<not used>,0000,
354,F800C2,00,61,<not used>,0000,
355,F800C4,00,62,<not used>,0000,
356,F800C6,00,63,<not used>,0000,
357,F800C8,00,64,<not used>,0000,
358,F800CA,00,65,<not used>,0000,
359,F800CC,00,66,<not used>,0000,
360,F800CE,00,67,<not used>,0000,
361,F800D0,00,68,<not used>,0000,
362,F800D2,00,69,<not used>,0000,
363,F800D4,00,6A,<not used>,0000,
364,F800D6,00,6B,<not used>,0000,
365,F800D8,00,6C,<not used>,0000,
366,F800DA,00,6D,<not used>,0000,
367,F800DC,00,6E,<not used>,0000,
368,F800DE,00,6F,<not used>,0000,
369,F800E0,00,70,<not used>,0000,
370,F800E2,00,71,<not used>,0000,
371,F800E4,00,72,<not used>,0000,
372,F800E6,00,73,<not used>,0000,
373,F800E8,00,74,<not used>,0000,
374,F800EA,00,75,<not used>,0000,
375,F800EC,00,76,<not used>,0000,
376,F800EE,00,77,<not used>,0000,
377,F800F0,00,78,<not used>,0000,
378,F800F2,00,79,<not used>,0000,
379,F800F4,00,7A,<not used>,0000,
380,F800F6,00,7B,<not used>,0000,
381,F800F8,00,7C,<not used>,0000,
382,F800FA,00,7D,<not used>,0000,
383,F800FC,00,7E,<not used>,0000,
384,F800FE,00,7F,<not used>,0000,
385,F80100,00,80,<not used>,0000,
386,F80102,00,81,<not used>,0000,
387,F80104,00,82,Condemn,020a,
388,F80106,00,83,Roulette,020a,
389,F80108,00,84,AquaRake,020a,
390,F8010A,00,85,L5 Doom,020a,
391,F8010C,00,86,L4 Qrter,020a,
392,F8010E,00,87,L2 Old,020a,
393,F80110,00,88,L3 Flare,020a,
394,F80112,00,89,FrogSong,020a,
395,F80114,00,8A,TinySong,020a,
396,F80116,00,8B,Flash,020a,
397,F80118,00,8C,Time Slip,020a,
398,F8011A,00,8D,MoonFlut,020a,
399,F8011C,00,8E,DethClaw,020a,
400,F8011E,00,8F,Aero,020a,
401,F80120,00,90,Aero 2,020a,
402,F80122,00,91,Aero 3,020a,
403,F80124,00,92,Emission,020a,
404,F80126,00,93,GblinPnch,020a,
405,F80128,00,94,DrkShock,020a,
406,F8012A,00,95,GuardOff,020a,
407,F8012C,00,96,Fusion,020a,
408,F8012E,00,97,MindBlst,020a,
409,F80130,00,98,Vampire,020a,
410,F80132,00,99,Hammer,020a,
411,F80134,00,9A,MgthyGrd,020a,
412,F80136,00,9B,Exploder,020a,
413,F80138,00,9C,????,020a,
414,F8013A,00,9D,Blowfish,020a,
415,F8013C,00,9E,WhiteWind,020a,
416,F8013E,00,9F,Missile,020a,
417,F80140,00,A0,<not used>,0000,
418,F80142,00,A1,<not used>,0000,
419,F80144,00,A2,<not used>,0000,
420,F80146,00,A3,<not used>,0000,
421,F80148,00,A4,<not used>,0000,
422,F8014A,00,A5,<not used>,0000,
423,F8014C,00,A6,<not used>,0000,
424,F8014E,00,A7,<not used>,0000,
425,F80150,00,A8,<not used>,0000,
426,F80152,00,A9,<not used>,0000,
427,F80154,00,AA,<not used>,0000,
428,F80156,00,AB,<not used>,0000,
429,F80158,00,AC,<not used>,0000,
430,F8015A,00,AD,<not used>,0000,
431,F8015C,00,AE,<not used>,0000,
432,F8015E,00,AF,<not used>,0000,
433,F80160,00,B0,<not used>,0000,
434,F80162,00,B1,<not used>,0000,
435,F80164,00,B2,<not used>,0000,
436,F80166,00,B3,<not used>,0000,
437,F80168,00,B4,<not used>,0000,
438,F8016A,00,B5,<not used>,0000,
439,F8016C,00,B6,<not used>,0000,
440,F8016E,00,B7,<not used>,0000,
441,F80170,00,B8,<not used>,0000,
442,F80172,00,B9,<not used>,0000,
443,F80174,00,BA,<not used>,0000,
444,F80176,00,BB,<not used>,0000,
445,F80178,00,BC,<not used>,0000,
446,F8017A,00,BD,<not used>,0000,
447,F8017C,00,BE,<not used>,0000,
448,F8017E,00,BF,<not used>,0000,
449,F80180,00,C0,<not used>,0000,
450,F80182,00,C1,<not used>,0000,
451,F80184,00,C2,<not used>,0000,
452,F80186,00,C3,<not used>,0000,
453,F80188,00,C4,<not used>,0000,
454,F8018A,00,C5,<not used>,0000,
455,F8018C,00,C6,<not used>,0000,
456,F8018E,00,C7,<not used>,0000,
457,F80190,00,C8,<not used>,0000,
458,F80192,00,C9,<not used>,0000,
459,F80194,00,CA,<not used>,0000,
460,F80196,00,CB,<not used>,0000,
461,F80198,00,CC,<not used>,0000,
462,F8019A,00,CD,<not used>,0000,
463,F8019C,00,CE,<not used>,0000,
464,F8019E,00,CF,<not used>,0000,
465,F801A0,00,D0,<not used>,0000,
466,F801A2,00,D1,<not used>,0000,
467,F801A4,00,D2,<not used>,0000,
468,F801A6,00,D3,<not used>,0000,
469,F801A8,00,D4,<not used>,0000,
470,F801AA,00,D5,<not used>,0000,
471,F801AC,00,D6,<not used>,0000,
472,F801AE,00,D7,<not used>,0000,
473,F801B0,00,D8,<not used>,0000,
474,F801B2,00,D9,<not used>,0000,
475,F801B4,00,DA,<not used>,0000,
476,F801B6,00,DB,<not used>,0000,
477,F801B8,00,DC,<not used>,0000,
478,F801BA,00,DD,<not used>,0000,
479,F801BC,00,DE,<not used>,0000,
480,F801BE,00,DF,<not used>,0000,
481,F801C0,00,E0,<not used>,0000,
482,F801C2,00,E1,<not used>,0000,
483,F801C4,00,E2,<not used>,0000,
484,F801C6,00,E3,<not used>,0000,
485,F801C8,00,E4,<not used>,0000,
486,F801CA,00,E5,<not used>,0000,
487,F801CC,00,E6,<not used>,0000,
488,F801CE,00,E7,<not used>,0000,
489,F801D0,00,E8,<not used>,0000,
490,F801D2,00,E9,<not used>,0000,
491,F801D4,00,EA,<not used>,0000,
492,F801D6,00,EB,<not used>,0000,
493,F801D8,00,EC,<not used>,0000,
494,F801DA,00,ED,<not used>,0000,
495,F801DC,00,EE,<not used>,0000,
496,F801DE,00,EF,<not used>,0000,
497,F801E0,00,F0,<not used>,0000,
498,F801E2,00,F1,<not used>,0000,
499,F801E4,00,F2,<not used>,0000,
500,F801E6,00,F3,<not used>,0000,
501,F801E8,00,F4,<not used>,0000,
502,F801EA,00,F5,<not used>,0000,
503,F801EC,00,F6,<not used>,0000,
504,F801EE,00,F7,<not used>,0000,
505,F801F0,00,F8,<not used>,0000,
506,F801F2,00,F9,<not used>,0000,
507,F801F4,00,FA,<not used>,0000,
508,F801F6,00,FB,<not used>,0000,
509,F801F8,00,FC,<not used>,0000,
510,F801FA,00,FD,<not used>,0000,
511,F801FC,00,FE,<not used>,0000,
512,F801FE,00,FF,<not used>,0000,
513,F80200,07,00,Other  ,020a,
514,F80202,07,01,Item   ,020a,
515,F80204,07,02,Row    ,020a,
516,F80206,07,03,Def.   ,020a,
517,F80208,07,04,Fight  ,020a,
518,F8020A,07,05,Guard  ,020a,
519,F8020C,07,06,Kick   ,020a,
520,F8020E,07,07,BuildUp,020a,
521,F80210,07,08,Mantra ,020a,
522,F80212,07,09,Escape ,020a,
523,F80214,07,0A,Steal  ,020a,
524,F80216,07,0B,Capture,020a,
525,F80218,07,0C,Jump   ,020a,
526,F8021A,07,0D,DrgnSwd,020a,
527,F8021C,07,0E,Smoke  ,020a,
528,F8021E,07,0F,Image  ,020a,
529,F80220,07,10,Throw  ,020a,
530,F80222,07,11,SwdSlap,020a,
531,F80224,07,12,GilToss,020a,
532,F80226,07,13,Slash  ,020a,
533,F80228,07,14,Animals,020a,
534,F8022A,07,15,Aim    ,020a,
535,F8022C,07,16,X-Fight,020a,
536,F8022E,07,17,Conjure,020a,
537,F80230,07,18,Observe,020a,
538,F80232,07,19,Analyze,020a,
539,F80234,07,1A,Tame   ,020a,
540,F80236,07,1B,Control,020a,
541,F80238,07,1C,Catch  ,020a,
542,F8023A,07,1D,Release,020a,
543,F8023C,07,1E,Combine,020a,
544,F8023E,07,1F,Drink  ,020a,
545,F80240,07,20,Pray   ,020a,
546,F80242,07,21,Revive ,020a,
547,F80244,07,22,Terrain,020a,
548,F80246,07,23,Dummy01,020a,
549,F80248,07,24,Hide   ,020a,
550,F8024A,07,25,Show   ,020a,
551,F8024C,07,26,Dummy02,020a,
552,F8024E,07,27,Sing   ,020a,
553,F80250,07,28,Flirt  ,020a,
554,F80252,07,29,Dance  ,020a,
555,F80254,07,2A,Mimic  ,020a,
556,F80256,07,2B,<not used>,020a,
557,F80258,07,2C,<not used>,020a,
558,F8025A,07,2D,<not used>,020a,
559,F8025C,07,2E,<not used>,020a,
560,F8025E,07,2F,<not used>,020a,
561,F80260,07,30,MgcSwrd1,020a,
562,F80262,07,31,MgcSwrd2,020a,
563,F80264,07,32,MgcSwrd3,020a,
564,F80266,07,33,MgcSwrd4,020a,
565,F80268,07,34,MgcSwrd5,020a,
566,F8026A,07,35,MgcSwrd6,020a,
567,F8026C,07,36,<not used>,020a,
568,F8026E,07,37,<not used>,020a,
569,F80270,07,38,White 1,020a,
570,F80272,07,39,White 2,020a,
571,F80274,07,3A,White 3,020a,
572,F80276,07,3B,White 4,020a,
573,F80278,07,3C,White 5,020a,
574,F8027A,07,3D,White 6,020a,
575,F8027C,07,3E,<not used>,020a,
576,F8027E,07,3F,<not used>,020a,
577,F80280,07,40,Black 1,020a,
578,F80282,07,41,Black 2,020a,
579,F80284,07,42,Black 3,020a,
580,F80286,07,43,Black 4,020a,
581,F80288,07,44,Black 5,020a,
582,F8028A,07,45,Black 6,020a,
583,F8028C,07,46,<not used>,020a,
584,F8028E,07,47,<not used>,020a,
585,F80290,07,48,Dimen 1,020a,
586,F80292,07,49,Dimen 2,020a,
587,F80294,07,4A,Dimen 3,020a,
588,F80296,07,4B,Dimen 4,020a,
589,F80298,07,4C,Dimen 5,020a,
590,F8029A,07,4D,Dimen 6,020a,
591,F8029C,07,4E,<not used>,020a,
592,F8029E,07,4F,<not used>,020a,
593,F802A0,07,50,Summon 1,020a,
594,F802A2,07,51,Summon 2,020a,
595,F802A4,07,52,Summon 3,020a,
596,F802A6,07,53,Summon 4,020a,
597,F802A8,07,54,Summon 5,020a,
598,F802AA,07,55,<not used>,020a,
599,F802AC,07,56,<not used>,020a,
600,F802AE,07,57,<not used>,020a,
601,F802B0,07,58,Red 1,020a,
602,F802B2,07,59,Red 2,020a,
603,F802B4,07,5A,Red 3,020a,
604,F802B6,07,5B,<not used>,020a,
605,F802B8,07,5C,<not used>,020a,
606,F802BA,07,5D,<not used>,020a,
607,F802BC,07,5E,<not used>,020a,
608,F802BE,07,5F,<not used>,020a,
609,F802C0,07,60,X-Magic,020a,
610,F802C2,07,61,Blue ,020a,
611,F802C4,07,62,<not used>,020a,
612,F802C6,07,63,<not used>,020a,
613,F802C8,07,64,<not used>,020a,
614,F802CA,07,65,<not used>,020a,
615,F802CC,07,66,<not used>,020a,
616,F802CE,07,67,<not used>,020a,
617,F802D0,07,68,Equip <Shld> ,020a,
618,F802D2,07,69,Equip <Armr> ,020a,
619,F802D4,07,6A,Equip <Ribn> ,020a,
620,F802D6,07,6B,Equip <Swrd> ,020a,
621,F802D8,07,6C,Equip <Sper> ,020a,
622,F802DA,07,6D,Equip <Katn> ,020a,
623,F802DC,07,6E,Equip <Axe><Hamr>,020a,
624,F802DE,07,6F,Equip <Bow> ,020a,
625,F802E0,07,70,Equip <Whip> ,020a,
626,F802E2,07,71,Equip <Harp> ,020a,
627,F802E4,07,72,Agility ,020a,
628,F802E6,07,73,HP +10% ,020a,
629,F802E8,07,74,HP +20% ,020a,
630,F802EA,07,75,HP +30% ,020a,
631,F802EC,07,76,MP +10% ,020a,
632,F802EE,07,77,MP +30% ,020a,
633,F802F0,07,78,Brawl   ,020a,
634,F802F2,07,79,Dbl Grip,020a,
635,F802F4,07,7A,2-Handed,020a,
636,F802F6,07,7B,Medicine,020a,
637,F802F8,07,7C,Cover   ,020a,
638,F802FA,07,7D,Counter ,020a,
639,F802FC,07,7E,Evade   ,020a,
640,F802FE,07,7F,Learning,020a,
641,F80300,07,80,Barrier ,020a,
642,F80302,07,81,Berserk ,020a,
643,F80304,07,82,Caution ,020a,
644,F80306,07,83,Preemptiv,020a,
645,F80308,07,84,Passages,020a,
646,F8030A,07,85,DmgFloor,020a,
647,F8030C,07,86,Pitfalls,020a,
648,F8030E,07,87,Equip <Rod> ,020a,
649,F80310,07,88,Dash,020a,
650,F80312,07,89,Knight  ,030a,
651,F80314,07,8A,Monk    ,030a,
652,F80316,07,8B,Thief   ,030a,
