check,value
Tycoon Castle Barrel Elixir,3.0
Tycoon Castle Barrel Phoenix Down,1.0
Tycoon Castle Cabin Cabin,4.0
Tycoon Castle Chest Katana,3.0
Tycoon Castle Chest Shuriken,4.0
Tycoon Castle Pot Ether,1.0
Tycoon Castle Pot Hi-Potion,1.0
Tycoon Castle Pot Phoenix Down,2.0
Walse Castle Chest Elf Cape,4.0
Walse Castle Pot Drag,2.0
Walse Tower Chest Maiden's Kiss,2.0
Walse Tower Chest Silk robe,3.0
Walse Tower Chest Silver Armlet,2.0
Walse Town Pot Glasses,1.0
Water Crystal Berserker,2.0
Water Crystal MysticKnight,1.0
Water Crystal Samurai,2.0
Water Crystal Summoner,1.0
Water Crystal TimeMage,2.0
Wind Crystal BlackMage,3.0
Wind Crystal BlueMage,3.0
Wind Crystal Knight,3.0
Wind Crystal Thief,2.0
Wind Crystal WhiteMage,3.0
Wind Shrine Chest Broadsword,3.0
Wind Shrine Chest Leather Cap,2.0
