check,value
Pyramid Chest Earth Hammer,3.0
Pyramid Chest Flame Shield,3.0
Pyramid Chest Gold Hairpin,3.0
Pyramid Chest Guard Ring,1.0
Pyramid Chest Ice Shield,1.0
Pyramid Chest Ribbon,3.0
Pyramid Chest Thornlet,3.0
Pyramid Chest White Robe,4.0
Requiem Song at Kelb Requiem,4.0
Rift (Castle) Chest ManEater,1.0
Rift (Castle) Chest Thor Hammer,2.0
Rift (Cave) Chest Coral Ring,2.5
Rift (Forest) Chest DragonFang,2.0
Rift (Forest) Chest Enhancer,2.0
Rift (Forest) Chest Ribbon,2.0
Rift (Ruins) Chest Drain Sword,3.0
Ruined City Chest Shuriken,4.0
Sergeant & DeathClaw New,4.0
Ship Graveyard Box 990,1.0
Ship Graveyard Chest Antidote,1.0
Ship Graveyard Chest Flail,2.0
Shop Backdoor Lamia Harp,3.0
Siren New,4.0
Solitary Island Chest BeastKiller,2.0
Solitary Island Chest Circlet,3.0
Solitary Island Chest Crystal Helm,4.0
Solitary Island Chest DragonFang,2.0
Solitary Island Chest Ether,1.0
Solitary Island Chest Guard Ring,4.0
Solitary Island Chest Hi-Potion,2.0
Solitary Island Chest RisingSun,1.0
Speed Song at Surgate Speed,3.0
Steamship Chest Mythril Glove,3.0
Temptation Song at Lix Charm,2.0
The Void Chest Ragnarok,2.5
Toad Event Toad,3.0
Top of the Falls Magic Lamp,3.0
"Triton, Neregeid & Phobos New",4.0
Tule Barrel 150,4.0
Tule Barrel Potion,2.0
Tule Bush Phoenix Down,3.0
Tycoon Castle Barrel Cabin,1.0
Tycoon Castle Barrel Elixir,3.0
Tycoon Castle Cabin Cabin,2.0
Tycoon Castle Chest Giyaman,2.0
Tycoon Castle Chest Shuriken,1.0
Tycoon Castle Pot Maiden's Kiss,2.0
Tycoon Castle Pot Phoenix Down,3.0
Tycoon Meteor Chest Phoenix Down,2.0
Walse Castle Barrel Tent,4.0
Walse Castle Box 490,2.0
Walse Castle Chest Elf Cape,5.0
Walse Castle Pot 1000,2.0
Walse Tower Chest Silk robe,2.0
Walse Tower Chest Silver Armlet,3.0
Water Crystal Berserker,4.0
Water Crystal Summoner,2.0
Wind Crystal Knight,2.0
Wind Crystal WhiteMage,3.0
Wind Shrine Chest Broadsword,4.0
Wind Shrine Chest Leather Cap,3.0
Wind Shrine Chest Staff,4.0
Wind Shrine Chest Tent,4.0
WingRaptor New,4.0
