check,reward,mib,reward_value,seed
12 Kuzar Events Flame Whip,Scan->Charm->Holy,,0,9455428
12 Kuzar Events Earth Bell,Black Ability Progressive,,0,9455428
12 Kuzar Events Holy Lance,Freelancer Job Crystal,,0,9455428
12 Kuzar Events Masamune,Antdt->Image->Heal,,0,9455428
12 Kuzar Events Wizard Rod,MgcSword Ability Progressive,,0,9455428
12 Kuzar Events Rune Axe,HP +X%,,0,9455428
12 Kuzar Events Sage's Staff,Diamond Armor,,4000,9455428
12 Kuzar Events Sasuke,TurtleShell,,75,9455428
12 Kuzar Events Yoichi Bow,Tame,,0,9455428
Shiva Shiva,Toad->Bio->Flare,,0,9455428
Ifrit Ifrit,CornaJar,,5000,9455428
Water Crystal Samurai,Drink,,0,9455428
Water Crystal Berserker,Venom->Drain->Break,,0,9455428
Water Crystal MysticKnight,Summon Ability Progressive,,0,9455428
Water Crystal TimeMage,MgcSword Ability Progressive,,0,9455428
Water Crystal Summoner,OmegaMedl,,0,9455428
Brave Blade Brave Blade,Magic->Love@Song,,0,9455428
Chicken Knife Chicken Knife,Chicken Knife,,12500,9455428
Tycoon Castle Cabin Cabin,Sleep->Psych->Doom,,0,9455428
Walse Tower Chest GoGo,Image,,0,9455428
Pyramid Top Pyramid Tablet,Void->Demi->Qrter->Old,,0,9455428
Toad Event Toad,Golem,,0,9455428
Aegis Shield Chest Aegis Shield,White Robe,,4000,9455428
Lone Wolf Barrel Cabin,FrogSong->TinySong->MoonFlut,,0,9455428
Lone Wolf Chest Thunder Whip,Thunder Whip,,1100,9455428
Moat Item Epee,Revivify,,75,9455428
Shop Backdoor Lamia Harp,Vampire->MindBlst->WhiteWind,,0,9455428
Top of the Falls Magic Lamp,Red1->Red2->Red3->X-Magic,,0,9455428
Wind Shrine Chest Broadsword,Giant Drink,,55,9455428
Beginner's House Chest Ether,5000 gil,,5000,9455428
Beginner's House Chest 100,RegalCut,,240,9455428
Beginner's House Chest Potion,Fire Black Magic Progressive,,0,9455428
Beginner's House Chest Phoenix Down,Guard Ring,,15000,9455428
Beginner's House Chest Tent,Condemn->Roulette->AquaRake,,0,9455428
Beginner's House Chest Leather Shoes,Flame Scroll,,100,9455428
Pirate's Cave Chest Leather Cap,Cabin,,300,9455428
Pirate's Cave Chest Tent,Plumed Hat,,175,9455428
Pirate's Cave Chest Ether,Dagger,,150,9455428
Pirate's Cave Chest 300,Cotton Robe,,150,9455428
Wind Shrine Chest Tent,9000 gil,,9000,9455428
Wind Shrine Chest Leather Cap,Enhancer,,10000,9455428
Wind Shrine Chest Staff,300 gil,,300,9455428
Tule Barrel 150,GrnBeret,,1250,9455428
Tule Box Leather Shoes,L4Qrter->L3Flare->L2Old->L5Doom,,0,9455428
Tule Barrel Potion,Mage Masher,MIB,450,9455428
Tule Box Tent,Katana,,2900,9455428
Tule Bush Phoenix Down,Thunder Bow,,1250,9455428
Ship Graveyard Chest Flail,Staff,,100,9455428
Ship Graveyard Chest Phoenix Down,Killer Bow,,2500,9455428
Ship Graveyard Chest Tent,Thornlet,,10000,9455428
Ship Graveyard Box 990,4900 gil,,4900,9455428
Ship Graveyard Chest Potion,BeastKiller,,7500,9455428
Ship Graveyard Chest Antidote,100 gil,,100,9455428
Carwen Barrel Antidote,10000 gil,,10000,9455428
Carwen Box Ice Rod,Ice Rod,,375,9455428
Carwen Pot 1000,Ribbon,,17500,9455428
North Mountain Chest Soft,5000 gil,,5000,9455428
North Mountain Chest Phoenix Down,990 gil,,990,9455428
Walse Town Pot Glasses,Remora->Shoat->Levia,,0,9455428
Tycoon Castle Pot Hi-Potion,Slow->Stop->Slow2,,0,9455428
Tycoon Castle Pot Ether,Ether,,750,9455428
Tycoon Castle Barrel Elixir,Broadsword,,140,9455428
Tycoon Castle Barrel Phoenix Down,Phoenix Down,,500,9455428
Tycoon Castle Barrel Cabin,L4Qrter->L3Flare->L2Old->L5Doom,,0,9455428
Tycoon Castle Pot Elixir,15000 gil,,15000,9455428
Tycoon Castle Pot Phoenix Down,Training Suit,,225,9455428
Tycoon Castle Pot Maiden's Kiss,Ninja Job Crystal,,0,9455428
Tycoon Castle Chest Shuriken,Kodachi,,2550,9455428
Tycoon Castle Chest Giyaman,Thornlet,,10000,9455428
Tycoon Castle Chest Katana,Jump,,0,9455428
Walse Castle Chest Elf Cape,Chocob->Titan->Golem->Odin,,0,9455428
Walse Castle Pot 1000,Sleep->Psych->Doom,,0,9455428
Walse Castle Pot Drag,War Hammer,,3200,9455428
Walse Castle Box 490,1000 gil,,1000,9455428
Walse Castle Barrel Tent,10000 gil,,10000,9455428
Walse Castle Barrel Phoenix Down,Cover,,0,9455428
Walse Tower Chest Silk robe,Sylph->Crbnkl->Phenix->Syldra,,0,9455428
Walse Tower Chest Maiden's Kiss,10000 gil,,10000,9455428
Walse Tower Chest Silver Armlet,Gale Bow,,4250,9455428
Walse Tower Chest Ether,Ether,,750,9455428
Tycoon Meteor Chest Phoenix Down,White Robe,,4000,9455428
Karnak Castle Chest Gungnir,Gauntlets,MIB,1500,9455428
Karnak Castle Chest Thunder Scroll,Trident,,1350,9455428
Karnak Castle Chest 2000,Defender Sword,MIB,5500,9455428
Karnak Castle Chest Elixir,Morning Star,MIB,3900,9455428
Karnak Castle Chest Ribbon,Sage's Staff,,10000,9455428
Karnak Castle Chest Shuriken,Holy Lance,MIB,10000,9455428
Karnak Castle Chest Elf Cape,Cabin,MIB,300,9455428
Karnak Castle Chest Guardian,Whip,MIB,550,9455428
Karnak Town Barrel Fire Rod,Flash->Time Slip->DethClaw,,0,9455428
Steamship Chest Cabin,25000 gil,,25000,9455428
Steamship Chest Phoenix Down,2000 gil,,2000,9455428
Steamship Chest Elixir,Ragnarok,,15000,9455428
Steamship Chest GrnBeret,Protect Drink,,55,9455428
Steamship Chest Thief's Glove,Power Wrist,,1250,9455428
Ancient Library Chest Ether,12000 gil,,12000,9455428
Ancient Library Chest Phoenix Down,MgcSword Ability Progressive,,0,9455428
Ancient Library Chest Stealth Suit,Equip Harps,,0,9455428
Jacole Cave Chest Shuriken,9500 gil,,9500,9455428
Jacole Cave Chest Tent,2500 gil,,2500,9455428
Ruined City Chest Shuriken,Flash->Time Slip->DethClaw,,0,9455428
Ruined City Chest Size,Sylph->Crbnkl->Phenix->Syldra,,0,9455428
Flying Lonka Ruins Chest Golden Armor,9000 gil,,9000,9455428
Flying Lonka Ruins Chest Elixir,Venom->Drain->Break Sword,,0,9455428
Flying Lonka Ruins Chest Phoenix Down,Void->Demi->Qrter->Old,,0,9455428
Flying Lonka Ruins Chest Golden Shield,Mythril Spear,,395,9455428
Steamship Chest Mythril Glove,Antdt->Image->Heal,,0,9455428
Steamship Chest Full Moon,Iron Shield,,195,9455428
Flying Lonka Ruins Chest Hi-Potion,Animals->Aim->X-Fight,,0,9455428
Flying Lonka Ruins Chest 5000,SwdSlap,,0,9455428
Flying Lonka Ruins Chest Shuriken,Ice Bow,,1250,9455428
Flying Lonka Ruins Chest Ancient Sword,Slumber Sword,,2800,9455428
Flying Lonka Ruins Chest Full Moon,MysticKnight Job Crystal,,0,9455428
Flying Lonka Ruins Chest Power Wrist,Black Ability Progressive,,0,9455428
Flying Lonka Ruins Chest Ether,Catch,,0,9455428
Flying Lonka Ruins Chest Cabin,10000 gil,,10000,9455428
Exdeath's Castle Chest Ether,9900 gil,,9900,9455428
Exdeath's Castle Chest Diamond Shield,Bard's Surplice,,500,9455428
Exdeath's Castle Chest Ice Shield,5000 gil,,5000,9455428
Exdeath's Castle Chest Elixir,Charm->Hero@Song,,0,9455428
Exdeath's Castle Chest Gale Bow,Mute->Psych->Holy Sword,,0,9455428
Exdeath's Castle Chest IceBrand,HP +X%,,0,9455428
Exdeath's Castle Chest Kotetsu,Sleep->Bio->Flare Sword,,0,9455428
Exdeath's Castle Chest 9900,Apollo's Harp,,10000,9455428
Exdeath's Castle Chest 8000,DoomCut,,2950,9455428
Exdeath's Castle Chest DblLance,Charm->Hero@Song,,0,9455428
Exdeath's Castle Chest Partisan,Venom->Drain->Break Sword,,0,9455428
Exdeath's Castle Chest Pinwheel,10000 gil,,10000,9455428
Moogle Cave Chest 4400,Ice Sword Magic Progressive,,0,9455428
Moogle Cave Chest Phoenix Down,Armor->Shell->Wall->Dispel,,0,9455428
Moogle Village Chest Cabin,Flame Whip,,10000,9455428
Moogle Village Chest Dancing Dagger,BlueMage Job Crystal,,0,9455428
Moogle Village Chest 1,Magus,,1500,9455428
Moogle Village Chest 10000,100 gil,,100,9455428
Moogle Village Chest Phoenix Down,20000 gil,,20000,9455428
Moogle Village Chest Ether,150 gil,,150,9455428
Moogle Village Chest Elf Cape,Dancing Dagger,,2900,9455428
Bal Castle Chest Angel Gwn,Angel Gwn,,1500,9455428
Bal Castle Chest Hero Drink,Life->Life2,,0,9455428
Bal Castle Chest Exit,Trident,,1350,9455428
Hiryuu Valley Skull Bone Mail,Angel Gwn,,1500,9455428
Hiryuu Valley Chest 5000,Venom->Drain->Break,,0,9455428
Hiryuu Valley Chest Cabin,Condemn->Roulette->AquaRake,,0,9455428
Hiryuu Valley Chest 7000,Shiva->Ramuh->Ifrit->Bahmut,,0,9455428
Hiryuu Valley Chest Coronet,Partisan,,5100,9455428
Hiryuu Valley Chest Air Blade,1000 gil,,1000,9455428
Hiryuu Valley Chest Phoenix Down,Thief's Glove,,1500,9455428
Surgate Castle Chest 5000,8000 gil,,8000,9455428
Surgate Castle Chest Float,5000 gil,,5000,9455428
Barrier Tower Chest Drain Sword,Speed Drink,,55,9455428
Barrier Tower Chest 9000,Armor->Shell->Wall->Dispel,,0,9455428
Barrier Tower Chest 18000,Giant's Axe,MIB,20000,9455428
Barrier Tower Chest Gold Hairpin,Excalibur,MIB,10000,9455428
Mua Town Barrel Guardian,Regen->Float->Reset->Xzone,,0,9455428
Mua Forest Chest 2500,Spear,,50,9455428
Mua Forest Chest Ether,18000 gil,,18000,9455428
Mua Forest Chest 4900,Gauntlets,,1500,9455428
Mua Forest Chest Phoenix Down,BeastKiller,,7500,9455428
Mua Forest Chest 9500,Soft,,75,9455428
Mua Forest Chest Soot,Giant's Axe,,20000,9455428
Mua Forest Chest Flametongue,Flametongue,,5000,9455428
Mua Forest Chest Cabin,CopperPlt,,175,9455428
Mua Forest Chest Giant Drink,Mythril Armor,,350,9455428
Mua Forest Chest Elixir,Knife,,75,9455428
Mua Forest Chest Morning Star,Summon Ability Progressive,,0,9455428
Solitary Island Chest Ether,DoomCut,MIB,2950,9455428
Solitary Island Chest DragonFang,Rune Chime,,10000,9455428
Pyramid Chest Elixir,Cure White Magic Progressive,,0,9455428
Pyramid Chest Black Robe,Broadsword,MIB,140,9455428
Pyramid Chest Thornlet,Capture,,0,9455428
Pyramid Chest DarkMatter,Mythril Shield,,295,9455428
Pyramid Chest Crystal Armor,Whip,MIB,550,9455428
Pyramid Chest Cursed Ring,Silver Plate,,300,9455428
Pyramid Chest Ice Shield,Katana,MIB,2900,9455428
Pyramid Chest Flame Shield,Lillith Rod,MIB,1500,9455428
Pyramid Chest White Robe,Strength,,2250,9455428
Pyramid Chest DarkSuit,DarkSuit,,4500,9455428
Pyramid Chest 9000,Gungnir,MIB,4050,9455428
Pyramid Chest 8000,Dagger,,150,9455428
Pyramid Chest Earth Hammer,Broadsword,MIB,140,9455428
Pyramid Chest 10000,Giant's Gloves,,2500,9455428
Pyramid Chest Cabin,Shuriken,MIB,1250,9455428
Pyramid Chest 12000,Orialcon,MIB,1700,9455428
Pyramid Chest Guard Ring,Cotton Robe,,150,9455428
Pyramid Chest Ribbon,Shuriken,MIB,1250,9455428
Pyramid Chest Gold Hairpin,Power Drink,MIB,55,9455428
Solitary Island Chest 12000,Kodachi,,2550,9455428
Solitary Island Chest Hi-Potion,Chocob->Titan->Golem->Odin,,0,9455428
Solitary Island Chest Protect Drink,Lamia's Harp,MIB,1600,9455428
Solitary Island Chest BeastKiller,Wind Spear,,2700,9455428
Solitary Island Chest RisingSun,Diamond Armlet,,2000,9455428
Solitary Island Chest Guard Ring,Tiger Mask,,2500,9455428
Solitary Island Chest Crystal Helm,Angel Ring,,25000,9455428
Solitary Island Chest 9000,9000 gil,,9000,9455428
Solitary Island Chest Elixir,Dagger,,150,9455428
Solitary Island Chest DarkMatter,Orialcon,,1700,9455428
Solitary Island Chest Circlet,Equip Whips,,0,9455428
Fork Tower L. Chest Ether,4900 gil,,4900,9455428
Fork Tower L. Chest Wonder Wand,DrgnSwd,,0,9455428
Fork Tower R. Chest Hi-Potion,White Ability Progressive,,0,9455428
Fork Tower R. Chest Defender Sword,9000 gil,,9000,9455428
Great Trench Chest Water Scroll,1000 gil,,1000,9455428
Great Trench Chest Flame Ring,Shoat,,0,9455428
Great Trench Chest DragonFang,Black Robe,,4000,9455428
Great Trench Chest Ether,2000 gil,,2000,9455428
Great Trench Chest Phoenix Down,8000 gil,,8000,9455428
Great Trench Chest Kaiser Knuckles,100 gil,,100,9455428
Istory Falls Chest Ether,RuneEdge,,9500,9455428
Istory Falls Chest TurtleShell,Toad->Bio->Flare,,0,9455428
Istory Falls Chest Air Lance,Air Lance,,3400,9455428
Istory Falls Chest Giant Drink,Pinwheel,,12500,9455428
Istory Falls Chest RuneEdge,Cursed Shield,,5000,9455428
Istory Falls Chest Guard Ring,Guard Ring,,15000,9455428
Istory Falls Chest Wall Ring,Equip Bows,,0,9455428
Istory Falls Chest Phoenix Down,12000 gil,,12000,9455428
Istory Falls Chest Enhancer,18000 gil,,18000,9455428
Istory Falls Chest 12000,Flail,,390,9455428
Istory Falls Chest Artemis Bow,4400 gil,,4400,9455428
Istory Falls Chest Pinwheel,1000 gil,,1000,9455428
Istory Falls Chest Aegis Shield,Dancer Job Crystal,,0,9455428
Istory Falls Chest Giant's Axe,Venom Axe,,4800,9455428
Phoenix Tower Pot 5000,Dagger,,150,9455428
Phoenix Tower Pot Phoenix Down,Rod,,100,9455428
Phoenix Tower Pot 10000,Soft,,75,9455428
Phoenix Tower Pot 15000,Mythril Knife,MIB,225,9455428
Phoenix Tower Pot 20000,Broadsword,MIB,140,9455428
Phoenix Tower Pot Avis Killer,Soft,,75,9455428
Phoenix Tower Pot 25000,Maiden's Kiss,MIB,30,9455428
Mirage Village Barrel Thief Knife,12000 gil,,12000,9455428
Rift (Ruins) Chest Ether,300 gil,,300,9455428
Rift (Ruins) Chest Cabin,Mirage Vest,,5000,9455428
Rift (Ruins) Chest Elixir,Equip Spears,,0,9455428
Rift (Ruins) Chest DarkMatter,2000 gil,,2000,9455428
Rift (Ruins) Chest Drain Sword,IceBrand,,5500,9455428
Rift (Forest) Chest DragonFang,Mythril Sword,,440,9455428
Rift (Forest) Chest Ribbon,490 gil,,490,9455428
Rift (Forest) Chest Enhancer,Summoner Job Crystal,,0,9455428
Rift (Forest) Chest Lillith Rod,Red1->Red2->Red3->X-Magic,,0,9455428
Rift (Cave) Chest Angel Ring,Summon Ability Progressive,,0,9455428
Rift (Cave) Chest Coral Ring,Vampire->MindBlst->WhiteWind,,0,9455428
Rift (Castle) Chest Thor Hammer,Mute->Size->Bersk,,0,9455428
Rift (Castle) Chest Running Shoes,Ice Rod,,375,9455428
Rift (Castle) Chest Red Shoes,Guardian,,1300,9455428
Rift (Castle) Chest Rainbow Dress,Training Suit,,225,9455428
Rift (Castle) Chest ManEater,Dimen Ability Progressive,,0,9455428
The Void Chest Pinwheel,Animals->Aim->X-Fight,,0,9455428
The Void Chest Elixir,Fire Rod,,375,9455428
The Void Chest Ragnarok,Gauntlets,MIB,1500,9455428
Siren New,Crystal Shield,,4500,9455428
Sandworm New,Assassin,,10000,9455428
AdamanTiMi New,Earth Hammer,,6400,9455428
ArchaeAvis New,Tinkerbell,,750,9455428
Chim.Brain New,Magic Lamp,,5000,9455428
Puroboros New,Excailbur,,5000,9455428
Gilgamesh 3 & Enkidou New,DiamndPlt,,3000,9455428
Guardians New,Magic Lamp,,5000,9455428
Carbunkle New,Coral Ring,,25000,9455428
Gilgamesh 4 New,Judgement Staff,,15000,9455428
Antlion New,Crystal Helm,,5250,9455428
Odin New,AntiMagic Bow,,5000,9455428
"Triton, Neregeid & Phobos New",Magic Lamp,,5000,9455428
Minotauros New,AntiMagic Bow,,5000,9455428
Stalker New,Thor Hammer,,15000,9455428
GoGo New,DoomCut,,2950,9455428
Ifrit New,Excailbur,,5000,9455428
Crayclaw New,Sasuke,,10000,9455428
