check,value
Surgate Castle Chest Float,2.0
Syldra Syldra,1.0
Temptation Song at Lix Charm,3.0
The Void Chest Elixir,2.0
The Void Chest Pinwheel,2.0
The Void Chest Ragnarok,2.6666666666666665
Titan New,4.0
Titan Titan,2.0
Toad Event Toad,3.0
Top of the Falls Magic Lamp,3.5
"Triton, Neregeid & Phobos New",4.0
Tule Barrel 150,1.5
Tule Barrel Potion,3.0
Tule Box Leather Shoes,2.6666666666666665
Tule Bush Phoenix Down,2.0
Tycoon Castle Barrel Cabin,1.0
Tycoon Castle Barrel Elixir,1.0
Tycoon Castle Barrel Phoenix Down,3.0
Tycoon Castle Cabin Cabin,2.5
Tycoon Castle Chest Giyaman,3.0
Tycoon Castle Chest Katana,2.0
Tycoon Castle Chest Shuriken,3.0
Tycoon Castle Pot Elixir,2.0
Tycoon Castle Pot Ether,2.0
Tycoon Castle Pot Hi-Potion,4.0
Tycoon Castle Pot Maiden's Kiss,1.3333333333333333
Tycoon Castle Pot Phoenix Down,3.5
Tycoon Meteor Chest Phoenix Down,2.0
Tyrasaurus New,4.0
Walse Castle Barrel Phoenix Down,2.5
Walse Castle Barrel Tent,2.0
Walse Castle Box 490,3.0
Walse Castle Chest Elf Cape,1.0
Walse Castle Pot 1000,1.0
Walse Castle Pot Drag,3.0
Walse Tower Chest Ether,3.0
Walse Tower Chest GoGo,1.5
Walse Tower Chest Maiden's Kiss,4.0
Walse Tower Chest Silk robe,2.0
Walse Tower Chest Silver Armlet,3.0
Walse Town Pot Glasses,2.3333333333333335
Water Crystal Berserker,2.0
Water Crystal MysticKnight,2.0
Water Crystal Samurai,3.0
Water Crystal Summoner,2.3333333333333335
Water Crystal TimeMage,2.5
Wind Crystal BlackMage,2.0
Wind Crystal BlueMage,2.0
Wind Crystal Knight,3.0
Wind Crystal Monk,2.6666666666666665
Wind Crystal Thief,2.0
Wind Crystal WhiteMage,3.0
Wind Shrine Chest Broadsword,4.0
Wind Shrine Chest Leather Cap,3.0
Wind Shrine Chest Staff,1.0
Wind Shrine Chest Tent,2.5
WingRaptor New,4.0
