check,reward,mib,seed
12 Kuzar Events Rune Axe,Mythril Knife,,9535305
12 Kuzar Events Sage's Staff,HP +X%,,9535305
12 Kuzar Events Sasuke,Escape,,9535305
12 Kuzar Events Yoichi Bow,Thunder Rod,,9535305
Shiva Shiva,RedMage Job Crystal,,9535305
Ifrit Ifrit,Sleep->Psych->Doom,,9535305
Water Crystal Samurai,Thornlet,,9535305
Water Crystal Berserker,Mythril Sword,,9535305
Water Crystal MysticKnight,DrgnCrest,,9535305
Water Crystal TimeMage,Rod,,9535305
Water Crystal Summoner,RuneEdge,,9535305
Brave Blade Brave Blade,Kaiser Knuckles,,9535305
Chicken Knife Chicken Knife,Power Drink,,9535305
Tycoon Castle Cabin Cabin,Killer Bow,,9535305
Walse Tower Chest GoGo,Bandana,,9535305
Pyramid Top Pyramid Tablet,Bronze Shield,,9535305
Toad Event Toad,Animals->Aim->X-Fight,,9535305
Aegis Shield Chest Aegis Shield,Training Suit,,9535305
Lone Wolf Barrel Cabin,Dance,,9535305
Lone Wolf Chest Thunder Whip,Flash->Time Slip->DethClaw,,9535305
Moat Item Epee,Venom Axe,,9535305
Shop Backdoor Lamia Harp,Cure White Magic Progressive,,9535305
Top of the Falls Magic Lamp,L4Qrter->L3Flare->L2Old->L5Doom,,9535305
Wind Shrine Chest Broadsword,2000 gil,,9535305
Beginner's House Chest Ether,LuckMallet,,9535305
Beginner's House Chest 100,Haste->Exit->Hast2->Quick,,9535305
Beginner's House Chest Potion,Battle Axe,,9535305
Beginner's House Chest Phoenix Down,Flame Scroll,,9535305
Beginner's House Chest Tent,5000 gil,,9535305
Beginner's House Chest Leather Shoes,Ancient Sword,MIB,9535305
Pirate's Cave Chest Leather Cap,Maiden's Kiss,,9535305
Pirate's Cave Chest Tent,Tent,,9535305
Pirate's Cave Chest Ether,Knife,,9535305
Pirate's Cave Chest 300,LuckMallet,,9535305
Wind Shrine Chest Tent,Wind Spear,,9535305
Wind Shrine Chest Leather Cap,300 gil,,9535305
Wind Shrine Chest Staff,Hide,,9535305
Tule Barrel 150,Hero Drink,,9535305
Tule Box Leather Shoes,Angel Gwn,,9535305
Tule Barrel Potion,Toad->Bio->Flare,,9535305
Tule Box Tent,150 gil,,9535305
Tule Bush Phoenix Down,Bolt Black Magic Progressive,,9535305
Ship Graveyard Chest Flail,Scan->Charm->Holy,,9535305
Ship Graveyard Chest Phoenix Down,Killer Bow,,9535305
Ship Graveyard Chest Tent,Gungnir,,9535305
Ship Graveyard Box 990,Void->Demi->Qrter->Old,,9535305
Ship Graveyard Chest Potion,Rune Axe,,9535305
Ship Graveyard Chest Antidote,15000 gil,,9535305
Carwen Barrel Antidote,Antidote,,9535305
Carwen Box Ice Rod,2500 gil,,9535305
Carwen Pot 1000,Summon Ability Progressive,,9535305
North Mountain Chest Soft,5000 gil,,9535305
North Mountain Chest Phoenix Down,Thornlet,,9535305
Walse Town Pot Glasses,Wind Spear,,9535305
Tycoon Castle Pot Hi-Potion,DblLance,,9535305
Tycoon Castle Pot Ether,Thor Hammer,,9535305
Tycoon Castle Barrel Elixir,Bronze Helm,,9535305
Tycoon Castle Barrel Phoenix Down,Phoenix Down,,9535305
Tycoon Castle Barrel Cabin,2000 gil,,9535305
Tycoon Castle Pot Elixir,White Ability Progressive,,9535305
Tycoon Castle Pot Phoenix Down,Genji Shield,,9535305
Tycoon Castle Pot Maiden's Kiss,Maiden's Kiss,,9535305
Tycoon Castle Chest Shuriken,DarkMatter,,9535305
Tycoon Castle Chest Giyaman,Power Drink,,9535305
Tycoon Castle Chest Katana,????->Fusion->Exploder->DrkShock,,9535305
Walse Castle Chest Elf Cape,Plumed Hat,,9535305
Walse Castle Pot 1000,Power->Vitality Song,,9535305
Walse Castle Pot Drag,Diamond Armor,,9535305
Walse Castle Box 490,Diamond Armor,,9535305
Walse Castle Barrel Tent,8000 gil,,9535305
Walse Castle Barrel Phoenix Down,Coral Ring,,9535305
Walse Tower Chest Silk robe,8000 gil,,9535305
Walse Tower Chest Maiden's Kiss,9000 gil,,9535305
Walse Tower Chest Silver Armlet,18000 gil,,9535305
Walse Tower Chest Ether,Summon Ability Progressive,,9535305
Tycoon Meteor Chest Phoenix Down,Hero Drink,,9535305
Karnak Castle Chest Gungnir,Rod,MIB,9535305
Karnak Castle Chest Thunder Scroll,Giant's Gloves,MIB,9535305
Karnak Castle Chest 2000,Whip,MIB,9535305
Karnak Castle Chest Elixir,Eyedrop,MIB,9535305
Karnak Castle Chest Ribbon,Cursed Shield,MIB,9535305
Karnak Castle Chest Shuriken,Thornlet,,9535305
Karnak Castle Chest Elf Cape,DarkMatter,MIB,9535305
Karnak Castle Chest Guardian,Potion,,9535305
Karnak Town Barrel Fire Rod,20000 gil,,9535305
Steamship Chest Cabin,Coral Sword,,9535305
Steamship Chest Phoenix Down,990 gil,,9535305
Steamship Chest Elixir,18000 gil,,9535305
Steamship Chest GrnBeret,Summon Ability Progressive,,9535305
Steamship Chest Thief's Glove,Agility,,9535305
Ancient Library Chest Ether,Sing,,9535305
Ancient Library Chest Phoenix Down,1000 gil,,9535305
Ancient Library Chest Stealth Suit,L4Qrter->L3Flare->L2Old->L5Doom,,9535305
Jacole Cave Chest Shuriken,4400 gil,,9535305
Jacole Cave Chest Tent,9000 gil,,9535305
Ruined City Chest Shuriken,10000 gil,,9535305
Ruined City Chest Size,1000 gil,,9535305
Flying Lonka Ruins Chest Golden Armor,Shuriken,,9535305
Flying Lonka Ruins Chest Elixir,Assassin,,9535305
Flying Lonka Ruins Chest Phoenix Down,DrgnSwd,,9535305
Flying Lonka Ruins Chest Golden Shield,9000 gil,,9535305
Steamship Chest Mythril Glove,Silk robe,,9535305
Steamship Chest Full Moon,Fire Black Magic Progressive,,9535305
Flying Lonka Ruins Chest Hi-Potion,Lamia's Tiara,,9535305
Flying Lonka Ruins Chest 5000,Excalibur,,9535305
Flying Lonka Ruins Chest Shuriken,Chocob->Titan->Golem->Odin,,9535305
Flying Lonka Ruins Chest Ancient Sword,Fire Black Magic Progressive,,9535305
Flying Lonka Ruins Chest Full Moon,Power Wrist,,9535305
Flying Lonka Ruins Chest Power Wrist,Equip Rods,,9535305
Flying Lonka Ruins Chest Ether,Silver Harp,,9535305
Flying Lonka Ruins Chest Cabin,Counter,,9535305
Exdeath's Castle Chest Ether,Soot,,9535305
Exdeath's Castle Chest Diamond Shield,Giant's Axe,,9535305
Exdeath's Castle Chest Ice Shield,Bandana,,9535305
Exdeath's Castle Chest Elixir,10000 gil,,9535305
Exdeath's Castle Chest Gale Bow,20000 gil,,9535305
Exdeath's Castle Chest IceBrand,Dimen Ability Progressive,,9535305
Exdeath's Castle Chest Kotetsu,10000 gil,,9535305
Exdeath's Castle Chest 9900,Regen->Float->Reset->Xzone,,9535305
Exdeath's Castle Chest 8000,CopperPlt,,9535305
Exdeath's Castle Chest DblLance,Kunai,,9535305
Exdeath's Castle Chest Partisan,Giant Drink,,9535305
Exdeath's Castle Chest Pinwheel,Kodachi,,9535305
Moogle Cave Chest 4400,Thief Job Crystal,,9535305
Moogle Cave Chest Phoenix Down,Regen->Float->Reset->Xzone,,9535305
Moogle Village Chest Cabin,Diamond Helm,,9535305
Moogle Village Chest Dancing Dagger,Condemn->Roulette->AquaRake,,9535305
Moogle Village Chest 1,12000 gil,,9535305
Moogle Village Chest 10000,8000 gil,,9535305
Moogle Village Chest Phoenix Down,Magic Lamp,,9535305
Moogle Village Chest Ether,10000 gil,,9535305
Moogle Village Chest Elf Cape,Slow->Stop->Slow2,,9535305
Bal Castle Chest Angel Gwn,Angel Gwn,,9535305
Bal Castle Chest Hero Drink,Hero Drink,,9535305
Bal Castle Chest Exit,Mute->Size->Bersk,,9535305
Hiryuu Valley Skull Bone Mail,Mythril Shield,,9535305
Hiryuu Valley Chest 5000,Freelancer Job Crystal,,9535305
Hiryuu Valley Chest Cabin,Enhancer,,9535305
Hiryuu Valley Chest 7000,Leather Cap,,9535305
Hiryuu Valley Chest Coronet,Wonder Wand,,9535305
Hiryuu Valley Chest Air Blade,10000 gil,,9535305
Hiryuu Valley Chest Phoenix Down,Condemn->Roulette->AquaRake,,9535305
Surgate Castle Chest 5000,Leather Armor,,9535305
Surgate Castle Chest Float,8000 gil,,9535305
Barrier Tower Chest Drain Sword,Lamia's Tiara,MIB,9535305
Barrier Tower Chest 9000,Leather Armor,,9535305
Barrier Tower Chest 18000,Ramuh,MIB,9535305
Barrier Tower Chest Gold Hairpin,DarkMatter,,9535305
Mua Town Barrel Guardian,LuckMallet,,9535305
Mua Forest Chest 2500,100 gil,,9535305
Mua Forest Chest Ether,MP +X%,,9535305
Mua Forest Chest 4900,Gungnir,,9535305
Mua Forest Chest Phoenix Down,Phoenix Down,,9535305
Mua Forest Chest 9500,Haste->Exit->Hast2->Quick,,9535305
Mua Forest Chest Soot,Giyaman,,9535305
Mua Forest Chest Flametongue,Mythril Glove,,9535305
Mua Forest Chest Cabin,Diamond Armlet,,9535305
Mua Forest Chest Giant Drink,Giant Drink,,9535305
Mua Forest Chest Elixir,Ice Bow,,9535305
Mua Forest Chest Morning Star,Maiden's Kiss,,9535305
Solitary Island Chest Ether,Mythril Staff,,9535305
Solitary Island Chest DragonFang,Dream Harp,,9535305
Pyramid Chest Elixir,Forged,MIB,9535305
Pyramid Chest Black Robe,Crystal Helm,,9535305
Pyramid Chest Thornlet,Thief's Glove,MIB,9535305
Pyramid Chest DarkMatter,Mythril Spear,MIB,9535305
Pyramid Chest Crystal Armor,Elven Bow,,9535305
Pyramid Chest Cursed Ring,Orialcon,MIB,9535305
Pyramid Chest Ice Shield,Rune Chime,,9535305
Pyramid Chest Flame Shield,Thornlet,,9535305
Pyramid Chest White Robe,Power Drink,MIB,9535305
Pyramid Chest DarkSuit,Diamond Armlet,,9535305
Pyramid Chest 9000,Dagger,,9535305
Pyramid Chest 8000,Dbl Grip,,9535305
Pyramid Chest Earth Hammer,Guard Ring,,9535305
Pyramid Chest 10000,Charm->Hero@Song,,9535305
Pyramid Chest Cabin,CopperPlt,MIB,9535305
Pyramid Chest 12000,ManEater,MIB,9535305
Pyramid Chest Guard Ring,Speed Drink,MIB,9535305
Pyramid Chest Ribbon,Vampire->MindBlst->WhiteWind,,9535305
Pyramid Chest Gold Hairpin,Dragon's Whisker,MIB,9535305
Solitary Island Chest 12000,White Ability Progressive,,9535305
Solitary Island Chest Hi-Potion,DmgFloor,,9535305
Solitary Island Chest Protect Drink,White Robe,,9535305
Solitary Island Chest BeastKiller,CopperPlt,,9535305
Solitary Island Chest RisingSun,Staff of Light,MIB,9535305
Solitary Island Chest Guard Ring,BeastKiller,,9535305
Solitary Island Chest Crystal Helm,Ice Black Magic Progressive,,9535305
Solitary Island Chest 9000,Dimen Ability Progressive,,9535305
Solitary Island Chest Elixir,Mute->Size->Bersk,,9535305
Solitary Island Chest DarkMatter,LuckMallet,MIB,9535305
Solitary Island Chest Circlet,Life->Life2,,9535305
Fork Tower L. Chest Ether,Black Ability Progressive,,9535305
Fork Tower L. Chest Wonder Wand,Sylph->Crbnkl->Phenix->Syldra,,9535305
Fork Tower R. Chest Hi-Potion,12000 gil,,9535305
Fork Tower R. Chest Defender Sword,9500 gil,,9535305
Great Trench Chest Water Scroll,490 gil,,9535305
Great Trench Chest Flame Ring,Armor->Shell->Wall->Dispel,,9535305
Great Trench Chest DragonFang,100 gil,,9535305
Great Trench Chest Ether,Slumber Sword,,9535305
Great Trench Chest Phoenix Down,Observe,,9535305
Great Trench Chest Kaiser Knuckles,Kaiser Knuckles,,9535305
Istory Falls Chest Ether,Red1->Red2->Red3->X-Magic,,9535305
Istory Falls Chest TurtleShell,Soot,,9535305
Istory Falls Chest Air Lance,DrgnCrest,,9535305
Istory Falls Chest Giant Drink,1000 gil,,9535305
Istory Falls Chest RuneEdge,Chocob->Titan->Golem->Odin,,9535305
Istory Falls Chest Guard Ring,Bolt Sword Magic Progressive,,9535305
Istory Falls Chest Wall Ring,Combine,,9535305
Istory Falls Chest Phoenix Down,Phoenix Down,,9535305
Istory Falls Chest Enhancer,Remora->Shoat->Levia,,9535305
Istory Falls Chest 12000,White Ability Progressive,,9535305
Istory Falls Chest Artemis Bow,Summon Ability Progressive,,9535305
Istory Falls Chest Pinwheel,150 gil,,9535305
Istory Falls Chest Aegis Shield,GbnPnch->Emision->Missle->Blwfsh,,9535305
Istory Falls Chest Giant's Axe,Earth Bell,,9535305
Phoenix Tower Pot 5000,1000 gil,,9535305
Phoenix Tower Pot Phoenix Down,Flame Scroll,MIB,9535305
Phoenix Tower Pot 10000,Bard's Surplice,MIB,9535305
Phoenix Tower Pot 15000,5000 gil,,9535305
Phoenix Tower Pot 20000,Void->Demi->Qrter->Old,,9535305
Phoenix Tower Pot Avis Killer,Golden Shield,MIB,9535305
Phoenix Tower Pot 25000,Golden Armor,MIB,9535305
Mirage Village Barrel Thief Knife,Animals->Aim->X-Fight,,9535305
Rift (Ruins) Chest Ether,2000 gil,,9535305
Rift (Ruins) Chest Cabin,100 gil,,9535305
Rift (Ruins) Chest Elixir,Bolt Black Magic Progressive,,9535305
Rift (Ruins) Chest DarkMatter,Rod,,9535305
Rift (Ruins) Chest Drain Sword,Staff of Light,,9535305
Rift (Forest) Chest DragonFang,Equip Spears,,9535305
Rift (Forest) Chest Ribbon,White Ability Progressive,,9535305
Rift (Forest) Chest Enhancer,Silk robe,,9535305
Rift (Forest) Chest Lillith Rod,RuneEdge,,9535305
Rift (Cave) Chest Angel Ring,25000 gil,,9535305
Rift (Cave) Chest Coral Ring,L4Qrter->L3Flare->L2Old->L5Doom,,9535305
Rift (Castle) Chest Thor Hammer,Venom->Drain->Break,,9535305
Rift (Castle) Chest Running Shoes,GuardOff->Hammer->MghtyGrd,,9535305
Rift (Castle) Chest Red Shoes,Thunder Scroll,,9535305
Rift (Castle) Chest Rainbow Dress,Scan->Charm->Holy,,9535305
Rift (Castle) Chest ManEater,Ice Black Magic Progressive,,9535305
The Void Chest Pinwheel,5000 gil,,9535305
The Void Chest Elixir,490 gil,,9535305
The Void Chest Ragnarok,Power Wrist,MIB,9535305
Byblos New,Tinkerbell,,9535305
Karlabos New,Rune Axe,,9535305
Siren New,Sasuke,,9535305
Magisa & Forza New,Murasume,,9535305
Sergeant & DeathClaw New,Gold Hairpin,,9535305
Sandworm New,Ribbon,,9535305
ArchaeAvis New,Murasume,,9535305
Chim.Brain New,DiamndPlt,,9535305
Puroboros New,Angel Ring,,9535305
Titan New,Rune Axe,,9535305
Gilgamesh 3 & Enkidou New,AntiMagic Bow,,9535305
Carbunkle New,Assassin,,9535305
Gilgamesh 4 New,Aegis Shield,,9535305
"Triton, Neregeid & Phobos New",25000 gil,,9535305
Omniscient New,Flame Ring,,9535305
Leviathan New,Genji Shield,,9535305
GoGo New,Flame Ring,,9535305
Shiva New,Murasume,,9535305
Wind Crystal Knight,Coral Sword,,4434830
Wind Crystal BlueMage,White Ability Progressive,,4434830
Wind Crystal BlackMage,Venom->Drain->Break,,4434830
Wind Crystal WhiteMage,ManEater,,4434830
Wind Crystal Monk,RuneEdge,,4434830
Wind Crystal Thief,Darkness Bow,,4434830
Fire Crystal Mediator,Glasses,,4434830
Fire Crystal Geomancer,Speed->Requiem Song,,4434830
Fire Crystal Ninja,Drain Sword,,4434830
Black Choco Crystals Bard,Red1->Red2->Red3->X-Magic,,4434830
Black Choco Crystals Hunter,Flame Ring,,4434830
Earth Crystal Samurai,Speed->Requiem Song,,4434830
Earth Crystal Dragoon,DrgnCrest,,4434830
Earth Crystal Chemist,FrogSong->TinySong->MoonFlut,,4434830
Earth Crystal Dancer,Haste->Exit->Hast2->Quick,,4434830
Leviathan Esper Levia,White Ability Progressive,,4434830
Titan Titan,Chocob->Titan->Golem->Odin,,4434830
Carbuncle Crbnkl,Comet->Meteo,,4434830
Syldra Syldra,Thief Job Crystal,,4434830
Odin Odin,War Hammer,,4434830
Phoenix Phenix,Bronze Armor,,4434830
Bahamut Bahmut,DrgnCrest,,4434830
Life (or Strength) Song from Crescent Town bard Vitality,Pray,,4434830
Temptation Song at Lix Charm,Chemist Job Crystal,,4434830
Love Song at Istory Love,Thunder Bow,,4434830
Requiem Song at Kelb Requiem,BlackMage Job Crystal,,4434830
Speed Song at Surgate Speed,Equip Rods,,4434830
Magic Song at Ancient Library Magic,MysticKnight Job Crystal,,4434830
Power Song from Crescent Town Power,Iron Armor,,4434830
Hero Song from Crescent Town Hero,L4Qrter->L3Flare->L2Old->L5Doom,,4434830
"Fork Tower, two Magics Holy",CornaJar,,4434830
"Fork Tower, two Magics Flare",BlueMage Job Crystal,,4434830
Meteo Meteo,Ice Bow,,4434830
"5 potions in Wind Shrine, bottom left guy Potion",Leather Cap,,4434830
"8 potions, Pirate after Torna Canal Key acquired Potion",CopperPlt,,4434830
Chancellor at Tycoon Healing Staff,Catch,,4434830
Magisa & Forza Mythril Helm,Ice Black Magic Progressive,,4434830
CornaJar at Kelb CornaJar,Antdt->Image->Heal,,4434830
Ribbon from girl in Rugor Ribbon,Dimen Ability Progressive,,4434830
Mirage Vest from Chocobo Tour/Mirage Village Mirage Vest,Haste->Exit->Hast2->Quick,,4434830
12 Kuzar Events Assassin,Rainbow Dress,,4434830
12 Kuzar Events Apollo's Harp,TurtleShell,,4434830
12 Kuzar Events Excalibur,Antdt->Image->Heal,,4434830
12 Kuzar Events Flame Whip,Yoichi Bow,,4434830
12 Kuzar Events Earth Bell,DragonFang,,4434830
12 Kuzar Events Holy Lance,Aero Blue Magic Progressive,,4434830
12 Kuzar Events Masamune,BuildUp,,4434830
12 Kuzar Events Wizard Rod,Sylph->Crbnkl->Phenix->Syldra,,4434830
12 Kuzar Events Rune Axe,Antidote,,4434830
12 Kuzar Events Sage's Staff,Bolt Black Magic Progressive,,4434830
12 Kuzar Events Sasuke,Tiger Mask,,4434830
12 Kuzar Events Yoichi Bow,Staff of Light,,4434830
Shiva Shiva,Flame Whip,,4434830
Ifrit Ifrit,Scan->Charm->Holy,,4434830
Water Crystal Samurai,Venom Axe,,4434830
Water Crystal Berserker,????->Fusion->Exploder->DrkShock,,4434830
Water Crystal MysticKnight,Apollo's Harp,,4434830
Water Crystal TimeMage,Defender Sword,,4434830
Water Crystal Summoner,Katana,,4434830
Brave Blade Brave Blade,Gold Hairpin,,4434830
Chicken Knife Chicken Knife,Chicken Knife,,4434830
Tycoon Castle Cabin Cabin,CopperPlt,,4434830
Walse Tower Chest GoGo,Animals->Aim->X-Fight,,4434830
Pyramid Top Pyramid Tablet,Flame Whip,,4434830
Toad Event Toad,Sage's Staff,,4434830
Aegis Shield Chest Aegis Shield,Shiva->Ramuh->Ifrit->Bahmut,,4434830
Lone Wolf Barrel Cabin,Slow->Stop->Slow2,,4434830
Lone Wolf Chest Thunder Whip,Thunder Whip,,4434830
Moat Item Epee,ManEater,,4434830
Shop Backdoor Lamia Harp,Sleep->Psych->Doom,,4434830
Top of the Falls Magic Lamp,Sage's Staff,,4434830
Wind Shrine Chest Broadsword,Excailbur,,4434830
Beginner's House Chest Ether,DarkHood,MIB,4434830
Beginner's House Chest 100,AntiMagic Bow,,4434830
Beginner's House Chest Potion,Fire Black Magic Progressive,,4434830
Beginner's House Chest Phoenix Down,Glasses,,4434830
Beginner's House Chest Tent,Tiger Mask,,4434830
Beginner's House Chest Leather Shoes,Thunder Bow,,4434830
Pirate's Cave Chest Leather Cap,9900 gil,,4434830
Pirate's Cave Chest Tent,Flame Whip,,4434830
Pirate's Cave Chest Ether,RisingSun,,4434830
Pirate's Cave Chest 300,2500 gil,,4434830
Wind Shrine Chest Tent,Hero Drink,,4434830
Wind Shrine Chest Leather Cap,Slow->Stop->Slow2,,4434830
Wind Shrine Chest Staff,Revivify,,4434830
Tule Barrel 150,Giyaman,,4434830
Tule Box Leather Shoes,IceBrand,,4434830
Tule Barrel Potion,Kaiser Knuckles,,4434830
Tule Box Tent,Aero Blue Magic Progressive,,4434830
Tule Bush Phoenix Down,Cover,,4434830
Ship Graveyard Chest Flail,10000 gil,,4434830
Ship Graveyard Chest Phoenix Down,100 gil,,4434830
Ship Graveyard Chest Tent,2000 gil,,4434830
Ship Graveyard Box 990,Sleep->Bio->Flare Sword,,4434830
Ship Graveyard Chest Potion,Toad->Bio->Flare,,4434830
Ship Graveyard Chest Antidote,Strength,,4434830
Carwen Barrel Antidote,Bard Job Crystal,,4434830
Carwen Box Ice Rod,300 gil,,4434830
Carwen Pot 1000,Bandana,,4434830
North Mountain Chest Soft,1000 gil,,4434830
North Mountain Chest Phoenix Down,9000 gil,,4434830
Walse Town Pot Glasses,Antidote,,4434830
Tycoon Castle Pot Hi-Potion,GuardOff->Hammer->MghtyGrd,,4434830
Tycoon Castle Pot Ether,Ether,,4434830
Tycoon Castle Barrel Elixir,Plumed Hat,,4434830
Tycoon Castle Barrel Phoenix Down,Aegis Shield,,4434830
Tycoon Castle Barrel Cabin,9500 gil,,4434830
Tycoon Castle Pot Elixir,10000 gil,,4434830
Tycoon Castle Pot Phoenix Down,L4Qrter->L3Flare->L2Old->L5Doom,,4434830
Tycoon Castle Pot Maiden's Kiss,Mantra,,4434830
Tycoon Castle Chest Shuriken,Masamune,,4434830
Tycoon Castle Chest Giyaman,Crystal Helm,,4434830
Tycoon Castle Chest Katana,Black Ability Progressive,,4434830
Walse Castle Chest Elf Cape,100 gil,,4434830
Walse Castle Pot 1000,LuckMallet,,4434830
Walse Castle Pot Drag,Sleep->Bio->Flare Sword,,4434830
Walse Castle Box 490,Samurai Job Crystal,,4434830
Walse Castle Barrel Tent,1000 gil,,4434830
Walse Castle Barrel Phoenix Down,Water Scroll,,4434830
Walse Tower Chest Silk robe,Equip Ribbon,,4434830
Walse Tower Chest Maiden's Kiss,Ice Sword Magic Progressive,,4434830
Walse Tower Chest Silver Armlet,RuneEdge,,4434830
Walse Tower Chest Ether,Power Wrist,,4434830
Tycoon Meteor Chest Phoenix Down,Power->Vitality Song,,4434830
Karnak Castle Chest Gungnir,Venom Axe,MIB,4434830
Karnak Castle Chest Thunder Scroll,Avis Killer,MIB,4434830
Karnak Castle Chest 2000,Healing Staff,MIB,4434830
Karnak Castle Chest Elixir,Tiger Mask,MIB,4434830
Karnak Castle Chest Ribbon,Bard's Surplice,,4434830
Karnak Castle Chest Shuriken,Plumed Hat,MIB,4434830
Karnak Castle Chest Elf Cape,Golden Helm,MIB,4434830
Karnak Castle Chest Guardian,DarkHood,,4434830
Karnak Town Barrel Fire Rod,9000 gil,,4434830
Steamship Chest Cabin,5000 gil,,4434830
Steamship Chest Phoenix Down,Dimen Ability Progressive,,4434830
Steamship Chest Elixir,1000 gil,,4434830
Steamship Chest GrnBeret,Dancer Job Crystal,,4434830
Steamship Chest Thief's Glove,Charm->Hero@Song,,4434830
Ancient Library Chest Ether,Murasume,,4434830
Ancient Library Chest Phoenix Down,8000 gil,,4434830
Ancient Library Chest Stealth Suit,Pinwheel,,4434830
Jacole Cave Chest Shuriken,150 gil,,4434830
Jacole Cave Chest Tent,2000 gil,,4434830
Ruined City Chest Shuriken,Bronze Armor,,4434830
Ruined City Chest Size,18000 gil,,4434830
Flying Lonka Ruins Chest Golden Armor,Magic->Love@Song,,4434830
Flying Lonka Ruins Chest Elixir,Red1->Red2->Red3->X-Magic,,4434830
Flying Lonka Ruins Chest Phoenix Down,Black Ability Progressive,,4434830
Flying Lonka Ruins Chest Golden Shield,Gale Bow,,4434830
Steamship Chest Mythril Glove,Black Ability Progressive,,4434830
Steamship Chest Full Moon,12000 gil,,4434830
Flying Lonka Ruins Chest Hi-Potion,Ogre Killer,,4434830
Flying Lonka Ruins Chest 5000,12000 gil,,4434830
Flying Lonka Ruins Chest Shuriken,Cabin,,4434830
Flying Lonka Ruins Chest Ancient Sword,Thunder Rod,,4434830
Flying Lonka Ruins Chest Full Moon,RisingSun,,4434830
Flying Lonka Ruins Chest Power Wrist,Sleep->Psych->Doom,,4434830
Flying Lonka Ruins Chest Ether,Tame,,4434830
Flying Lonka Ruins Chest Cabin,Bandana,,4434830
Exdeath's Castle Chest Ether,Chocob->Titan->Golem->Odin,,4434830
Exdeath's Castle Chest Diamond Shield,2000 gil,,4434830
Exdeath's Castle Chest Ice Shield,Ogre Killer,,4434830
Exdeath's Castle Chest Elixir,Soot,,4434830
Exdeath's Castle Chest Gale Bow,Berserk,,4434830
Exdeath's Castle Chest IceBrand,Fire Black Magic Progressive,,4434830
Exdeath's Castle Chest Kotetsu,MgcSword Ability Progressive,,4434830
Exdeath's Castle Chest 9900,Leather Armor,,4434830
Exdeath's Castle Chest 8000,Drink,,4434830
Exdeath's Castle Chest DblLance,Power->Vitality Song,,4434830
Exdeath's Castle Chest Partisan,????->Fusion->Exploder->DrkShock,,4434830
Exdeath's Castle Chest Pinwheel,Leather Armor,,4434830
Moogle Cave Chest 4400,Shiva->Ramuh->Ifrit->Bahmut,,4434830
Moogle Cave Chest Phoenix Down,DarkSuit,,4434830
