check,reward,mib,reward_value,seed
Ribbon from girl in Rugor Ribbon,Staff of Light,,1350,6488914
Mirage Vest from Chocobo Tour/Mirage Village Mirage Vest,Iron Helm,,175,6488914
12 Kuzar Events Assassin,Water Scroll,,100,6488914
12 Kuzar Events Apollo's Harp,Sylph->Crbnkl->Phenix->Syldra,,0,6488914
12 Kuzar Events Excalibur,SwdSlap,,0,6488914
12 Kuzar Events Flame Whip,Mythril Helm,,275,6488914
12 Kuzar Events Earth Bell,Haste->Exit->Hast2->Quick,,0,6488914
12 Kuzar Events Holy Lance,White Ability Progressive,,0,6488914
12 Kuzar Events Masamune,BeastKiller,,7500,6488914
12 Kuzar Events Wizard Rod,Mythril Knife,,225,6488914
12 Kuzar Events Rune Axe,Javelin,,50,6488914
12 Kuzar Events Sage's Staff,Soot,,50,6488914
12 Kuzar Events Sasuke,Cure White Magic Progressive,,0,6488914
12 Kuzar Events Yoichi Bow,Remora->Shoat->Levia,,0,6488914
Shiva Shiva,Slumber Sword,,2800,6488914
Ifrit Ifrit,????->Fusion->Exploder->DrkShock,,0,6488914
Water Crystal Samurai,Ether,,750,6488914
Water Crystal Berserker,Antdt->Image->Heal,,0,6488914
Water Crystal MysticKnight,Chicken Knife,,12500,6488914
Water Crystal TimeMage,Guard Ring,,15000,6488914
Water Crystal Summoner,L4Qrter->L3Flare->L2Old->L5Doom,,0,6488914
Brave Blade Brave Blade,Equip Rods,,0,6488914
Chicken Knife Chicken Knife,Mythril Knife,,225,6488914
Tycoon Castle Cabin Cabin,Bronze Shield,,145,6488914
Walse Tower Chest GoGo,Dancer Job Crystal,,0,6488914
Pyramid Top Pyramid Tablet,Dancing Dagger,,2900,6488914
Toad Event Toad,Mirage Vest,,5000,6488914
Aegis Shield Chest Aegis Shield,Kaiser Knuckles,,7500,6488914
Lone Wolf Barrel Cabin,Cabin,,300,6488914
Lone Wolf Chest Thunder Whip,Thunder Whip,,1100,6488914
Moat Item Epee,Capture,,0,6488914
Shop Backdoor Lamia Harp,GilToss,,0,6488914
Top of the Falls Magic Lamp,Magic Lamp,,5000,6488914
Wind Shrine Chest Broadsword,Aero Blue Magic Progressive,,0,6488914
Beginner's House Chest Ether,Dragoon Lance,,15000,6488914
Beginner's House Chest 100,Mimic Job Crystal,,0,6488914
Beginner's House Chest Potion,Silver Plate,,300,6488914
Beginner's House Chest Phoenix Down,Fire Black Magic Progressive,,0,6488914
Beginner's House Chest Tent,Black Ability Progressive,,0,6488914
Beginner's House Chest Leather Shoes,Brave Blade,,15000,6488914
Pirate's Cave Chest Leather Cap,12000 gil,,12000,6488914
Pirate's Cave Chest Tent,2500 gil,,2500,6488914
Pirate's Cave Chest Ether,2000 gil,,2000,6488914
Pirate's Cave Chest 300,Forged,,7400,6488914
Wind Shrine Chest Tent,Toad->Bio->Flare,,0,6488914
Wind Shrine Chest Leather Cap,Gaia Gear,,1000,6488914
Wind Shrine Chest Staff,Mythril Helm,,275,6488914
Tule Barrel 150,Lumina Robe,,2000,6488914
Tule Box Leather Shoes,Masamune,,10000,6488914
Tule Barrel Potion,Silver Bow,,750,6488914
Tule Box Tent,Power Wrist,MIB,1250,6488914
Tule Bush Phoenix Down,Fire Bow,,1250,6488914
Ship Graveyard Chest Flail,Bronze Shield,,145,6488914
Ship Graveyard Chest Phoenix Down,Kunai,,300,6488914
Ship Graveyard Chest Tent,1000 gil,,1000,6488914
Ship Graveyard Box 990,Hide,,0,6488914
Ship Graveyard Chest Potion,Bard Job Crystal,,0,6488914
Ship Graveyard Chest Antidote,Animals->Aim->X-Fight,,0,6488914
Carwen Barrel Antidote,DiamndPlt,,3000,6488914
Carwen Box Ice Rod,1000 gil,,1000,6488914
Carwen Pot 1000,300 gil,,300,6488914
North Mountain Chest Soft,15000 gil,,15000,6488914
North Mountain Chest Phoenix Down,Soot,,50,6488914
Walse Town Pot Glasses,FrogSong->TinySong->MoonFlut,,0,6488914
Tycoon Castle Pot Hi-Potion,100 gil,,100,6488914
Tycoon Castle Pot Ether,Guard Ring,,15000,6488914
Tycoon Castle Barrel Elixir,Soft,,75,6488914
Tycoon Castle Barrel Phoenix Down,Vampire->MindBlst->WhiteWind,,0,6488914
Tycoon Castle Barrel Cabin,10000 gil,,10000,6488914
Tycoon Castle Pot Elixir,9000 gil,,9000,6488914
Tycoon Castle Pot Phoenix Down,DoomCut,,2950,6488914
Tycoon Castle Pot Maiden's Kiss,Maiden's Kiss,,30,6488914
Tycoon Castle Chest Shuriken,Throw,,0,6488914
Tycoon Castle Chest Giyaman,Charm->Hero@Song,,0,6488914
Tycoon Castle Chest Katana,Dimen Ability Progressive,,0,6488914
Walse Castle Chest Elf Cape,Ice Rod,,375,6488914
Walse Castle Pot 1000,Knife,,75,6488914
Walse Castle Pot Drag,Shiva->Ramuh->Ifrit->Bahmut,,0,6488914
Walse Castle Box 490,Venom->Drain->Break Sword,,0,6488914
Walse Castle Barrel Tent,Life->Life2,,0,6488914
Walse Castle Barrel Phoenix Down,100 gil,,100,6488914
Walse Tower Chest Silk robe,Ice Sword Magic Progressive,,0,6488914
Walse Tower Chest Maiden's Kiss,2000 gil,,2000,6488914
Walse Tower Chest Silver Armlet,AntiMagic Bow,,5000,6488914
Walse Tower Chest Ether,9500 gil,,9500,6488914
Tycoon Meteor Chest Phoenix Down,Plumed Hat,,175,6488914
Karnak Castle Chest Gungnir,Earth Hammer,MIB,6400,6488914
Karnak Castle Chest Thunder Scroll,Artemis Bow,MIB,15000,6488914
Karnak Castle Chest 2000,Gaia Gear,MIB,1000,6488914
Karnak Castle Chest Elixir,Genji Helm,MIB,12500,6488914
Karnak Castle Chest Ribbon,Wizard Rod,,10000,6488914
Karnak Castle Chest Shuriken,GrnBeret,,1250,6488914
Karnak Castle Chest Elf Cape,ManEater,,12500,6488914
Karnak Castle Chest Guardian,Ice Shield,MIB,20000,6488914
Karnak Town Barrel Fire Rod,Diamond Shield,,3000,6488914
Steamship Chest Cabin,Ribbon,,17500,6488914
Steamship Chest Phoenix Down,Maiden's Kiss,,30,6488914
Steamship Chest Elixir,Diamond Helm,,3500,6488914
Steamship Chest GrnBeret,Thor Hammer,,15000,6488914
Steamship Chest Thief's Glove,Soot,,50,6488914
Ancient Library Chest Ether,Chocob->Titan->Golem->Odin,,0,6488914
Ancient Library Chest Phoenix Down,Coral Sword,,1400,6488914
Ancient Library Chest Stealth Suit,10000 gil,,10000,6488914
Jacole Cave Chest Shuriken,Mute->Size->Bersk,,0,6488914
Jacole Cave Chest Tent,9000 gil,,9000,6488914
Ruined City Chest Shuriken,5000 gil,,5000,6488914
Ruined City Chest Size,8000 gil,,8000,6488914
Flying Lonka Ruins Chest Golden Armor,Kodachi,,2550,6488914
Flying Lonka Ruins Chest Elixir,BlueMage Job Crystal,,0,6488914
Flying Lonka Ruins Chest Phoenix Down,100 gil,,100,6488914
Flying Lonka Ruins Chest Golden Shield,DrgnCrest,,0,6488914
Steamship Chest Mythril Glove,Kotetsu,,5900,6488914
Steamship Chest Full Moon,Earth Bell,,4500,6488914
Flying Lonka Ruins Chest Hi-Potion,Phoenix Down,,500,6488914
Flying Lonka Ruins Chest 5000,Flail,,390,6488914
Flying Lonka Ruins Chest Shuriken,100 gil,,100,6488914
Flying Lonka Ruins Chest Ancient Sword,Staff of Light,,1350,6488914
Flying Lonka Ruins Chest Full Moon,Medicine,,0,6488914
Flying Lonka Ruins Chest Power Wrist,Haste->Exit->Hast2->Quick,,0,6488914
Flying Lonka Ruins Chest Ether,GuardOff->Hammer->MghtyGrd,,0,6488914
Flying Lonka Ruins Chest Cabin,Golden Helm,,1750,6488914
Exdeath's Castle Chest Ether,Battle Axe,,325,6488914
Exdeath's Castle Chest Diamond Shield,White Ability Progressive,,0,6488914
Exdeath's Castle Chest Ice Shield,DoomCut,,2950,6488914
Exdeath's Castle Chest Elixir,Elven Bow,,3750,6488914
Exdeath's Castle Chest Gale Bow,Strength,,2250,6488914
Exdeath's Castle Chest IceBrand,1000 gil,,1000,6488914
Exdeath's Castle Chest Kotetsu,Equip Harps,,0,6488914
Exdeath's Castle Chest 9900,Iron Shield,,195,6488914
Exdeath's Castle Chest 8000,Sleep->Psych->Doom,,0,6488914
Exdeath's Castle Chest DblLance,Terrain,,0,6488914
Exdeath's Castle Chest Partisan,9000 gil,,9000,6488914
Exdeath's Castle Chest Pinwheel,Bronze Armor,,200,6488914
Moogle Cave Chest 4400,Dance,,0,6488914
Moogle Cave Chest Phoenix Down,9000 gil,,9000,6488914
Moogle Village Chest Cabin,10000 gil,,10000,6488914
Moogle Village Chest Dancing Dagger,5000 gil,,5000,6488914
Moogle Village Chest 1,Drink,,0,6488914
Moogle Village Chest 10000,Staff,,100,6488914
Moogle Village Chest Phoenix Down,Silver Plate,,300,6488914
Moogle Village Chest Ether,Ice Shield,,20000,6488914
Moogle Village Chest Elf Cape,2000 gil,,2000,6488914
Bal Castle Chest Angel Gwn,MgcSword Ability Progressive,,0,6488914
Bal Castle Chest Hero Drink,Hero Drink,,55,6488914
Bal Castle Chest Exit,12000 gil,,12000,6488914
Hiryuu Valley Skull Bone Mail,Iron Armor,,250,6488914
Hiryuu Valley Chest 5000,Mimic,,0,6488914
Hiryuu Valley Chest Cabin,L4Qrter->L3Flare->L2Old->L5Doom,,0,6488914
Hiryuu Valley Chest 7000,20000 gil,,20000,6488914
Hiryuu Valley Chest Coronet,Eyedrop,,10,6488914
Hiryuu Valley Chest Air Blade,BuildUp,,0,6488914
Hiryuu Valley Chest Phoenix Down,Mythril Hammer,,525,6488914
Surgate Castle Chest 5000,490 gil,,490,6488914
Surgate Castle Chest Float,4900 gil,,4900,6488914
Barrier Tower Chest Drain Sword,Tent,,125,6488914
Barrier Tower Chest 9000,GbnPnch->Emision->Missle->Blwfsh,,0,6488914
Barrier Tower Chest 18000,Maiden's Kiss,MIB,30,6488914
Barrier Tower Chest Gold Hairpin,Tinkerbell,MIB,750,6488914
Mua Town Barrel Guardian,Phoenix Down,,500,6488914
Mua Forest Chest 2500,Spear,,50,6488914
Mua Forest Chest Ether,12000 gil,,12000,6488914
Mua Forest Chest 4900,Fire Rod,,375,6488914
Mua Forest Chest Phoenix Down,Remora->Shoat->Levia,,0,6488914
Mua Forest Chest 9500,Dimen Ability Progressive,,0,6488914
Mua Forest Chest Soot,Soot,,50,6488914
Mua Forest Chest Flametongue,Flail,,390,6488914
Mua Forest Chest Cabin,GrnBeret,,1250,6488914
Mua Forest Chest Giant Drink,Giant Drink,,55,6488914
Mua Forest Chest Elixir,Elixir,,25000,6488914
Mua Forest Chest Morning Star,4900 gil,,4900,6488914
Solitary Island Chest Ether,Venom->Drain->Break Sword,,0,6488914
Solitary Island Chest DragonFang,Coral Sword,,1400,6488914
Pyramid Chest Elixir,Flame Shield,MIB,20000,6488914
Pyramid Chest Black Robe,Eyedrop,,10,6488914
Pyramid Chest Thornlet,HP +X%,,0,6488914
Pyramid Chest DarkMatter,Bizen,,4400,6488914
Pyramid Chest Crystal Armor,Coral Ring,,25000,6488914
Pyramid Chest Cursed Ring,Silver Plate,MIB,300,6488914
Pyramid Chest Ice Shield,Silver Bow,,750,6488914
Pyramid Chest Flame Shield,Flame Ring,,25000,6488914
Pyramid Chest White Robe,Katana,,2900,6488914
Pyramid Chest DarkSuit,Mythril Armor,MIB,350,6488914
Pyramid Chest 9000,Mythril Knife,MIB,225,6488914
Pyramid Chest 8000,Diamond Armlet,MIB,2000,6488914
Pyramid Chest Earth Hammer,Earth Hammer,,6400,6488914
Pyramid Chest 10000,Wizard Rod,MIB,10000,6488914
Pyramid Chest Cabin,Scan->Charm->Holy,,0,6488914
Pyramid Chest 12000,Flame Shield,MIB,20000,6488914
Pyramid Chest Guard Ring,Angel Ring,MIB,25000,6488914
Pyramid Chest Ribbon,Killer Bow,,2500,6488914
Pyramid Chest Gold Hairpin,White Robe,MIB,4000,6488914
Solitary Island Chest 12000,Blue,,0,6488914
Solitary Island Chest Hi-Potion,Samurai Job Crystal,,0,6488914
Solitary Island Chest Protect Drink,Animals->Aim->X-Fight,,0,6488914
Solitary Island Chest BeastKiller,Pinwheel,MIB,12500,6488914
Solitary Island Chest RisingSun,Genji Gloves,MIB,7500,6488914
Solitary Island Chest Guard Ring,Ogre Killer,,1600,6488914
Solitary Island Chest Crystal Helm,Red1->Red2->Red3->X-Magic,,0,6488914
Solitary Island Chest 9000,Bronze Shield,,145,6488914
Solitary Island Chest Elixir,IceBrand,,5500,6488914
Solitary Island Chest DarkMatter,Excalibur,,10000,6488914
Solitary Island Chest Circlet,Magic->Love@Song,,0,6488914
Fork Tower L. Chest Ether,490 gil,,490,6488914
Fork Tower L. Chest Wonder Wand,Kodachi,,2550,6488914
Fork Tower R. Chest Hi-Potion,9900 gil,,9900,6488914
Fork Tower R. Chest Defender Sword,Chemist Job Crystal,,0,6488914
Great Trench Chest Water Scroll,Mute->Psych->Holy Sword,,0,6488914
Great Trench Chest Flame Ring,990 gil,,990,6488914
Great Trench Chest DragonFang,Thunder Rod,,375,6488914
Great Trench Chest Ether,5000 gil,,5000,6488914
Great Trench Chest Phoenix Down,BlackMage Job Crystal,,0,6488914
Great Trench Chest Kaiser Knuckles,White Ability Progressive,,0,6488914
Istory Falls Chest Ether,Wonder Wand,,5000,6488914
Istory Falls Chest TurtleShell,1000 gil,,1000,6488914
Istory Falls Chest Air Lance,Murasume,,10000,6488914
Istory Falls Chest Giant Drink,Forged,,7400,6488914
Istory Falls Chest RuneEdge,Analyze,,0,6488914
Istory Falls Chest Guard Ring,8000 gil,,8000,6488914
Istory Falls Chest Wall Ring,12000 gil,,12000,6488914
Istory Falls Chest Phoenix Down,RuneEdge,,9500,6488914
Istory Falls Chest Enhancer,Venom->Drain->Break,,0,6488914
Istory Falls Chest 12000,Fire Rod,,375,6488914
Istory Falls Chest Artemis Bow,Ribbon,,17500,6488914
Istory Falls Chest Pinwheel,Rune Chime,,10000,6488914
Istory Falls Chest Aegis Shield,HP +X%,,0,6488914
Istory Falls Chest Giant's Axe,12000 gil,,12000,6488914
Phoenix Tower Pot 5000,Gauntlets,MIB,1500,6488914
Phoenix Tower Pot Phoenix Down,Diamond Armor,,4000,6488914
Phoenix Tower Pot 10000,Smoke,,0,6488914
Phoenix Tower Pot 15000,Staff,MIB,100,6488914
Phoenix Tower Pot 20000,Thunder Bow,,1250,6488914
Phoenix Tower Pot Avis Killer,Trident,MIB,1350,6488914
Phoenix Tower Pot 25000,Thief Knife,,3400,6488914
Mirage Village Barrel Thief Knife,150 gil,,150,6488914
Rift (Ruins) Chest Ether,Ice Black Magic Progressive,,0,6488914
Rift (Ruins) Chest Cabin,Iron Helm,,175,6488914
Rift (Ruins) Chest Elixir,Bronze Helm,,125,6488914
Rift (Ruins) Chest DarkMatter,Condemn->Roulette->AquaRake,,0,6488914
Rift (Ruins) Chest Drain Sword,Dimen Ability Progressive,,0,6488914
Rift (Forest) Chest DragonFang,Kick,,0,6488914
Rift (Forest) Chest Ribbon,Guard Ring,,15000,6488914
Rift (Forest) Chest Enhancer,18000 gil,,18000,6488914
Rift (Forest) Chest Lillith Rod,12000 gil,,12000,6488914
Rift (Cave) Chest Angel Ring,Bolt Black Magic Progressive,,0,6488914
Rift (Cave) Chest Coral Ring,Ribbon,,17500,6488914
Rift (Castle) Chest Thor Hammer,Leather Shield,,45,6488914
Rift (Castle) Chest Running Shoes,Rune Axe,,10000,6488914
Rift (Castle) Chest Red Shoes,Bronze Shield,,145,6488914
Rift (Castle) Chest Rainbow Dress,MP +X%,,0,6488914
Rift (Castle) Chest ManEater,Ogre Killer,,1600,6488914
The Void Chest Pinwheel,9000 gil,,9000,6488914
The Void Chest Elixir,Black Ability Progressive,,0,6488914
The Void Chest Ragnarok,Stealth Suit,MIB,1500,6488914
WingRaptor New,Crystal Armor,,6000,6488914
Magisa & Forza New,Judgement Staff,,15000,6488914
Galura New,Diamond Shield,,3000,6488914
LiquiFlame New,Elf Cape,,2000,6488914
Sergeant & DeathClaw New,Artemis Bow,,15000,6488914
Titan New,Thor Hammer,,15000,6488914
Gilgamesh 2 New,DarkSuit,,4500,6488914
Abductor New,Holy Lance,,10000,6488914
Gilgamesh 3 & Enkidou New,Flame Ring,,25000,6488914
Guardians New,Judgement Staff,,15000,6488914
Gilgamesh 4 New,Crystal Shield,,4500,6488914
Odin New,Genji Helm,,12500,6488914
Omniscient New,Gold Hairpin,,15000,6488914
Minotauros New,DoomCut,,2950,6488914
GoGo New,Judgement Staff,,15000,6488914
Bahamut New,DoomCut,,2950,6488914
Ifrit New,Excalibur,,10000,6488914
Shiva New,Artemis Bow,,15000,6488914
