check,value
Karnak Castle Chest Ribbon,2.0
Karnak Castle Chest Shuriken,2.0
Karnak Castle Chest Thunder Scroll,3.0
Karnak Town Barrel Fire Rod,4.0
LiquiFlame New,4.0
Lone Wolf Barrel Cabin,4.0
Lone Wolf Chest Thunder Whip,2.0
Love Song at Istory Love,3.0
Merugene New,4.0
Meteo Meteo,2.0
Minotauros New,4.0
Mirage Vest from Chocobo Tour/Mirage Village Mirage Vest,3.0
Mirage Village Barrel Thief Knife,2.0
Moat Item Epee,2.0
Moogle Village Chest 10000,1.0
Moogle Village Chest Dancing Dagger,3.0
Moogle Village Chest Elf Cape,3.0
Mua Forest Chest 4900,2.0
Mua Forest Chest 9500,2.0
Mua Forest Chest Ether,2.0
Mua Forest Chest Flametongue,3.0
Mua Forest Chest Giant Drink,3.0
Mua Forest Chest Morning Star,3.0
Mua Forest Chest Phoenix Down,3.0
Mua Town Barrel Guardian,3.0
Odin New,4.0
Phoenix Phenix,1.0
Phoenix Tower Pot 10000,1.0
Phoenix Tower Pot 15000,1.0
Phoenix Tower Pot 20000,1.0
Phoenix Tower Pot 25000,1.0
Phoenix Tower Pot 5000,1.0
Phoenix Tower Pot Avis Killer,1.0
Phoenix Tower Pot Phoenix Down,1.0
Pirate's Cave Chest Tent,4.0
Power Song from Crescent Town Power,2.0
Pyramid Chest 12000,1.0
Pyramid Chest 8000,4.0
Pyramid Chest 9000,3.0
Pyramid Chest Black Robe,2.0
Pyramid Chest Cabin,2.0
Pyramid Chest Crystal Armor,3.0
Pyramid Chest Cursed Ring,2.0
Pyramid Chest DarkMatter,3.0
Pyramid Chest DarkSuit,1.0
Pyramid Chest Earth Hammer,3.0
Pyramid Chest Elixir,4.0
Pyramid Chest Flame Shield,2.0
Pyramid Chest Gold Hairpin,3.0
Pyramid Chest Guard Ring,4.0
Pyramid Chest Ice Shield,4.0
Pyramid Chest Ribbon,1.0
Pyramid Chest Thornlet,3.0
Pyramid Chest White Robe,3.0
Pyramid Top Pyramid Tablet,3.0
Requiem Song at Kelb Requiem,2.0
Ribbon from girl in Rugor Ribbon,2.0
Rift (Castle) Chest ManEater,2.0
Rift (Castle) Chest Red Shoes,4.0
Rift (Castle) Chest Thor Hammer,4.0
Rift (Cave) Chest Angel Ring,2.0
Rift (Cave) Chest Coral Ring,2.0
Rift (Forest) Chest Lillith Rod,3.0
Rift (Ruins) Chest Cabin,2.0
Rift (Ruins) Chest Drain Sword,4.0
Rift (Ruins) Chest Elixir,1.0
Rift (Ruins) Chest Ether,3.0
Ruined City Chest Size,1.0
Ship Graveyard Chest Flail,2.0
Ship Graveyard Chest Phoenix Down,3.0
Ship Graveyard Chest Potion,4.0
Shiva New,4.0
Shiva Shiva,4.0
Sol Cannon New,4.0
Solitary Island Chest Crystal Helm,2.0
Solitary Island Chest DarkMatter,3.0
Solitary Island Chest DragonFang,2.0
Solitary Island Chest Elixir,0.0
Solitary Island Chest Ether,2.0
Solitary Island Chest Guard Ring,2.0
Solitary Island Chest Hi-Potion,3.0
Solitary Island Chest Protect Drink,2.0
Solitary Island Chest RisingSun,2.0
Steamship Chest Mythril Glove,3.0
Steamship Chest Thief's Glove,2.0
Temptation Song at Lix Charm,3.0
The Void Chest Elixir,1.0
The Void Chest Pinwheel,4.0
The Void Chest Ragnarok,3.0
Toad Event Toad,2.0
Top of the Falls Magic Lamp,1.0
Tule Barrel 150,3.0
Tule Barrel Potion,3.0
Tule Box Leather Shoes,3.0
Tycoon Castle Barrel Cabin,1.0
Tycoon Castle Barrel Elixir,4.0
Tycoon Castle Barrel Phoenix Down,3.0
Tycoon Castle Cabin Cabin,2.0
Tycoon Castle Chest Giyaman,3.0
Tycoon Castle Chest Katana,4.0
Tycoon Castle Pot Elixir,0.0
Tycoon Castle Pot Hi-Potion,2.0
Tycoon Castle Pot Maiden's Kiss,4.0
Tyrasaurus New,4.0
Walse Castle Barrel Tent,1.0
Walse Castle Box 490,3.0
Walse Castle Chest Elf Cape,3.0
Walse Castle Pot Drag,4.0
Walse Tower Chest GoGo,2.0
Walse Tower Chest Maiden's Kiss,3.0
Water Crystal Berserker,4.0
Water Crystal Samurai,2.0
Water Crystal TimeMage,2.0
Wind Crystal Monk,2.0
Wind Crystal Thief,2.0
Wind Crystal WhiteMage,3.0
Wind Shrine Chest Broadsword,1.0
Wind Shrine Chest Staff,2.0
Wind Shrine Chest Tent,3.0
WingRaptor New,4.0
