check,value
Istory Falls Chest Pinwheel,2.4864864864864864
Istory Falls Chest RuneEdge,2.403225806451613
Istory Falls Chest TurtleShell,2.235294117647059
Istory Falls Chest Wall Ring,2.3943661971830985
Jacole Cave Chest Shuriken,2.192982456140351
Jacole Cave Chest Tent,2.546875
Karlabos New,4.0
Karnak Castle Chest 2000,2.6666666666666665
Karnak Castle Chest Elf Cape,2.54
Karnak Castle Chest Elixir,2.27
Karnak Castle Chest Guardian,2.58
Karnak Castle Chest Gungnir,2.42
Karnak Castle Chest Ribbon,2.613861386138614
Karnak Castle Chest Shuriken,2.4554455445544554
Karnak Castle Chest Thunder Scroll,2.4554455445544554
Karnak Town Barrel Fire Rod,2.3508771929824563
Leviathan Esper Levia,2.315068493150685
Leviathan New,4.0
Life (or Strength) Song from Crescent Town bard Vitality,2.6
LiquiFlame New,4.0
Lone Wolf Barrel Cabin,1.7352941176470589
Lone Wolf Chest Thunder Whip,2.2435897435897436
Love Song at Istory Love,2.426470588235294
Magic Song at Ancient Library Magic,2.3846153846153846
Magisa & Forza Mythril Helm,2.515151515151515
Magisa & Forza New,4.0
Merugene New,4.0
Meteo Meteo,2.2941176470588234
Minotauros New,4.0
Mirage Vest from Chocobo Tour/Mirage Village Mirage Vest,2.342857142857143
Mirage Village Barrel Thief Knife,2.536231884057971
Moat Item Epee,2.3676470588235294
Moogle Cave Chest 4400,2.5737704918032787
Moogle Cave Chest Phoenix Down,2.287878787878788
Moogle Village Chest 1,2.514705882352941
Moogle Village Chest 10000,2.4305555555555554
Moogle Village Chest Cabin,2.287671232876712
Moogle Village Chest Dancing Dagger,2.410958904109589
Moogle Village Chest Elf Cape,2.328358208955224
Moogle Village Chest Ether,2.4393939393939394
Moogle Village Chest Phoenix Down,2.734375
Mua Forest Chest 2500,2.3230769230769233
Mua Forest Chest 4900,2.4516129032258065
Mua Forest Chest 9500,2.507042253521127
Mua Forest Chest Cabin,1.8604651162790697
Mua Forest Chest Elixir,2.3225806451612905
Mua Forest Chest Ether,2.04
Mua Forest Chest Flametongue,2.550724637681159
Mua Forest Chest Giant Drink,2.4210526315789473
Mua Forest Chest Morning Star,2.3970588235294117
Mua Forest Chest Phoenix Down,2.3461538461538463
Mua Forest Chest Soot,2.2933333333333334
Mua Town Barrel Guardian,2.527027027027027
North Mountain Chest Phoenix Down,2.4074074074074074
North Mountain Chest Soft,2.4411764705882355
Odin New,4.0
Odin Odin,2.396551724137931
Omniscient New,4.0
Phoenix Phenix,1.3058823529411765
Phoenix Tower Pot 10000,1.5494505494505495
Phoenix Tower Pot 15000,1.4408602150537635
Phoenix Tower Pot 20000,1.4375
Phoenix Tower Pot 25000,1.4395604395604396
Phoenix Tower Pot 5000,1.3932584269662922
Phoenix Tower Pot Avis Killer,1.603960396039604
Phoenix Tower Pot Phoenix Down,1.54
Pirate's Cave Chest 300,1.6712328767123288
Pirate's Cave Chest Ether,1.5696202531645569
Pirate's Cave Chest Leather Cap,1.644736842105263
Pirate's Cave Chest Tent,1.4246575342465753
Power Song from Crescent Town Power,2.4754098360655736
Puroboros New,4.0
Pyramid Chest 10000,2.4761904761904763
Pyramid Chest 12000,2.50561797752809
Pyramid Chest 8000,2.5568181818181817
Pyramid Chest 9000,2.5172413793103448
Pyramid Chest Black Robe,2.4653465346534653
Pyramid Chest Cabin,2.2588235294117647
Pyramid Chest Crystal Armor,2.5445544554455446
Pyramid Chest Cursed Ring,2.411764705882353
Pyramid Chest DarkMatter,2.623762376237624
Pyramid Chest DarkSuit,2.66
Pyramid Chest Earth Hammer,2.5
Pyramid Chest Elixir,2.351063829787234
Pyramid Chest Flame Shield,2.5247524752475248
Pyramid Chest Gold Hairpin,2.595505617977528
Pyramid Chest Guard Ring,2.489130434782609
Pyramid Chest Ice Shield,2.3564356435643563
Pyramid Chest Ribbon,2.4175824175824174
Pyramid Chest Thornlet,2.5176470588235293
Pyramid Chest White Robe,2.62
Pyramid Top Pyramid Tablet,2.5692307692307694
Requiem Song at Kelb Requiem,2.55
Ribbon from girl in Rugor Ribbon,2.6
Rift (Castle) Chest ManEater,2.6486486486486487
Rift (Castle) Chest Rainbow Dress,2.175675675675676
Rift (Castle) Chest Red Shoes,2.5223880597014925
Rift (Castle) Chest Running Shoes,2.4827586206896552
Rift (Castle) Chest Thor Hammer,2.356164383561644
Rift (Cave) Chest Angel Ring,2.338709677419355
Rift (Cave) Chest Coral Ring,2.3230769230769233
Rift (Forest) Chest DragonFang,2.4558823529411766
Rift (Forest) Chest Enhancer,2.3513513513513513
Rift (Forest) Chest Lillith Rod,2.161764705882353
Rift (Forest) Chest Ribbon,2.3230769230769233
Rift (Ruins) Chest Cabin,2.621212121212121
Rift (Ruins) Chest DarkMatter,2.5714285714285716
Rift (Ruins) Chest Drain Sword,2.408450704225352
Rift (Ruins) Chest Elixir,2.288135593220339
Rift (Ruins) Chest Ether,2.43859649122807
Ruined City Chest Shuriken,2.3037974683544302
Ruined City Chest Size,2.7288135593220337
Sandworm New,4.0
Sergeant & DeathClaw New,4.0
Ship Graveyard Box 990,2.358490566037736
Ship Graveyard Chest Antidote,2.2419354838709675
Ship Graveyard Chest Flail,2.482142857142857
Ship Graveyard Chest Phoenix Down,2.4411764705882355
Ship Graveyard Chest Potion,2.242424242424242
Ship Graveyard Chest Tent,2.1940298507462686
Shiva New,4.0
Shiva Shiva,2.4558823529411766
Shop Backdoor Lamia Harp,2.392405063291139
Siren New,4.0
Sol Cannon New,4.0
Solitary Island Chest 12000,2.492957746478873
Solitary Island Chest 9000,2.4383561643835616
Solitary Island Chest BeastKiller,2.267605633802817
Solitary Island Chest Circlet,2.353846153846154
Solitary Island Chest Crystal Helm,2.6842105263157894
Solitary Island Chest DarkMatter,2.2222222222222223
Solitary Island Chest DragonFang,2.3733333333333335
Solitary Island Chest Elixir,2.1733333333333333
Solitary Island Chest Ether,2.6623376623376624
Solitary Island Chest Guard Ring,2.54
Solitary Island Chest Hi-Potion,2.7972972972972974
Solitary Island Chest Protect Drink,2.608108108108108
Solitary Island Chest RisingSun,2.39
Speed Song at Surgate Speed,2.3333333333333335
Stalker New,4.0
Steamship Chest Cabin,2.476923076923077
Steamship Chest Elixir,2.5303030303030303
Steamship Chest Full Moon,2.5942028985507246
Steamship Chest GrnBeret,2.1971830985915495
Steamship Chest Mythril Glove,2.413793103448276
Steamship Chest Phoenix Down,2.4927536231884058
Steamship Chest Thief's Glove,2.476923076923077
Surgate Castle Chest 5000,2.3636363636363638
Surgate Castle Chest Float,2.2711864406779663
Syldra Syldra,1.4285714285714286
Temptation Song at Lix Charm,2.737704918032787
The Void Chest Elixir,2.242424242424242
The Void Chest Pinwheel,2.392857142857143
The Void Chest Ragnarok,2.71
Titan New,4.0
Titan Titan,2.515151515151515
Toad Event Toad,2.288135593220339
Top of the Falls Magic Lamp,2.5714285714285716
"Triton, Neregeid & Phobos New",4.0
Tule Barrel 150,2.608108108108108
Tule Barrel Potion,2.578125
Tule Box Leather Shoes,2.4285714285714284
Tule Box Tent,2.5789473684210527
Tule Bush Phoenix Down,2.3766233766233764
Tycoon Castle Barrel Cabin,2.142857142857143
Tycoon Castle Barrel Elixir,2.3661971830985915
Tycoon Castle Barrel Phoenix Down,2.3846153846153846
Tycoon Castle Cabin Cabin,2.1159420289855073
Tycoon Castle Chest Giyaman,2.2025316455696204
Tycoon Castle Chest Katana,2.2
Tycoon Castle Chest Shuriken,2.757575757575758
Tycoon Castle Pot Elixir,2.380281690140845
Tycoon Castle Pot Ether,1.9130434782608696
Tycoon Castle Pot Hi-Potion,2.36231884057971
Tycoon Castle Pot Maiden's Kiss,1.9714285714285715
Tycoon Castle Pot Phoenix Down,2.435483870967742
Tycoon Meteor Chest Phoenix Down,2.2142857142857144
Tyrasaurus New,4.0
Walse Castle Barrel Phoenix Down,2.388059701492537
Walse Castle Barrel Tent,2.1492537313432836
Walse Castle Box 490,2.388059701492537
Walse Castle Chest Elf Cape,2.5757575757575757
Walse Castle Pot 1000,2.1449275362318843
Walse Castle Pot Drag,2.338709677419355
Walse Tower Chest Ether,1.9726027397260273
Walse Tower Chest GoGo,2.324324324324324
Walse Tower Chest Maiden's Kiss,2.1884057971014492
Walse Tower Chest Silk robe,2.328767123287671
Walse Tower Chest Silver Armlet,2.3472222222222223
Walse Town Pot Glasses,2.4696969696969697
Water Crystal Berserker,2.5
Water Crystal MysticKnight,2.2318840579710146
Water Crystal Samurai,2.449275362318841
Water Crystal Summoner,2.3692307692307693
Water Crystal TimeMage,2.388888888888889
Wind Crystal BlackMage,2.5972222222222223
Wind Crystal BlueMage,2.380281690140845
Wind Crystal Knight,2.4545454545454546
Wind Crystal Monk,2.3692307692307693
Wind Crystal Thief,2.5652173913043477
Wind Crystal WhiteMage,2.2162162162162162
Wind Shrine Chest Broadsword,2.5294117647058822
Wind Shrine Chest Leather Cap,2.2857142857142856
Wind Shrine Chest Staff,2.5522388059701493
Wind Shrine Chest Tent,2.4918032786885247
WingRaptor New,4.0
