check,value
Phoenix Tower Pot Phoenix Down,1
Pirate's Cave Chest 300,1
Pirate's Cave Chest Ether,1
Pirate's Cave Chest Leather Cap,1
Pirate's Cave Chest Tent,1
Power Song from Crescent Town Power,4
Puroboros New,4
Pyramid Chest 10000,2
Pyramid Chest 12000,2
Pyramid Chest 8000,2
Pyramid Chest 9000,3
Pyramid Chest Black Robe,3
Pyramid Chest Cabin,2
Pyramid Chest Crystal Armor,4
Pyramid Chest Cursed Ring,1
Pyramid Chest DarkMatter,2
Pyramid Chest DarkSuit,1
Pyramid Chest Earth Hammer,4
Pyramid Chest Elixir,3
Pyramid Chest Flame Shield,3
Pyramid Chest Gold Hairpin,3
Pyramid Chest Guard Ring,2
Pyramid Chest Ice Shield,1
Pyramid Chest Ribbon,3
Pyramid Chest Thornlet,2
Pyramid Chest White Robe,4
Ribbon from girl in Rugor Ribbon,4
Rift (Castle) Chest Rainbow Dress,4
Rift (Cave) Chest Angel Ring,3
Rift (Cave) Chest Coral Ring,3
Rift (Forest) Chest Ribbon,3
Rift (Ruins) Chest Cabin,3
Rift (Ruins) Chest Drain Sword,2
Rift (Ruins) Chest Elixir,1
Ruined City Chest Shuriken,4
Ruined City Chest Size,4
Sandworm New,4
Sergeant & DeathClaw New,4
Ship Graveyard Chest Antidote,2
Ship Graveyard Chest Tent,2
Shiva New,4
Shop Backdoor Lamia Harp,1
Siren New,4
Solitary Island Chest Circlet,1
Solitary Island Chest DarkMatter,0
Solitary Island Chest DragonFang,3
Solitary Island Chest Ether,4
Solitary Island Chest Guard Ring,3
Solitary Island Chest Hi-Potion,3
Solitary Island Chest Protect Drink,2
Solitary Island Chest RisingSun,3
Speed Song at Surgate Speed,3
Stalker New,4
Steamship Chest Elixir,2
Steamship Chest Full Moon,2
Steamship Chest GrnBeret,2
Steamship Chest Mythril Glove,2
Steamship Chest Phoenix Down,1
Syldra Syldra,1
The Void Chest Elixir,1
The Void Chest Ragnarok,3
Titan Titan,2
Toad Event Toad,2
Top of the Falls Magic Lamp,3
"Triton, Neregeid & Phobos New",4
Tule Barrel 150,3
Tule Box Leather Shoes,3
Tule Bush Phoenix Down,2
Tycoon Castle Barrel Elixir,2
Tycoon Castle Cabin Cabin,1
Tycoon Castle Chest Katana,1
Tycoon Castle Pot Elixir,2
Tycoon Castle Pot Ether,1
Tycoon Castle Pot Hi-Potion,2
Tycoon Castle Pot Phoenix Down,2
Tycoon Meteor Chest Phoenix Down,2
Walse Castle Barrel Phoenix Down,3
Walse Castle Box 490,2
Walse Castle Pot 1000,3
Walse Tower Chest GoGo,3
Walse Tower Chest Silver Armlet,1
Water Crystal Berserker,2
Water Crystal MysticKnight,2
Water Crystal Samurai,4
Water Crystal Summoner,2
Wind Crystal BlackMage,2
Wind Crystal BlueMage,3
Wind Crystal Knight,2
Wind Shrine Chest Broadsword,2
WingRaptor New,4
