check,value
Istory Falls Chest RuneEdge,3.0
Istory Falls Chest TurtleShell,1.0
Karlabos New,4.0
Karnak Castle Chest Elf Cape,4.0
Karnak Castle Chest Elixir,3.0
Karnak Castle Chest Guardian,1.0
Karnak Castle Chest Gungnir,3.0
Karnak Castle Chest Ribbon,5.0
Karnak Castle Chest Shuriken,1.0
Karnak Castle Chest Thunder Scroll,1.0
Leviathan Esper Levia,3.0
Life (or Strength) Song from Crescent Town bard Vitality,1.0
Lone Wolf Barrel Cabin,4.0
Lone Wolf Chest Thunder Whip,2.0
Magisa & Forza Mythril Helm,2.0
Merugene New,4.0
Meteo Meteo,3.0
Mirage Vest from Chocobo Tour/Mirage Village Mirage Vest,3.0
Moat Item Epee,2.0
Moogle Village Chest 1,2.0
Moogle Village Chest 10000,2.0
Moogle Village Chest Elf Cape,3.0
Mua Forest Chest 9500,3.0
Mua Forest Chest Cabin,2.0
Mua Forest Chest Elixir,2.0
Mua Forest Chest Ether,2.0
Mua Forest Chest Flametongue,3.0
Mua Forest Chest Morning Star,3.0
Mua Forest Chest Phoenix Down,2.0
Mua Town Barrel Guardian,3.0
Odin New,4.0
Odin Odin,2.0
Phoenix Phenix,1.0
Phoenix Tower Pot 10000,1.0
Phoenix Tower Pot 15000,1.0
Phoenix Tower Pot 20000,2.0
Phoenix Tower Pot 25000,4.0
Phoenix Tower Pot 5000,2.0
Phoenix Tower Pot Avis Killer,2.0
Phoenix Tower Pot Phoenix Down,2.0
Pirate's Cave Chest 300,3.0
Pirate's Cave Chest Leather Cap,2.0
Power Song from Crescent Town Power,2.0
Pyramid Chest 10000,3.0
Pyramid Chest 12000,0.0
Pyramid Chest 8000,2.0
Pyramid Chest Black Robe,4.0
Pyramid Chest Cabin,1.0
Pyramid Chest Crystal Armor,3.0
Pyramid Chest Cursed Ring,3.0
Pyramid Chest DarkMatter,2.5
Pyramid Chest DarkSuit,3.0
Pyramid Chest Earth Hammer,2.0
Pyramid Chest Elixir,4.0
Pyramid Chest Flame Shield,3.0
Pyramid Chest Guard Ring,2.0
Pyramid Chest Ice Shield,1.0
Pyramid Chest Thornlet,2.0
Pyramid Chest White Robe,4.0
Pyramid Top Pyramid Tablet,1.0
Requiem Song at Kelb Requiem,1.0
Ribbon from girl in Rugor Ribbon,2.0
Rift (Castle) Chest Rainbow Dress,4.0
Rift (Castle) Chest Red Shoes,2.0
Rift (Cave) Chest Angel Ring,1.0
Rift (Cave) Chest Coral Ring,1.0
Rift (Forest) Chest DragonFang,1.0
Rift (Ruins) Chest Cabin,3.0
Rift (Ruins) Chest DarkMatter,3.0
Rift (Ruins) Chest Elixir,2.0
Rift (Ruins) Chest Ether,3.0
Ruined City Chest Shuriken,3.0
Ship Graveyard Chest Antidote,2.0
Ship Graveyard Chest Phoenix Down,2.0
Ship Graveyard Chest Potion,2.0
Ship Graveyard Chest Tent,3.0
Siren New,4.0
Sol Cannon New,4.0
Solitary Island Chest 12000,2.0
Solitary Island Chest 9000,3.0
Solitary Island Chest Circlet,1.0
Solitary Island Chest Crystal Helm,2.0
Solitary Island Chest DarkMatter,2.0
Solitary Island Chest DragonFang,3.0
Solitary Island Chest Elixir,4.0
Solitary Island Chest Ether,3.0
Solitary Island Chest Guard Ring,4.0
Solitary Island Chest Hi-Potion,2.0
Solitary Island Chest RisingSun,1.0
Steamship Chest Cabin,2.0
Steamship Chest Elixir,3.0
Steamship Chest Mythril Glove,2.0
Surgate Castle Chest 5000,1.0
Temptation Song at Lix Charm,3.0
The Void Chest Elixir,3.0
The Void Chest Pinwheel,2.0
The Void Chest Ragnarok,3.0
Titan New,4.0
Titan Titan,4.0
Toad Event Toad,1.0
Top of the Falls Magic Lamp,4.0
"Triton, Neregeid & Phobos New",4.0
Tule Barrel 150,1.0
Tule Barrel Potion,3.0
Tule Box Leather Shoes,4.0
Tule Box Tent,1.0
Tule Bush Phoenix Down,2.0
Tycoon Castle Barrel Cabin,1.0
Tycoon Castle Barrel Elixir,2.0
Tycoon Castle Cabin Cabin,2.0
Tycoon Castle Chest Katana,2.0
Tycoon Castle Pot Elixir,2.0
Tycoon Castle Pot Ether,2.0
Tycoon Castle Pot Hi-Potion,1.0
Tycoon Castle Pot Phoenix Down,4.0
Walse Castle Barrel Tent,2.0
Walse Castle Chest Elf Cape,3.0
Walse Castle Pot 1000,1.0
Walse Tower Chest Ether,1.0
Walse Tower Chest GoGo,4.0
Walse Tower Chest Maiden's Kiss,2.0
Walse Tower Chest Silver Armlet,3.0
Walse Town Pot Glasses,3.0
Water Crystal Berserker,3.0
Water Crystal MysticKnight,2.0
Wind Crystal Knight,2.0
Wind Crystal Thief,3.0
Wind Crystal WhiteMage,2.0
Wind Shrine Chest Broadsword,3.0
Wind Shrine Chest Staff,2.0
Wind Shrine Chest Tent,1.0
WingRaptor New,4.0
