check,reward,mib,reward_value,seed
12 Kuzar Events Flame Whip,FrogSong->TinySong->MoonFlut,,0,7691650
12 Kuzar Events Earth Bell,Darkness Bow,,1900,7691650
12 Kuzar Events Holy Lance,Power->Vitality Song,,0,7691650
12 Kuzar Events Masamune,Silver Harp,,400,7691650
12 Kuzar Events Wizard Rod,Ninja Job Crystal,,0,7691650
12 Kuzar Events Rune Axe,Armor->Shell->Wall->Dispel,,0,7691650
12 Kuzar Events Sage's Staff,L4Qrter->L3Flare->L2Old->L5Doom,,0,7691650
12 Kuzar Events Sasuke,Wind Spear,,2700,7691650
12 Kuzar Events Yoichi Bow,Kotetsu,,5900,7691650
Shiva Shiva,Apollo's Harp,,10000,7691650
Ifrit Ifrit,Control,,0,7691650
Water Crystal Samurai,Gold Hairpin,,15000,7691650
Water Crystal Berserker,Bard's Surplice,,500,7691650
Water Crystal MysticKnight,Epee Sword,,4200,7691650
Water Crystal TimeMage,DarkMatter,,25000,7691650
Water Crystal Summoner,Chemist Job Crystal,,0,7691650
Brave Blade Brave Blade,Silver Armlet,,250,7691650
Chicken Knife Chicken Knife,Bolt Black Magic Progressive,,0,7691650
Tycoon Castle Cabin Cabin,HP +X%,,0,7691650
Walse Tower Chest GoGo,Genji Armor,,15000,7691650
Pyramid Top Pyramid Tablet,DragonFang,,2500,7691650
Toad Event Toad,Flail,,390,7691650
Aegis Shield Chest Aegis Shield,Regen->Float->Reset->Xzone,,0,7691650
Lone Wolf Barrel Cabin,Cotton Robe,,150,7691650
Lone Wolf Chest Thunder Whip,GilToss,,0,7691650
Moat Item Epee,Mirage Vest,,5000,7691650
Shop Backdoor Lamia Harp,Giant's Gloves,,2500,7691650
Top of the Falls Magic Lamp,Flirt,,0,7691650
Wind Shrine Chest Broadsword,Enhancer,,10000,7691650
Beginner's House Chest Ether,12000 gil,,12000,7691650
Beginner's House Chest 100,Geomancer Job Crystal,,0,7691650
Beginner's House Chest Potion,Phoenix Down,,500,7691650
Beginner's House Chest Phoenix Down,Ogre Killer,,1600,7691650
Beginner's House Chest Tent,Dbl Grip,,0,7691650
Beginner's House Chest Leather Shoes,Antidote,MIB,15,7691650
Pirate's Cave Chest Leather Cap,8000 gil,,8000,7691650
Pirate's Cave Chest Tent,Cure White Magic Progressive,,0,7691650
Pirate's Cave Chest Ether,BlackMage Job Crystal,,0,7691650
Pirate's Cave Chest 300,Stealth Suit,,1500,7691650
Wind Shrine Chest Tent,White Ability Progressive,,0,7691650
Wind Shrine Chest Leather Cap,5000 gil,,5000,7691650
Wind Shrine Chest Staff,Golden Helm,,1750,7691650
Tule Barrel 150,Magic->Love@Song,,0,7691650
Tule Box Leather Shoes,DarkHood,,3250,7691650
Tule Barrel Potion,Remora->Shoat->Levia,,0,7691650
Tule Box Tent,Venom->Drain->Break,,0,7691650
Tule Bush Phoenix Down,Kodachi,,2550,7691650
Ship Graveyard Chest Flail,Mythril Helm,,275,7691650
Ship Graveyard Chest Phoenix Down,Sleep->Psych->Doom,,0,7691650
Ship Graveyard Chest Tent,Equip Whips,,0,7691650
Ship Graveyard Box 990,9500 gil,,9500,7691650
Ship Graveyard Chest Potion,5000 gil,,5000,7691650
Ship Graveyard Chest Antidote,Diamond Armlet,,2000,7691650
Carwen Barrel Antidote,Antidote,,15,7691650
Carwen Box Ice Rod,1000 gil,,1000,7691650
Carwen Pot 1000,9000 gil,,9000,7691650
North Mountain Chest Soft,Flash->Time Slip->DethClaw,,0,7691650
North Mountain Chest Phoenix Down,25000 gil,,25000,7691650
Walse Town Pot Glasses,Ice Black Magic Progressive,,0,7691650
Tycoon Castle Pot Hi-Potion,Hero Drink,,55,7691650
Tycoon Castle Pot Ether,12000 gil,,12000,7691650
Tycoon Castle Barrel Elixir,Dimen Ability Progressive,,0,7691650
Tycoon Castle Barrel Phoenix Down,Armor->Shell->Wall->Dispel,,0,7691650
Tycoon Castle Barrel Cabin,Thor Hammer,,15000,7691650
Tycoon Castle Pot Elixir,4900 gil,,4900,7691650
Tycoon Castle Pot Phoenix Down,White Ability Progressive,,0,7691650
Tycoon Castle Pot Maiden's Kiss,Ragnarok,,15000,7691650
Tycoon Castle Chest Shuriken,Thief's Glove,,1500,7691650
Tycoon Castle Chest Giyaman,9000 gil,,9000,7691650
Tycoon Castle Chest Katana,Katana,,2900,7691650
Walse Castle Chest Elf Cape,RuneEdge,,9500,7691650
Walse Castle Pot 1000,Bronze Shield,,145,7691650
Walse Castle Pot Drag,Combine,,0,7691650
Walse Castle Box 490,Kunai,,300,7691650
Walse Castle Barrel Tent,12000 gil,,12000,7691650
Walse Castle Barrel Phoenix Down,GbnPnch->Emision->Missle->Blwfsh,,0,7691650
Walse Tower Chest Silk robe,Observe,,0,7691650
Walse Tower Chest Maiden's Kiss,Armor->Shell->Wall->Dispel,,0,7691650
Walse Tower Chest Silver Armlet,Flash->Time Slip->DethClaw,,0,7691650
Walse Tower Chest Ether,Revive,,0,7691650
Tycoon Meteor Chest Phoenix Down,Silk robe,,250,7691650
Karnak Castle Chest Gungnir,Staff,MIB,100,7691650
Karnak Castle Chest Thunder Scroll,Tempest,MIB,15000,7691650
Karnak Castle Chest 2000,Eyedrop,MIB,10,7691650
Karnak Castle Chest Elixir,Lamia's Harp,MIB,1600,7691650
Karnak Castle Chest Ribbon,Mythril Knife,MIB,225,7691650
Karnak Castle Chest Shuriken,Bone Mail,MIB,15000,7691650
Karnak Castle Chest Elf Cape,Dragoon Lance,MIB,15000,7691650
Karnak Castle Chest Guardian,Wind Spear,,2700,7691650
Karnak Town Barrel Fire Rod,Strength,,2250,7691650
Steamship Chest Cabin,Steal,,0,7691650
Steamship Chest Phoenix Down,Coral Ring,,25000,7691650
Steamship Chest Elixir,Hide,,0,7691650
Steamship Chest GrnBeret,9000 gil,,9000,7691650
Steamship Chest Thief's Glove,Trident,,1350,7691650
Ancient Library Chest Ether,Counter,,0,7691650
Ancient Library Chest Phoenix Down,Summon Ability Progressive,,0,7691650
Ancient Library Chest Stealth Suit,Soot,,50,7691650
Jacole Cave Chest Shuriken,12000 gil,,12000,7691650
Jacole Cave Chest Tent,Yoichi Bow,,10000,7691650
Ruined City Chest Shuriken,9900 gil,,9900,7691650
Ruined City Chest Size,100 gil,,100,7691650
Flying Lonka Ruins Chest Golden Armor,Red1->Red2->Red3->X-Magic,,0,7691650
Flying Lonka Ruins Chest Elixir,MgcSword Ability Progressive,,0,7691650
Flying Lonka Ruins Chest Phoenix Down,Leather Shield,,45,7691650
Flying Lonka Ruins Chest Golden Shield,Thief Knife,,3400,7691650
Steamship Chest Mythril Glove,100 gil,,100,7691650
Steamship Chest Full Moon,Summon Ability Progressive,,0,7691650
Flying Lonka Ruins Chest Hi-Potion,10000 gil,,10000,7691650
Flying Lonka Ruins Chest 5000,Equip Shield,,0,7691650
Flying Lonka Ruins Chest Shuriken,Giant's Gloves,,2500,7691650
Flying Lonka Ruins Chest Ancient Sword,2000 gil,,2000,7691650
Flying Lonka Ruins Chest Full Moon,Sing,,0,7691650
Flying Lonka Ruins Chest Power Wrist,Leather Shield,,45,7691650
Flying Lonka Ruins Chest Ether,RedMage Job Crystal,,0,7691650
Flying Lonka Ruins Chest Cabin,Comet->Meteo,,0,7691650
Exdeath's Castle Chest Ether,1000 gil,,1000,7691650
Exdeath's Castle Chest Diamond Shield,Stealth Suit,,1500,7691650
Exdeath's Castle Chest Ice Shield,10000 gil,,10000,7691650
Exdeath's Castle Chest Elixir,Black Ability Progressive,,0,7691650
Exdeath's Castle Chest Gale Bow,Shiva->Ramuh->Ifrit->Bahmut,,0,7691650
Exdeath's Castle Chest IceBrand,Thunder Rod,,375,7691650
Exdeath's Castle Chest Kotetsu,Sylph->Crbnkl->Phenix->Syldra,,0,7691650
Exdeath's Castle Chest 9900,Equip Katana,,0,7691650
Exdeath's Castle Chest 8000,Full Moon,,550,7691650
Exdeath's Castle Chest DblLance,12000 gil,,12000,7691650
Exdeath's Castle Chest Partisan,Fire Black Magic Progressive,,0,7691650
Exdeath's Castle Chest Pinwheel,Cursed Ring,,2500,7691650
Moogle Cave Chest 4400,15000 gil,,15000,7691650
Moogle Cave Chest Phoenix Down,Life->Life2,,0,7691650
Moogle Village Chest Cabin,Mythril Spear,,395,7691650
Moogle Village Chest Dancing Dagger,Killer Bow,,2500,7691650
Moogle Village Chest 1,Lillith Rod,,1500,7691650
Moogle Village Chest 10000,Chocob->Titan->Golem->Odin,,0,7691650
Moogle Village Chest Phoenix Down,Shiva->Ramuh->Ifrit->Bahmut,,0,7691650
Moogle Village Chest Ether,Flame Scroll,,100,7691650
Moogle Village Chest Elf Cape,Javelin,,50,7691650
Bal Castle Chest Angel Gwn,5000 gil,,5000,7691650
Bal Castle Chest Hero Drink,9900 gil,,9900,7691650
Bal Castle Chest Exit,Giant Drink,,55,7691650
Hiryuu Valley Skull Bone Mail,MysticKnight Job Crystal,,0,7691650
Hiryuu Valley Chest 5000,Slumber Sword,,2800,7691650
Hiryuu Valley Chest Cabin,2000 gil,,2000,7691650
Hiryuu Valley Chest 7000,Ogre Killer,,1600,7691650
Hiryuu Valley Chest Coronet,4400 gil,,4400,7691650
Hiryuu Valley Chest Air Blade,150 gil,,150,7691650
Hiryuu Valley Chest Phoenix Down,9500 gil,,9500,7691650
Surgate Castle Chest 5000,Equip Rods,,0,7691650
Surgate Castle Chest Float,2500 gil,,2500,7691650
Barrier Tower Chest Drain Sword,Iron Shield,MIB,195,7691650
Barrier Tower Chest 9000,Red1->Red2->Red3->X-Magic,,0,7691650
Barrier Tower Chest 18000,Lumina Robe,,2000,7691650
Barrier Tower Chest Gold Hairpin,White Robe,MIB,4000,7691650
Mua Town Barrel Guardian,10000 gil,,10000,7691650
Mua Forest Chest 2500,Wizard Rod,,10000,7691650
Mua Forest Chest Ether,Ether,,750,7691650
Mua Forest Chest 4900,FrogSong->TinySong->MoonFlut,,0,7691650
Mua Forest Chest Phoenix Down,White Ability Progressive,,0,7691650
Mua Forest Chest 9500,Silver Bow,,750,7691650
Mua Forest Chest Soot,Equip Armors,,0,7691650
Mua Forest Chest Flametongue,Tent,,125,7691650
Mua Forest Chest Cabin,DblLance,,5400,7691650
Mua Forest Chest Giant Drink,Giant Drink,,55,7691650
Mua Forest Chest Elixir,Void->Demi->Qrter->Old,,0,7691650
Mua Forest Chest Morning Star,Morning Star,,3900,7691650
Solitary Island Chest Ether,Iron Helm,MIB,175,7691650
Solitary Island Chest DragonFang,Preemptive,,0,7691650
Pyramid Chest Elixir,Revivify,MIB,75,7691650
Pyramid Chest Black Robe,Avis Killer,MIB,10000,7691650
Pyramid Chest Thornlet,1000 gil,,1000,7691650
Pyramid Chest DarkMatter,OmegaMedl,,0,7691650
Pyramid Chest Crystal Armor,Phoenix Down,,500,7691650
Pyramid Chest Cursed Ring,Gold Hairpin,,15000,7691650
Pyramid Chest Ice Shield,Giant's Axe,MIB,20000,7691650
Pyramid Chest Flame Shield,Golden Helm,,1750,7691650
Pyramid Chest White Robe,Elf Cape,MIB,2000,7691650
Pyramid Chest DarkSuit,DblLance,,5400,7691650
Pyramid Chest 9000,Bard's Surplice,,500,7691650
Pyramid Chest 8000,Wonder Wand,,5000,7691650
Pyramid Chest Earth Hammer,Kaiser Knuckles,MIB,7500,7691650
Pyramid Chest 10000,Venom Rod,,750,7691650
Pyramid Chest Cabin,Morning Star,MIB,3900,7691650
Pyramid Chest 12000,Circlet,MIB,2250,7691650
Pyramid Chest Guard Ring,Lamia's Harp,MIB,1600,7691650
Pyramid Chest Ribbon,Battle Axe,,325,7691650
Pyramid Chest Gold Hairpin,Mythril Helm,MIB,275,7691650
Solitary Island Chest 12000,White Robe,,4000,7691650
Solitary Island Chest Hi-Potion,????->Fusion->Exploder->DrkShock,,0,7691650
Solitary Island Chest Protect Drink,Antdt->Image->Heal,,0,7691650
Solitary Island Chest BeastKiller,Defender Sword,,5500,7691650
Solitary Island Chest RisingSun,Tent,,125,7691650
Solitary Island Chest Guard Ring,Diamond Shield,,3000,7691650
Solitary Island Chest Crystal Helm,Knife,,75,7691650
Solitary Island Chest 9000,Tame,,0,7691650
Solitary Island Chest Elixir,Running Shoes,MIB,25000,7691650
Solitary Island Chest DarkMatter,GbnPnch->Emision->Missle->Blwfsh,,0,7691650
Solitary Island Chest Circlet,Shiva->Ramuh->Ifrit->Bahmut,,0,7691650
Fork Tower L. Chest Ether,Terrain,,0,7691650
Fork Tower L. Chest Wonder Wand,White Ability Progressive,,0,7691650
Fork Tower R. Chest Hi-Potion,Defender Sword,,5500,7691650
Fork Tower R. Chest Defender Sword,Dancing Dagger,,2900,7691650
Great Trench Chest Water Scroll,DarkMatter,,25000,7691650
Great Trench Chest Flame Ring,Haste->Exit->Hast2->Quick,,0,7691650
Great Trench Chest DragonFang,Diamond Helm,,3500,7691650
Great Trench Chest Ether,12000 gil,,12000,7691650
Great Trench Chest Phoenix Down,Rune Chime,,10000,7691650
Great Trench Chest Kaiser Knuckles,Dream Harp,,800,7691650
Istory Falls Chest Ether,Staff,,100,7691650
Istory Falls Chest TurtleShell,300 gil,,300,7691650
Istory Falls Chest Air Lance,Air Lance,,3400,7691650
Istory Falls Chest Giant Drink,Venom Axe,,4800,7691650
Istory Falls Chest RuneEdge,Red1->Red2->Red3->X-Magic,,0,7691650
Istory Falls Chest Guard Ring,Bard Job Crystal,,0,7691650
Istory Falls Chest Wall Ring,Sleep->Bio->Flare Sword,,0,7691650
Istory Falls Chest Phoenix Down,Phoenix Down,,500,7691650
Istory Falls Chest Enhancer,Thunder Scroll,,100,7691650
Istory Falls Chest 12000,Bandana,,1750,7691650
Istory Falls Chest Artemis Bow,18000 gil,,18000,7691650
Istory Falls Chest Pinwheel,Escape,,0,7691650
Istory Falls Chest Aegis Shield,8000 gil,,8000,7691650
Istory Falls Chest Giant's Axe,Bolt Sword Magic Progressive,,0,7691650
Phoenix Tower Pot 5000,Rod,MIB,100,7691650
Phoenix Tower Pot Phoenix Down,Broadsword,,140,7691650
Phoenix Tower Pot 10000,Javelin,MIB,50,7691650
Phoenix Tower Pot 15000,Water Scroll,,100,7691650
Phoenix Tower Pot 20000,Mythril Staff,,250,7691650
Phoenix Tower Pot Avis Killer,Bronze Helm,,125,7691650
Phoenix Tower Pot 25000,HiPotion,,180,7691650
Mirage Village Barrel Thief Knife,990 gil,,990,7691650
Rift (Ruins) Chest Ether,Rod,,100,7691650
Rift (Ruins) Chest Cabin,490 gil,,490,7691650
Rift (Ruins) Chest Elixir,Dragon's Whisker,,2200,7691650
Rift (Ruins) Chest DarkMatter,Dagger,,150,7691650
Rift (Ruins) Chest Drain Sword,Lamia's Tiara,,1250,7691650
Rift (Forest) Chest DragonFang,Thunder Whip,,1100,7691650
Rift (Forest) Chest Ribbon,Comet->Meteo,,0,7691650
Rift (Forest) Chest Enhancer,Excalibur,,10000,7691650
Rift (Forest) Chest Lillith Rod,Thunder Rod,,375,7691650
Rift (Cave) Chest Angel Ring,1000 gil,,1000,7691650
Rift (Cave) Chest Coral Ring,Orialcon,,1700,7691650
Rift (Castle) Chest Thor Hammer,Summon Ability Progressive,,0,7691650
Rift (Castle) Chest Running Shoes,Kunai,,300,7691650
Rift (Castle) Chest Red Shoes,990 gil,,990,7691650
Rift (Castle) Chest Rainbow Dress,Mythril Hammer,,525,7691650
Rift (Castle) Chest ManEater,White Ability Progressive,,0,7691650
The Void Chest Pinwheel,Crystal Armor,,6000,7691650
The Void Chest Elixir,Smoke,,0,7691650
The Void Chest Ragnarok,Lumina Robe,MIB,2000,7691650
WingRaptor New,Crystal Shield,,4500,7691650
Siren New,Angel Ring,,25000,7691650
Magisa & Forza New,Crystal Armor,,6000,7691650
Galura New,Excalibur,,10000,7691650
Sergeant & DeathClaw New,Assassin,,10000,7691650
Sandworm New,Genji Shield,,10000,7691650
ArchaeAvis New,Crystal Helm,,5250,7691650
Chim.Brain New,Sasuke,,10000,7691650
Puroboros New,Thor Hammer,,15000,7691650
Gilgamesh 2 New,Holy Lance,,10000,7691650
Tyrasaurus New,Defender Sword,,5500,7691650
"Triton, Neregeid & Phobos New",Coral Ring,,25000,7691650
Omniscient New,DblLance,,5400,7691650
Minotauros New,CornaJar,,5000,7691650
Leviathan New,Genji Helm,,12500,7691650
GoGo New,Holy Lance,,10000,7691650
Ifrit New,Ribbon,,17500,7691650
Shiva New,Enhancer,,10000,7691650
