check,value
Istory Falls Chest Ether,1
Istory Falls Chest Giant Drink,3
Istory Falls Chest Phoenix Down,2
Istory Falls Chest Pinwheel,0
Jacole Cave Chest Tent,4
Karnak Castle Chest 2000,1
Karnak Castle Chest Elf Cape,5
Karnak Castle Chest Elixir,2
Karnak Castle Chest Guardian,3
Karnak Castle Chest Gungnir,1
Karnak Castle Chest Ribbon,1
Karnak Castle Chest Shuriken,3
Karnak Castle Chest Thunder Scroll,4
Karnak Town Barrel Fire Rod,3
Leviathan Esper Levia,2
Leviathan New,4
Life (or Strength) Song from Crescent Town bard Vitality,2
Lone Wolf Barrel Cabin,1
Lone Wolf Chest Thunder Whip,2
Love Song at Istory Love,1
Magic Song at Ancient Library Magic,4
Magisa & Forza Mythril Helm,2
Magisa & Forza New,4
Minotauros New,4
Mirage Vest from Chocobo Tour/Mirage Village Mirage Vest,3
Moat Item Epee,4
Moogle Village Chest 1,3
Moogle Village Chest Cabin,2
Moogle Village Chest Dancing Dagger,3
Moogle Village Chest Elf Cape,1
Moogle Village Chest Ether,1
Mua Forest Chest 2500,4
Mua Forest Chest 9500,2
Mua Forest Chest Cabin,4
Mua Forest Chest Ether,1
Mua Forest Chest Flametongue,1
Mua Forest Chest Giant Drink,2
Mua Forest Chest Morning Star,2
Mua Forest Chest Soot,2
Omniscient New,4
Phoenix Phenix,1
Phoenix Tower Pot 10000,1
Phoenix Tower Pot 15000,1
Phoenix Tower Pot 20000,1
Phoenix Tower Pot 25000,1
Phoenix Tower Pot 5000,1
Phoenix Tower Pot Avis Killer,1
Phoenix Tower Pot Phoenix Down,1
Pirate's Cave Chest 300,3
Power Song from Crescent Town Power,4
Puroboros New,4
Pyramid Chest 10000,3
Pyramid Chest 12000,3
Pyramid Chest 8000,3
Pyramid Chest 9000,2
Pyramid Chest Black Robe,4
Pyramid Chest Cabin,2
Pyramid Chest Crystal Armor,2
Pyramid Chest Cursed Ring,4
Pyramid Chest DarkMatter,0
Pyramid Chest DarkSuit,4
Pyramid Chest Earth Hammer,3
Pyramid Chest Elixir,1
Pyramid Chest Flame Shield,3
Pyramid Chest Gold Hairpin,2
Pyramid Chest Guard Ring,2
Pyramid Chest Ice Shield,3
Pyramid Chest Ribbon,2
Pyramid Chest White Robe,4
Pyramid Top Pyramid Tablet,2
Requiem Song at Kelb Requiem,2
Ribbon from girl in Rugor Ribbon,2
Rift (Castle) Chest Rainbow Dress,2
Rift (Castle) Chest Running Shoes,2
Rift (Cave) Chest Coral Ring,3
Rift (Forest) Chest DragonFang,2
Rift (Forest) Chest Enhancer,4
Rift (Forest) Chest Lillith Rod,2
Rift (Ruins) Chest DarkMatter,1
Rift (Ruins) Chest Drain Sword,3
Rift (Ruins) Chest Elixir,4
Rift (Ruins) Chest Ether,1
Sandworm New,4
Sergeant & DeathClaw New,4
Ship Graveyard Chest Antidote,3
Ship Graveyard Chest Flail,2
Ship Graveyard Chest Tent,2
Shiva New,4
Shiva Shiva,3
Shop Backdoor Lamia Harp,3
Siren New,4
Solitary Island Chest 12000,3
Solitary Island Chest 9000,2
Solitary Island Chest BeastKiller,4
Solitary Island Chest Crystal Helm,1
Solitary Island Chest DragonFang,2
Solitary Island Chest Elixir,4
Solitary Island Chest Ether,2
Solitary Island Chest Guard Ring,4
Solitary Island Chest RisingSun,1
Speed Song at Surgate Speed,2
Steamship Chest Cabin,1
Steamship Chest Elixir,1
Steamship Chest Phoenix Down,4
Steamship Chest Thief's Glove,2
Surgate Castle Chest 5000,2
The Void Chest Elixir,2
The Void Chest Pinwheel,4
The Void Chest Ragnarok,3
Titan Titan,4
Toad Event Toad,2
Top of the Falls Magic Lamp,2
"Triton, Neregeid & Phobos New",4
Tule Box Leather Shoes,3
Tule Bush Phoenix Down,3
Tycoon Castle Barrel Cabin,4
Tycoon Castle Chest Katana,2
Tycoon Castle Chest Shuriken,3
Tycoon Castle Pot Hi-Potion,2
Tycoon Castle Pot Maiden's Kiss,5
Tycoon Meteor Chest Phoenix Down,1
Tyrasaurus New,4
Walse Castle Box 490,2
Walse Castle Chest Elf Cape,3
Walse Castle Pot 1000,1
Walse Castle Pot Drag,2
Walse Tower Chest Ether,2
Walse Tower Chest GoGo,4
Walse Tower Chest Silk robe,2
Water Crystal Berserker,2
Water Crystal MysticKnight,3
Water Crystal Samurai,4
Water Crystal TimeMage,2
Wind Crystal BlackMage,3
Wind Crystal BlueMage,4
Wind Crystal Knight,2
Wind Crystal Thief,2
Wind Crystal WhiteMage,3
Wind Shrine Chest Broadsword,4
Wind Shrine Chest Staff,3
WingRaptor New,4
