check,reward,mib,seed
Tule Bush Phoenix Down,Rune Axe,,6115178
Ship Graveyard Chest Flail,1000 gil,,6115178
Ship Graveyard Chest Phoenix Down,Speed->Requiem Song,,6115178
Ship Graveyard Chest Tent,Ribbon,,6115178
Ship Graveyard Box 990,Shiva->Ramuh->Ifrit->Bahmut,,6115178
Ship Graveyard Chest Potion,Dimen Ability Progressive,,6115178
Ship Graveyard Chest Antidote,8000 gil,,6115178
Carwen Barrel Antidote,Maiden's Kiss,,6115178
Carwen Box Ice Rod,9500 gil,,6115178
Carwen Pot 1000,Red1->Red2->Red3->X-Magic,,6115178
North Mountain Chest Soft,Thief Job Crystal,,6115178
North Mountain Chest Phoenix Down,9000 gil,,6115178
Walse Town Pot Glasses,Bolt Black Magic Progressive,,6115178
Tycoon Castle Pot Hi-Potion,Mythril Armor,,6115178
Tycoon Castle Pot Ether,DoomCut,,6115178
Tycoon Castle Barrel Elixir,Golden Armor,,6115178
Tycoon Castle Barrel Phoenix Down,Golem,,6115178
Tycoon Castle Barrel Cabin,Bard's Surplice,,6115178
Tycoon Castle Pot Elixir,Catch,,6115178
Tycoon Castle Pot Phoenix Down,Diamond Helm,,6115178
Tycoon Castle Pot Maiden's Kiss,2500 gil,,6115178
Tycoon Castle Chest Shuriken,Epee Sword,,6115178
Tycoon Castle Chest Giyaman,9000 gil,,6115178
Tycoon Castle Chest Katana,OmegaMedl,,6115178
Walse Castle Chest Elf Cape,Bolt Sword Magic Progressive,,6115178
Walse Castle Pot 1000,Tricorn Hat,,6115178
Walse Castle Pot Drag,Forged,,6115178
Walse Castle Box 490,Mythril Armor,,6115178
Walse Castle Barrel Tent,Gauntlets,,6115178
Walse Castle Barrel Phoenix Down,RuneEdge,,6115178
Walse Tower Chest Silk robe,Haste->Exit->Hast2->Quick,,6115178
Walse Tower Chest Maiden's Kiss,Summon Ability Progressive,,6115178
Walse Tower Chest Silver Armlet,9900 gil,,6115178
Walse Tower Chest Ether,25000 gil,,6115178
Tycoon Meteor Chest Phoenix Down,Phoenix Down,,6115178
Karnak Castle Chest Gungnir,RegalCut,MIB,6115178
Karnak Castle Chest Thunder Scroll,Gale Bow,,6115178
Karnak Castle Chest 2000,Lumina Robe,MIB,6115178
Karnak Castle Chest Elixir,Golden Shield,MIB,6115178
Karnak Castle Chest Ribbon,Gaia Gear,MIB,6115178
Karnak Castle Chest Shuriken,Ribbon,,6115178
Karnak Castle Chest Elf Cape,Rune Axe,,6115178
Karnak Castle Chest Guardian,TurtleShell,MIB,6115178
Karnak Town Barrel Fire Rod,DragonFang,,6115178
Steamship Chest Cabin,Tame,,6115178
Steamship Chest Phoenix Down,Armor->Shell->Wall->Dispel,,6115178
Steamship Chest Elixir,Combine,,6115178
Steamship Chest GrnBeret,Bizen,,6115178
Steamship Chest Thief's Glove,12000 gil,,6115178
Ancient Library Chest Ether,9000 gil,,6115178
Ancient Library Chest Phoenix Down,9000 gil,,6115178
Ancient Library Chest Stealth Suit,????->Fusion->Exploder->DrkShock,,6115178
Jacole Cave Chest Shuriken,100 gil,,6115178
Jacole Cave Chest Tent,2000 gil,,6115178
Ruined City Chest Shuriken,Bolt Sword Magic Progressive,,6115178
Ruined City Chest Size,Silver Armlet,,6115178
Flying Lonka Ruins Chest Golden Armor,Summon Ability Progressive,,6115178
Flying Lonka Ruins Chest Elixir,Agility,,6115178
Flying Lonka Ruins Chest Phoenix Down,Blue,,6115178
Flying Lonka Ruins Chest Golden Shield,GilToss,,6115178
Steamship Chest Mythril Glove,10000 gil,,6115178
Steamship Chest Full Moon,Mute->Psych->Holy Sword,,6115178
Flying Lonka Ruins Chest Hi-Potion,Knife,,6115178
Flying Lonka Ruins Chest 5000,DrgnCrest,,6115178
Flying Lonka Ruins Chest Shuriken,????->Fusion->Exploder->DrkShock,,6115178
Flying Lonka Ruins Chest Ancient Sword,1000 gil,,6115178
Flying Lonka Ruins Chest Full Moon,8000 gil,,6115178
Flying Lonka Ruins Chest Power Wrist,DoomCut,,6115178
Flying Lonka Ruins Chest Ether,White Ability Progressive,,6115178
Flying Lonka Ruins Chest Cabin,Leather Shoes,,6115178
Exdeath's Castle Chest Ether,Golden Armor,,6115178
Exdeath's Castle Chest Diamond Shield,12000 gil,,6115178
Exdeath's Castle Chest Ice Shield,MysticKnight Job Crystal,,6115178
Exdeath's Castle Chest Elixir,Black Robe,,6115178
Exdeath's Castle Chest Gale Bow,Running Shoes,,6115178
Exdeath's Castle Chest IceBrand,Dagger,,6115178
Exdeath's Castle Chest Kotetsu,Kotetsu,,6115178
Exdeath's Castle Chest 9900,Air Blade,,6115178
Exdeath's Castle Chest 8000,Dimen Ability Progressive,,6115178
Exdeath's Castle Chest DblLance,BlueMage Job Crystal,,6115178
Exdeath's Castle Chest Partisan,Potion,,6115178
Exdeath's Castle Chest Pinwheel,Fire Black Magic Progressive,,6115178
Moogle Cave Chest 4400,5000 gil,,6115178
Moogle Cave Chest Phoenix Down,Aero Blue Magic Progressive,,6115178
Moogle Village Chest Cabin,Equip Bows,,6115178
Moogle Village Chest Dancing Dagger,100 gil,,6115178
Moogle Village Chest 1,Equip Swords,,6115178
Moogle Village Chest 10000,Summon Ability Progressive,,6115178
Moogle Village Chest Phoenix Down,White Ability Progressive,,6115178
Moogle Village Chest Ether,Knife,,6115178
Moogle Village Chest Elf Cape,150 gil,,6115178
Bal Castle Chest Angel Gwn,FrogSong->TinySong->MoonFlut,,6115178
Bal Castle Chest Hero Drink,990 gil,,6115178
Bal Castle Chest Exit,Plumed Hat,,6115178
Hiryuu Valley Skull Bone Mail,Mute->Size->Bersk,,6115178
Hiryuu Valley Chest 5000,Speed->Requiem Song,,6115178
Hiryuu Valley Chest Cabin,2000 gil,,6115178
Hiryuu Valley Chest 7000,Armor->Shell->Wall->Dispel,,6115178
Hiryuu Valley Chest Coronet,Condemn->Roulette->AquaRake,,6115178
Hiryuu Valley Chest Air Blade,2000 gil,,6115178
Hiryuu Valley Chest Phoenix Down,1000 gil,,6115178
Surgate Castle Chest 5000,Remora->Shoat->Levia,,6115178
Surgate Castle Chest Float,10000 gil,,6115178
Barrier Tower Chest Drain Sword,Diamond Helm,,6115178
Barrier Tower Chest 9000,War Hammer,MIB,6115178
Barrier Tower Chest 18000,Brave Blade,MIB,6115178
Barrier Tower Chest Gold Hairpin,DoomCut,,6115178
Mua Town Barrel Guardian,5000 gil,,6115178
Mua Forest Chest 2500,Medicine,,6115178
Mua Forest Chest Ether,12000 gil,,6115178
Mua Forest Chest 4900,Mythril Shield,,6115178
Mua Forest Chest Phoenix Down,Power->Vitality Song,,6115178
Mua Forest Chest 9500,12000 gil,,6115178
Mua Forest Chest Soot,Dancing Dagger,,6115178
Mua Forest Chest Flametongue,Iron Armor,,6115178
Mua Forest Chest Cabin,Regen->Float->Reset->Xzone,,6115178
Mua Forest Chest Giant Drink,Dance,,6115178
Mua Forest Chest Elixir,Antidote,,6115178
Mua Forest Chest Morning Star,Morning Star,,6115178
Solitary Island Chest Ether,Fire Bow,,6115178
Solitary Island Chest DragonFang,Slow->Stop->Slow2,,6115178
Pyramid Chest Elixir,Guard Ring,,6115178
Pyramid Chest Black Robe,Sasuke,,6115178
Pyramid Chest Thornlet,Silver Armlet,,6115178
Pyramid Chest DarkMatter,Elf Cape,MIB,6115178
Pyramid Chest Crystal Armor,Coral Ring,MIB,6115178
Pyramid Chest Cursed Ring,Magus,MIB,6115178
Pyramid Chest Ice Shield,Strength,,6115178
Pyramid Chest Flame Shield,Bandana,MIB,6115178
Pyramid Chest White Robe,Black Robe,MIB,6115178
Pyramid Chest DarkSuit,Tinkerbell,,6115178
Pyramid Chest 9000,Whip,MIB,6115178
Pyramid Chest 8000,Flame Scroll,MIB,6115178
Pyramid Chest Earth Hammer,Knife,,6115178
Pyramid Chest 10000,Coral Ring,,6115178
Pyramid Chest Cabin,Judgement Staff,MIB,6115178
Pyramid Chest 12000,Bronze Shield,,6115178
Pyramid Chest Guard Ring,Gaia Gear,MIB,6115178
Pyramid Chest Ribbon,Ribbon,,6115178
Pyramid Chest Gold Hairpin,L4Qrter->L3Flare->L2Old->L5Doom,,6115178
Solitary Island Chest 12000,Gold Hairpin,,6115178
Solitary Island Chest Hi-Potion,Ice Sword Magic Progressive,,6115178
Solitary Island Chest Protect Drink,Crystal Shield,,6115178
Solitary Island Chest BeastKiller,Knife,,6115178
Solitary Island Chest RisingSun,Murasume,,6115178
Solitary Island Chest Guard Ring,Kunai,,6115178
Solitary Island Chest Crystal Helm,Kodachi,MIB,6115178
Solitary Island Chest 9000,L4Qrter->L3Flare->L2Old->L5Doom,,6115178
Solitary Island Chest Elixir,Cursed Ring,,6115178
Solitary Island Chest DarkMatter,Maiden's Kiss,MIB,6115178
Solitary Island Chest Circlet,Toad->Bio->Flare,,6115178
Fork Tower L. Chest Ether,300 gil,,6115178
Fork Tower L. Chest Wonder Wand,MP +X%,,6115178
Fork Tower R. Chest Hi-Potion,Haste->Exit->Hast2->Quick,,6115178
Fork Tower R. Chest Defender Sword,Elf Cape,,6115178
Great Trench Chest Water Scroll,1000 gil,,6115178
Great Trench Chest Flame Ring,Full Moon,,6115178
Great Trench Chest DragonFang,Wizard Rod,,6115178
Great Trench Chest Ether,10000 gil,,6115178
Great Trench Chest Phoenix Down,Giant Drink,,6115178
Great Trench Chest Kaiser Knuckles,Kaiser Knuckles,,6115178
Istory Falls Chest Ether,Crystal Shield,,6115178
Istory Falls Chest TurtleShell,Regen->Float->Reset->Xzone,,6115178
Istory Falls Chest Air Lance,Chain Whip,,6115178
Istory Falls Chest Giant Drink,Running Shoes,,6115178
Istory Falls Chest RuneEdge,Knight Job Crystal,,6115178
Istory Falls Chest Guard Ring,Equip Ribbon,,6115178
Istory Falls Chest Wall Ring,Wall Ring,,6115178
Istory Falls Chest Phoenix Down,Cursed Shield,,6115178
Istory Falls Chest Enhancer,Plumed Hat,,6115178
Istory Falls Chest 12000,4900 gil,,6115178
Istory Falls Chest Artemis Bow,8000 gil,,6115178
Istory Falls Chest Pinwheel,Bronze Shield,,6115178
Istory Falls Chest Aegis Shield,Coral Ring,,6115178
Istory Falls Chest Giant's Axe,Silver Bow,,6115178
Phoenix Tower Pot 5000,5000 gil,,6115178
Phoenix Tower Pot Phoenix Down,GrnBeret,,6115178
Phoenix Tower Pot 10000,Leather Shield,MIB,6115178
Phoenix Tower Pot 15000,Air Lance,MIB,6115178
Phoenix Tower Pot 20000,Silk robe,MIB,6115178
Phoenix Tower Pot Avis Killer,Silver Armlet,,6115178
Phoenix Tower Pot 25000,Tempest,MIB,6115178
Mirage Village Barrel Thief Knife,10000 gil,,6115178
Rift (Ruins) Chest Ether,Iron Helm,,6115178
Rift (Ruins) Chest Cabin,Mythril Helm,,6115178
Rift (Ruins) Chest Elixir,Chicken Knife,,6115178
Rift (Ruins) Chest DarkMatter,Hunter Job Crystal,,6115178
Rift (Ruins) Chest Drain Sword,Elixir,,6115178
Rift (Forest) Chest DragonFang,Ragnarok,,6115178
Rift (Forest) Chest Ribbon,Artemis Bow,,6115178
Rift (Forest) Chest Enhancer,1000 gil,,6115178
Rift (Forest) Chest Lillith Rod,Equip Katana,,6115178
Rift (Cave) Chest Angel Ring,4400 gil,,6115178
Rift (Cave) Chest Coral Ring,20000 gil,,6115178
Rift (Castle) Chest Thor Hammer,Potion,,6115178
Rift (Castle) Chest Running Shoes,Shiva->Ramuh->Ifrit->Bahmut,,6115178
Rift (Castle) Chest Red Shoes,Elixir,,6115178
Rift (Castle) Chest Rainbow Dress,Thunder Scroll,,6115178
Rift (Castle) Chest ManEater,Gungnir,,6115178
The Void Chest Pinwheel,9900 gil,,6115178
The Void Chest Elixir,Regen->Float->Reset->Xzone,,6115178
The Void Chest Ragnarok,Chain Whip,MIB,6115178
Byblos New,Mirage Vest,,6115178
Karlabos New,Aegis Shield,,6115178
Galura New,Dragon's Whisker,,6115178
Sergeant & DeathClaw New,Rune Axe,,6115178
ArchaeAvis New,CornaJar,,6115178
Puroboros New,Genji Helm,,6115178
Gilgamesh 1 New,Diamond Shield,,6115178
Gilgamesh 2 New,Ribbon,,6115178
Tyrasaurus New,Crystal Armor,,6115178
Gilgamesh 3 & Enkidou New,Tempest,,6115178
Guardians New,Running Shoes,,6115178
Carbunkle New,Running Shoes,,6115178
Gilgamesh 4 New,Running Shoes,,6115178
"Triton, Neregeid & Phobos New",Artemis Bow,,6115178
Omniscient New,Flame Ring,,6115178
Stalker New,Magic Lamp,,6115178
GoGo New,Masamune,,6115178
Ifrit New,DoomCut,,6115178
Wind Crystal Knight,Summon Ability Progressive,,9968623
Wind Crystal BlueMage,L4Qrter->L3Flare->L2Old->L5Doom,,9968623
Wind Crystal BlackMage,Dimen Ability Progressive,,9968623
Wind Crystal WhiteMage,GuardOff->Hammer->MghtyGrd,,9968623
Wind Crystal Monk,Barrier,,9968623
Wind Crystal Thief,Toad->Bio->Flare,,9968623
Fire Crystal Mediator,Equip Shield,,9968623
Fire Crystal Geomancer,Angel Ring,,9968623
Fire Crystal Ninja,HP +X%,,9968623
Black Choco Crystals Bard,Silver Bow,,9968623
Black Choco Crystals Hunter,Staff of Light,,9968623
Earth Crystal Samurai,????->Fusion->Exploder->DrkShock,,9968623
Earth Crystal Dragoon,Flash->Time Slip->DethClaw,,9968623
Earth Crystal Chemist,GrnBeret,,9968623
Earth Crystal Dancer,Cabin,,9968623
Leviathan Esper Levia,Iron Helm,,9968623
Titan Titan,White Ability Progressive,,9968623
Carbuncle Crbnkl,Silk robe,,9968623
Syldra Syldra,Speed Drink,,9968623
Odin Odin,Chicken Knife,,9968623
Phoenix Phenix,Staff,,9968623
Bahamut Bahmut,Void->Demi->Qrter->Old,,9968623
Life (or Strength) Song from Crescent Town bard Vitality,Earth Hammer,,9968623
Temptation Song at Lix Charm,Lumina Robe,,9968623
Love Song at Istory Love,Venom->Drain->Break Sword,,9968623
Requiem Song at Kelb Requiem,Diamond Armor,,9968623
Speed Song at Surgate Speed,Sleep->Bio->Flare Sword,,9968623
Magic Song at Ancient Library Magic,Chocob->Titan->Golem->Odin,,9968623
Power Song from Crescent Town Power,White Ability Progressive,,9968623
Hero Song from Crescent Town Hero,MgcSword Ability Progressive,,9968623
"Fork Tower, two Magics Holy",GilToss,,9968623
"Fork Tower, two Magics Flare",White Ability Progressive,,9968623
Meteo Meteo,Eyedrop,,9968623
"5 potions in Wind Shrine, bottom left guy Potion",Bandana,,9968623
"8 potions, Pirate after Torna Canal Key acquired Potion",Morning Star,,9968623
Chancellor at Tycoon Healing Staff,Smoke,,9968623
Magisa & Forza Mythril Helm,Sleep->Bio->Flare Sword,,9968623
CornaJar at Kelb CornaJar,Red Shoes,,9968623
Ribbon from girl in Rugor Ribbon,Agility,,9968623
Mirage Vest from Chocobo Tour/Mirage Village Mirage Vest,Leather Shield,,9968623
12 Kuzar Events Assassin,Samurai Job Crystal,,9968623
12 Kuzar Events Apollo's Harp,Shuriken,,9968623
12 Kuzar Events Excalibur,Ninja Job Crystal,,9968623
12 Kuzar Events Flame Whip,Lamia's Harp,,9968623
12 Kuzar Events Earth Bell,Antdt->Image->Heal,,9968623
12 Kuzar Events Holy Lance,Earth Bell,,9968623
12 Kuzar Events Masamune,Ogre Killer,,9968623
12 Kuzar Events Wizard Rod,Berserker Job Crystal,,9968623
12 Kuzar Events Rune Axe,DblLance,,9968623
12 Kuzar Events Sage's Staff,Summon Ability Progressive,,9968623
12 Kuzar Events Sasuke,AntiMagic Bow,,9968623
12 Kuzar Events Yoichi Bow,Speed->Requiem Song,,9968623
Shiva Shiva,Full Moon,,9968623
Ifrit Ifrit,White Robe,,9968623
Water Crystal Samurai,Analyze,,9968623
Water Crystal Berserker,Orialcon,,9968623
Water Crystal MysticKnight,Mute->Psych->Holy Sword,,9968623
Water Crystal TimeMage,Assassin,,9968623
Water Crystal Summoner,BeastKiller,,9968623
Brave Blade Brave Blade,Brave Blade,,9968623
Chicken Knife Chicken Knife,Bard Job Crystal,,9968623
Tycoon Castle Cabin Cabin,Chemist Job Crystal,,9968623
Walse Tower Chest GoGo,Thunder Whip,,9968623
Pyramid Top Pyramid Tablet,????->Fusion->Exploder->DrkShock,,9968623
Toad Event Toad,L4Qrter->L3Flare->L2Old->L5Doom,,9968623
Aegis Shield Chest Aegis Shield,Leather Shoes,,9968623
Lone Wolf Barrel Cabin,Cabin,,9968623
Lone Wolf Chest Thunder Whip,BeastKiller,,9968623
Moat Item Epee,Battle Axe,,9968623
Shop Backdoor Lamia Harp,Bronze Shield,,9968623
Top of the Falls Magic Lamp,Vampire->MindBlst->WhiteWind,,9968623
Wind Shrine Chest Broadsword,DragonFang,,9968623
Beginner's House Chest Ether,4400 gil,,9968623
Beginner's House Chest 100,Shiva->Ramuh->Ifrit->Bahmut,,9968623
Beginner's House Chest Potion,Image,,9968623
Beginner's House Chest Phoenix Down,Flash->Time Slip->DethClaw,,9968623
Beginner's House Chest Tent,Scan->Charm->Holy,,9968623
Beginner's House Chest Leather Shoes,Mirage Vest,,9968623
Pirate's Cave Chest Leather Cap,Plumed Hat,,9968623
Pirate's Cave Chest Tent,Cabin,,9968623
Pirate's Cave Chest Ether,DmgFloor,,9968623
Pirate's Cave Chest 300,Elven Bow,,9968623
Wind Shrine Chest Tent,1000 gil,,9968623
Wind Shrine Chest Leather Cap,Summoner Job Crystal,,9968623
Wind Shrine Chest Staff,1000 gil,,9968623
Tule Barrel 150,Dragon's Whisker,MIB,9968623
Tule Box Leather Shoes,Freelancer Job Crystal,,9968623
Tule Barrel Potion,Life->Life2,,9968623
Tule Box Tent,Mimic Job Crystal,,9968623
Tule Bush Phoenix Down,Control,,9968623
Ship Graveyard Chest Flail,20000 gil,,9968623
Ship Graveyard Chest Phoenix Down,4400 gil,,9968623
Ship Graveyard Chest Tent,Fire Black Magic Progressive,,9968623
Ship Graveyard Box 990,Circlet,,9968623
Ship Graveyard Chest Potion,Killer Bow,,9968623
Ship Graveyard Chest Antidote,Sing,,9968623
Carwen Barrel Antidote,990 gil,,9968623
Carwen Box Ice Rod,12000 gil,,9968623
Carwen Pot 1000,DiamndPlt,,9968623
North Mountain Chest Soft,2000 gil,,9968623
North Mountain Chest Phoenix Down,300 gil,,9968623
Walse Town Pot Glasses,Golem,,9968623
Tycoon Castle Pot Hi-Potion,100 gil,,9968623
Tycoon Castle Pot Ether,GbnPnch->Emision->Missle->Blwfsh,,9968623
Tycoon Castle Barrel Elixir,Leather Cap,,9968623
Tycoon Castle Barrel Phoenix Down,Diamond Helm,,9968623
Tycoon Castle Barrel Cabin,Giant Drink,,9968623
Tycoon Castle Pot Elixir,Elixir,,9968623
Tycoon Castle Pot Phoenix Down,Antdt->Image->Heal,,9968623
Tycoon Castle Pot Maiden's Kiss,490 gil,,9968623
Tycoon Castle Chest Shuriken,8000 gil,,9968623
Tycoon Castle Chest Giyaman,25000 gil,,9968623
Tycoon Castle Chest Katana,TimeMage Job Crystal,,9968623
Walse Castle Chest Elf Cape,Gauntlets,,9968623
Walse Castle Pot 1000,Golden Armor,,9968623
Walse Castle Pot Drag,1000 gil,,9968623
Walse Castle Box 490,Pray,,9968623
Walse Castle Barrel Tent,Black Ability Progressive,,9968623
Walse Castle Barrel Phoenix Down,9000 gil,,9968623
Walse Tower Chest Silk robe,Drain Sword,,9968623
Walse Tower Chest Maiden's Kiss,Genji Gloves,,9968623
Walse Tower Chest Silver Armlet,FrogSong->TinySong->MoonFlut,,9968623
Walse Tower Chest Ether,Chain Whip,,9968623
Tycoon Meteor Chest Phoenix Down,5000 gil,,9968623
Karnak Castle Chest Gungnir,Bone Mail,MIB,9968623
Karnak Castle Chest Thunder Scroll,Antidote,MIB,9968623
Karnak Castle Chest 2000,Mythril Sword,MIB,9968623
Karnak Castle Chest Elixir,DarkMatter,MIB,9968623
Karnak Castle Chest Ribbon,Golden Armor,MIB,9968623
Karnak Castle Chest Shuriken,DragonFang,,9968623
Karnak Castle Chest Elf Cape,Coronet,,9968623
Karnak Castle Chest Guardian,Elixir,MIB,9968623
Karnak Town Barrel Fire Rod,Mute->Size->Bersk,,9968623
Steamship Chest Cabin,5000 gil,,9968623
Steamship Chest Phoenix Down,Dimen Ability Progressive,,9968623
Steamship Chest Elixir,RuneEdge,,9968623
Steamship Chest GrnBeret,9000 gil,,9968623
Steamship Chest Thief's Glove,Slumber Sword,,9968623
Ancient Library Chest Ether,2500 gil,,9968623
Ancient Library Chest Phoenix Down,Leather Armor,,9968623
Ancient Library Chest Stealth Suit,9000 gil,,9968623
Jacole Cave Chest Shuriken,5000 gil,,9968623
Jacole Cave Chest Tent,Iron Helm,,9968623
Ruined City Chest Shuriken,Whip,,9968623
Ruined City Chest Size,Sleep->Bio->Flare Sword,,9968623
Flying Lonka Ruins Chest Golden Armor,FrogSong->TinySong->MoonFlut,,9968623
Flying Lonka Ruins Chest Elixir,4900 gil,,9968623
Flying Lonka Ruins Chest Phoenix Down,Aero Blue Magic Progressive,,9968623
Flying Lonka Ruins Chest Golden Shield,GrnBeret,,9968623
Steamship Chest Mythril Glove,2500 gil,,9968623
Steamship Chest Full Moon,2000 gil,,9968623
Flying Lonka Ruins Chest Hi-Potion,Ragnarok,,9968623
Flying Lonka Ruins Chest 5000,Ice Sword Magic Progressive,,9968623
Flying Lonka Ruins Chest Shuriken,Giant Drink,,9968623
Flying Lonka Ruins Chest Ancient Sword,BeastKiller,,9968623
Flying Lonka Ruins Chest Full Moon,9900 gil,,9968623
Flying Lonka Ruins Chest Power Wrist,Flame Scroll,,9968623
Flying Lonka Ruins Chest Ether,Remora->Shoat->Levia,,9968623
Flying Lonka Ruins Chest Cabin,Speed Drink,,9968623
Exdeath's Castle Chest Ether,9000 gil,,9968623
Exdeath's Castle Chest Diamond Shield,Protect Drink,,9968623
Exdeath's Castle Chest Ice Shield,Drink,,9968623
Exdeath's Castle Chest Elixir,Giant's Axe,,9968623
Exdeath's Castle Chest Gale Bow,HiPotion,,9968623
Exdeath's Castle Chest IceBrand,Giyaman,,9968623
Exdeath's Castle Chest Kotetsu,Giant's Axe,,9968623
Exdeath's Castle Chest 9900,150 gil,,9968623
Exdeath's Castle Chest 8000,2000 gil,,9968623
Exdeath's Castle Chest DblLance,Air Lance,,9968623
Exdeath's Castle Chest Partisan,Ice Bow,,9968623
Exdeath's Castle Chest Pinwheel,Gold Hairpin,,9968623
Moogle Cave Chest 4400,BeastKiller,,9968623
Moogle Cave Chest Phoenix Down,Bolt Sword Magic Progressive,,9968623
Moogle Village Chest Cabin,RegalCut,,9968623
