check,value
Life (or Strength) Song from Crescent Town bard Vitality,1.0
Lone Wolf Chest Thunder Whip,2.0
Love Song at Istory Love,1.0
Magic Song at Ancient Library Magic,4.0
Merugene New,4.0
Meteo Meteo,2.0
Mirage Vest from Chocobo Tour/Mirage Village Mirage Vest,4.0
Moat Item Epee,3.0
Moogle Cave Chest 4400,2.0
Moogle Cave Chest Phoenix Down,3.0
Moogle Village Chest 1,3.0
Moogle Village Chest Elf Cape,1.0
Moogle Village Chest Ether,1.0
Mua Forest Chest Cabin,1.0
Mua Forest Chest Elixir,3.0
Mua Forest Chest Ether,1.0
Mua Forest Chest Flametongue,3.0
Mua Forest Chest Morning Star,5.0
Mua Town Barrel Guardian,2.0
Odin New,4.0
Odin Odin,1.0
Omniscient New,4.0
Phoenix Phenix,1.0
Phoenix Tower Pot 10000,1.0
Phoenix Tower Pot 15000,1.0
Phoenix Tower Pot 20000,1.0
Phoenix Tower Pot 25000,1.0
Phoenix Tower Pot 5000,1.0
Phoenix Tower Pot Avis Killer,1.0
Phoenix Tower Pot Phoenix Down,1.0
Power Song from Crescent Town Power,3.0
Puroboros New,4.0
Pyramid Chest 8000,3.0
Pyramid Chest 9000,2.0
Pyramid Chest Black Robe,3.0
Pyramid Chest Cabin,2.0
Pyramid Chest Crystal Armor,1.0
Pyramid Chest Cursed Ring,2.0
Pyramid Chest DarkMatter,1.0
Pyramid Chest DarkSuit,2.0
Pyramid Chest Earth Hammer,4.0
Pyramid Chest Elixir,2.0
Pyramid Chest Flame Shield,1.0
Pyramid Chest Gold Hairpin,2.0
Pyramid Chest Guard Ring,3.0
Pyramid Chest Ice Shield,3.0
Pyramid Chest Ribbon,2.0
Pyramid Chest Thornlet,2.0
Pyramid Chest White Robe,3.0
Pyramid Top Pyramid Tablet,3.0
Rift (Castle) Chest ManEater,2.0
Rift (Castle) Chest Red Shoes,4.0
Rift (Castle) Chest Running Shoes,4.0
Rift (Cave) Chest Angel Ring,2.0
Rift (Cave) Chest Coral Ring,1.0
Rift (Forest) Chest Lillith Rod,1.0
Rift (Ruins) Chest Cabin,3.0
Rift (Ruins) Chest DarkMatter,4.0
Rift (Ruins) Chest Drain Sword,4.0
Ship Graveyard Box 990,3.0
Shiva New,4.0
Shiva Shiva,3.0
Shop Backdoor Lamia Harp,4.0
Solitary Island Chest 9000,3.0
Solitary Island Chest Circlet,3.0
Solitary Island Chest DarkMatter,2.0
Solitary Island Chest DragonFang,4.0
Solitary Island Chest Ether,3.0
Solitary Island Chest Guard Ring,2.0
Solitary Island Chest Protect Drink,3.0
Solitary Island Chest RisingSun,3.0
Speed Song at Surgate Speed,2.0
Stalker New,4.0
Steamship Chest Elixir,4.0
Steamship Chest Mythril Glove,3.0
The Void Chest Pinwheel,3.0
The Void Chest Ragnarok,1.0
Toad Event Toad,2.0
Tule Barrel 150,2.0
Tule Bush Phoenix Down,2.0
Tycoon Castle Barrel Elixir,3.0
Tycoon Castle Barrel Phoenix Down,3.0
Tycoon Castle Cabin Cabin,1.0
Tycoon Castle Chest Giyaman,4.0
Tycoon Castle Chest Katana,4.0
Tycoon Castle Pot Elixir,2.0
Tycoon Castle Pot Hi-Potion,2.0
Tycoon Castle Pot Maiden's Kiss,2.0
Tycoon Meteor Chest Phoenix Down,4.0
Walse Castle Barrel Phoenix Down,1.0
Walse Castle Chest Elf Cape,2.0
Walse Castle Pot 1000,2.0
Walse Tower Chest GoGo,1.0
Walse Tower Chest Maiden's Kiss,1.0
Walse Tower Chest Silk robe,1.0
Water Crystal MysticKnight,2.0
Water Crystal Summoner,1.0
Water Crystal TimeMage,1.0
Wind Crystal BlueMage,2.0
Wind Crystal Knight,1.0
Wind Crystal Thief,1.0
Wind Crystal WhiteMage,4.0
Wind Shrine Chest Leather Cap,2.0
Wind Shrine Chest Staff,3.0
Wind Shrine Chest Tent,2.0
WingRaptor New,4.0
