check,value
"Fork Tower, two Magics Holy",2.4285714285714284
Galura New,4.0
Gilgamesh 1 New,4.0
Gilgamesh 2 New,4.0
Gilgamesh 3 & Enkidou New,4.0
Gilgamesh 4 New,4.0
GoGo New,4.0
Great Trench Chest DragonFang,2.3333333333333335
Great Trench Chest Ether,2.1666666666666665
Great Trench Chest Flame Ring,2.5
Great Trench Chest Kaiser Knuckles,2.8
Great Trench Chest Phoenix Down,2.25
Great Trench Chest Water Scroll,2.25
Guardians New,4.0
Hero Song from Crescent Town Hero,3.2
Hiryuu Valley Chest 5000,2.25
Hiryuu Valley Chest 7000,2.0
Hiryuu Valley Chest Air Blade,3.3333333333333335
Hiryuu Valley Chest Cabin,2.0
Hiryuu Valley Chest Coronet,2.3333333333333335
Hiryuu Valley Chest Phoenix Down,2.0
Hiryuu Valley Skull Bone Mail,2.8333333333333335
HiryuuPlant New,4.0
Ifrit Ifrit,2.4
Ifrit New,4.0
Istory Falls Chest 12000,2.2857142857142856
Istory Falls Chest Aegis Shield,3.0
Istory Falls Chest Air Lance,2.6
Istory Falls Chest Artemis Bow,3.5
Istory Falls Chest Enhancer,2.0
Istory Falls Chest Ether,1.8333333333333333
Istory Falls Chest Giant Drink,2.3333333333333335
Istory Falls Chest Giant's Axe,2.4
Istory Falls Chest Guard Ring,3.0
Istory Falls Chest Phoenix Down,1.8333333333333333
Istory Falls Chest Pinwheel,2.8333333333333335
Istory Falls Chest RuneEdge,2.75
Istory Falls Chest TurtleShell,3.0
Istory Falls Chest Wall Ring,3.25
Jacole Cave Chest Tent,2.0
Karlabos New,4.0
Karnak Castle Chest 2000,2.2
Karnak Castle Chest Elf Cape,2.7
Karnak Castle Chest Elixir,2.7
Karnak Castle Chest Guardian,2.6
Karnak Castle Chest Gungnir,2.4
Karnak Castle Chest Ribbon,2.2
Karnak Castle Chest Shuriken,2.6
Karnak Castle Chest Thunder Scroll,2.2
Karnak Town Barrel Fire Rod,2.0
Leviathan Esper Levia,2.4
Leviathan New,4.0
Life (or Strength) Song from Crescent Town bard Vitality,2.2857142857142856
LiquiFlame New,4.0
Lone Wolf Barrel Cabin,1.6666666666666667
Lone Wolf Chest Thunder Whip,2.1666666666666665
Love Song at Istory Love,2.75
Magic Song at Ancient Library Magic,2.5
Magisa & Forza Mythril Helm,2.857142857142857
Magisa & Forza New,4.0
Merugene New,4.0
Meteo Meteo,2.6
Minotauros New,4.0
Mirage Vest from Chocobo Tour/Mirage Village Mirage Vest,2.1666666666666665
Mirage Village Barrel Thief Knife,1.5
Moat Item Epee,2.5
Moogle Cave Chest 4400,2.3333333333333335
Moogle Cave Chest Phoenix Down,1.75
Moogle Village Chest 1,1.6666666666666667
Moogle Village Chest 10000,2.0
Moogle Village Chest Cabin,2.8333333333333335
Moogle Village Chest Dancing Dagger,3.6
Moogle Village Chest Elf Cape,3.5
Moogle Village Chest Ether,2.0
Moogle Village Chest Phoenix Down,2.2
Mua Forest Chest 2500,1.75
Mua Forest Chest 4900,2.0
Mua Forest Chest 9500,2.3333333333333335
Mua Forest Chest Cabin,1.5
Mua Forest Chest Elixir,2.125
Mua Forest Chest Ether,2.6666666666666665
Mua Forest Chest Flametongue,2.375
Mua Forest Chest Giant Drink,1.8333333333333333
Mua Forest Chest Morning Star,2.111111111111111
Mua Forest Chest Phoenix Down,2.3333333333333335
Mua Forest Chest Soot,2.0
Mua Town Barrel Guardian,3.3333333333333335
North Mountain Chest Phoenix Down,3.5
North Mountain Chest Soft,2.0
Odin New,4.0
Odin Odin,2.625
Omniscient New,4.0
Phoenix Phenix,1.4444444444444444
Phoenix Tower Pot 10000,1.8
Phoenix Tower Pot 15000,1.7
Phoenix Tower Pot 20000,1.5555555555555556
Phoenix Tower Pot 25000,1.6
Phoenix Tower Pot 5000,1.25
Phoenix Tower Pot Avis Killer,1.3
Phoenix Tower Pot Phoenix Down,1.7
Pirate's Cave Chest 300,1.6666666666666667
Pirate's Cave Chest Ether,1.5714285714285714
Pirate's Cave Chest Leather Cap,1.75
Pirate's Cave Chest Tent,1.7142857142857142
Power Song from Crescent Town Power,2.6666666666666665
Puroboros New,4.0
Pyramid Chest 10000,2.9
Pyramid Chest 12000,3.2857142857142856
Pyramid Chest 8000,2.5
Pyramid Chest 9000,2.0
Pyramid Chest Black Robe,2.6363636363636362
Pyramid Chest Cabin,2.111111111111111
Pyramid Chest Crystal Armor,2.4
Pyramid Chest Cursed Ring,2.0
Pyramid Chest DarkMatter,2.727272727272727
Pyramid Chest DarkSuit,2.7
Pyramid Chest Earth Hammer,2.2
Pyramid Chest Elixir,3.1
Pyramid Chest Flame Shield,3.1
Pyramid Chest Gold Hairpin,2.888888888888889
Pyramid Chest Guard Ring,2.0
Pyramid Chest Ice Shield,2.7
Pyramid Chest Ribbon,1.8571428571428572
Pyramid Chest Thornlet,2.3
Pyramid Chest White Robe,2.5
Pyramid Top Pyramid Tablet,2.0
Requiem Song at Kelb Requiem,1.8
Ribbon from girl in Rugor Ribbon,2.25
Rift (Castle) Chest ManEater,2.857142857142857
Rift (Castle) Chest Rainbow Dress,2.25
Rift (Castle) Chest Red Shoes,1.5
Rift (Castle) Chest Running Shoes,1.4
Rift (Castle) Chest Thor Hammer,3.0
Rift (Cave) Chest Angel Ring,2.1666666666666665
Rift (Cave) Chest Coral Ring,3.0
Rift (Forest) Chest DragonFang,2.5
Rift (Forest) Chest Enhancer,2.4
Rift (Forest) Chest Lillith Rod,2.25
Rift (Forest) Chest Ribbon,2.1666666666666665
Rift (Ruins) Chest Cabin,1.2857142857142858
Rift (Ruins) Chest DarkMatter,2.2857142857142856
Rift (Ruins) Chest Drain Sword,2.0
Rift (Ruins) Chest Elixir,2.0
Rift (Ruins) Chest Ether,3.3333333333333335
Ruined City Chest Shuriken,2.5
Ruined City Chest Size,2.3333333333333335
Sandworm New,4.0
Sergeant & DeathClaw New,4.0
Ship Graveyard Box 990,1.5
Ship Graveyard Chest Antidote,3.0
Ship Graveyard Chest Flail,2.25
Ship Graveyard Chest Phoenix Down,2.5
Ship Graveyard Chest Potion,2.0
Ship Graveyard Chest Tent,2.5
Shiva New,4.0
Shiva Shiva,2.625
Shop Backdoor Lamia Harp,2.5
Siren New,4.0
Sol Cannon New,4.0
Solitary Island Chest 12000,2.6666666666666665
Solitary Island Chest 9000,2.2
Solitary Island Chest BeastKiller,2.375
Solitary Island Chest Circlet,2.6
Solitary Island Chest Crystal Helm,2.8333333333333335
Solitary Island Chest DarkMatter,2.0
Solitary Island Chest DragonFang,2.375
Solitary Island Chest Elixir,2.4
Solitary Island Chest Ether,2.7142857142857144
Solitary Island Chest Guard Ring,2.6363636363636362
Solitary Island Chest Hi-Potion,2.125
Solitary Island Chest Protect Drink,2.5
Solitary Island Chest RisingSun,2.4
Speed Song at Surgate Speed,2.1666666666666665
Stalker New,4.0
Steamship Chest Cabin,2.6
Steamship Chest Elixir,3.6666666666666665
Steamship Chest Full Moon,3.0
Steamship Chest GrnBeret,2.3333333333333335
Steamship Chest Mythril Glove,2.1666666666666665
Steamship Chest Phoenix Down,2.6666666666666665
Steamship Chest Thief's Glove,2.3333333333333335
Surgate Castle Chest 5000,2.5
Surgate Castle Chest Float,4.0
Syldra Syldra,1.25
Temptation Song at Lix Charm,2.1666666666666665
The Void Chest Elixir,3.0
The Void Chest Pinwheel,1.5714285714285714
The Void Chest Ragnarok,3.2
Titan New,4.0
Titan Titan,2.375
Toad Event Toad,2.2
Top of the Falls Magic Lamp,3.0
"Triton, Neregeid & Phobos New",4.0
Tule Barrel 150,1.75
Tule Barrel Potion,2.8333333333333335
Tule Box Leather Shoes,2.5714285714285716
Tule Box Tent,2.4
Tule Bush Phoenix Down,2.25
Tycoon Castle Barrel Cabin,2.6666666666666665
Tycoon Castle Barrel Elixir,2.6
Tycoon Castle Barrel Phoenix Down,2.2857142857142856
Tycoon Castle Cabin Cabin,2.5
Tycoon Castle Chest Giyaman,1.8
Tycoon Castle Chest Katana,2.5
Tycoon Castle Chest Shuriken,2.75
Tycoon Castle Pot Elixir,2.8
Tycoon Castle Pot Ether,2.3333333333333335
Tycoon Castle Pot Hi-Potion,2.625
Tycoon Castle Pot Maiden's Kiss,3.0
Tycoon Castle Pot Phoenix Down,2.3333333333333335
Tycoon Meteor Chest Phoenix Down,2.5714285714285716
Tyrasaurus New,4.0
Walse Castle Barrel Phoenix Down,2.1666666666666665
Walse Castle Barrel Tent,2.0
Walse Castle Box 490,2.4285714285714284
Walse Castle Chest Elf Cape,3.0
Walse Castle Pot 1000,2.6
Walse Castle Pot Drag,2.3333333333333335
Walse Tower Chest Ether,2.1666666666666665
Walse Tower Chest GoGo,1.6666666666666667
Walse Tower Chest Maiden's Kiss,2.6666666666666665
Walse Tower Chest Silk robe,2.6
Walse Tower Chest Silver Armlet,2.7142857142857144
Walse Town Pot Glasses,2.3333333333333335
Water Crystal Berserker,3.5
Water Crystal MysticKnight,2.75
Water Crystal Samurai,1.75
Water Crystal Summoner,2.7142857142857144
Water Crystal TimeMage,2.125
Wind Crystal BlackMage,2.7142857142857144
Wind Crystal BlueMage,2.1666666666666665
Wind Crystal Knight,2.3333333333333335
Wind Crystal Monk,2.875
Wind Crystal Thief,2.25
Wind Crystal WhiteMage,2.5
Wind Shrine Chest Broadsword,3.4
Wind Shrine Chest Leather Cap,2.5
Wind Shrine Chest Staff,2.142857142857143
Wind Shrine Chest Tent,1.6666666666666667
WingRaptor New,4.0
