check,value
Shop Backdoor Lamia Harp,3.0
Solitary Island Chest 12000,3.0
Solitary Island Chest 9000,2.5
Solitary Island Chest BeastKiller,3.0
Solitary Island Chest Crystal Helm,3.0
Solitary Island Chest Elixir,3.0
Solitary Island Chest Ether,3.0
Solitary Island Chest Guard Ring,2.0
Solitary Island Chest Hi-Potion,2.0
Solitary Island Chest Protect Drink,3.0
Solitary Island Chest RisingSun,3.0
Steamship Chest Cabin,3.0
Steamship Chest GrnBeret,3.0
Surgate Castle Chest Float,4.0
Syldra Syldra,3.0
The Void Chest Ragnarok,1.0
Titan Titan,3.0
Top of the Falls Magic Lamp,1.0
"Triton, Neregeid & Phobos New",4.0
Tule Barrel 150,2.0
Tule Barrel Potion,4.0
Tule Box Leather Shoes,3.0
Tule Box Tent,4.0
Tycoon Castle Cabin Cabin,3.0
Tycoon Castle Chest Giyaman,1.0
Tycoon Castle Pot Elixir,3.0
Tycoon Castle Pot Hi-Potion,2.0
Tycoon Castle Pot Maiden's Kiss,4.0
Walse Castle Box 490,3.0
Walse Castle Chest Elf Cape,2.0
Walse Castle Pot 1000,3.0
Walse Castle Pot Drag,0.0
Walse Tower Chest GoGo,3.0
Walse Tower Chest Maiden's Kiss,2.0
Walse Tower Chest Silver Armlet,2.0
Water Crystal Berserker,2.0
Water Crystal MysticKnight,2.5
Water Crystal TimeMage,1.0
Wind Crystal BlackMage,3.0
Wind Crystal BlueMage,2.0
Wind Crystal Knight,4.0
Wind Crystal Thief,3.0
Wind Shrine Chest Broadsword,3.0
Wind Shrine Chest Leather Cap,1.0
WingRaptor New,4.0
