check,value
Hiryuu Valley Chest Air Blade,3.0
Hiryuu Valley Chest Cabin,3.3333333333333335
Hiryuu Valley Chest Coronet,3.0
Hiryuu Valley Skull Bone Mail,1.0
HiryuuPlant New,4.0
Ifrit Ifrit,3.5
Ifrit New,4.0
Istory Falls Chest 12000,1.5
Istory Falls Chest Aegis Shield,2.0
Istory Falls Chest Air Lance,2.0
Istory Falls Chest Artemis Bow,2.5
Istory Falls Chest Ether,4.0
Istory Falls Chest Giant Drink,2.5
Istory Falls Chest Giant's Axe,2.0
Istory Falls Chest Guard Ring,2.0
Istory Falls Chest Phoenix Down,2.5
Istory Falls Chest Pinwheel,3.0
Istory Falls Chest RuneEdge,2.6666666666666665
Istory Falls Chest TurtleShell,1.0
Istory Falls Chest Wall Ring,1.6666666666666667
Karlabos New,4.0
Karnak Castle Chest 2000,1.6666666666666667
Karnak Castle Chest Elf Cape,2.3333333333333335
Karnak Castle Chest Elixir,2.3333333333333335
Karnak Castle Chest Guardian,3.6666666666666665
Karnak Castle Chest Gungnir,2.3333333333333335
Karnak Castle Chest Ribbon,2.6666666666666665
Karnak Castle Chest Shuriken,2.6666666666666665
Karnak Castle Chest Thunder Scroll,3.3333333333333335
Karnak Town Barrel Fire Rod,1.5
Leviathan Esper Levia,4.0
Leviathan New,4.0
Life (or Strength) Song from Crescent Town bard Vitality,2.6666666666666665
Lone Wolf Barrel Cabin,2.0
Lone Wolf Chest Thunder Whip,3.0
Love Song at Istory Love,2.0
Magic Song at Ancient Library Magic,2.6666666666666665
Magisa & Forza Mythril Helm,2.6666666666666665
Magisa & Forza New,4.0
Merugene New,4.0
Meteo Meteo,2.0
Minotauros New,4.0
Mirage Vest from Chocobo Tour/Mirage Village Mirage Vest,2.6666666666666665
Mirage Village Barrel Thief Knife,1.0
Moat Item Epee,3.0
Moogle Cave Chest 4400,2.0
Moogle Cave Chest Phoenix Down,2.6666666666666665
Moogle Village Chest 1,1.0
Moogle Village Chest 10000,3.5
Moogle Village Chest Cabin,2.0
Moogle Village Chest Dancing Dagger,2.5
Moogle Village Chest Elf Cape,3.0
Moogle Village Chest Ether,1.5
Moogle Village Chest Phoenix Down,1.0
Mua Forest Chest 2500,2.3333333333333335
Mua Forest Chest 4900,1.0
Mua Forest Chest 9500,4.0
Mua Forest Chest Cabin,4.0
Mua Forest Chest Elixir,2.0
Mua Forest Chest Ether,1.5
Mua Forest Chest Flametongue,1.0
Mua Forest Chest Giant Drink,3.0
Mua Forest Chest Phoenix Down,3.0
Mua Forest Chest Soot,2.0
Mua Town Barrel Guardian,3.0
North Mountain Chest Phoenix Down,2.0
Odin Odin,2.5
Omniscient New,4.0
Phoenix Phenix,1.0
Phoenix Tower Pot 10000,1.6666666666666667
Phoenix Tower Pot 15000,1.3333333333333333
Phoenix Tower Pot 20000,1.6666666666666667
Phoenix Tower Pot 25000,1.6666666666666667
Phoenix Tower Pot 5000,1.3333333333333333
Phoenix Tower Pot Avis Killer,1.0
Phoenix Tower Pot Phoenix Down,1.0
Pirate's Cave Chest Tent,2.0
Power Song from Crescent Town Power,2.0
Puroboros New,4.0
Pyramid Chest 10000,2.5
Pyramid Chest 12000,3.3333333333333335
Pyramid Chest 8000,2.6666666666666665
Pyramid Chest 9000,3.0
Pyramid Chest Black Robe,2.3333333333333335
Pyramid Chest Cabin,2.3333333333333335
Pyramid Chest Crystal Armor,2.6666666666666665
Pyramid Chest Cursed Ring,3.0
Pyramid Chest DarkMatter,2.0
Pyramid Chest DarkSuit,2.3333333333333335
Pyramid Chest Earth Hammer,2.0
Pyramid Chest Elixir,2.0
Pyramid Chest Flame Shield,3.0
Pyramid Chest Gold Hairpin,1.3333333333333333
Pyramid Chest Guard Ring,3.0
Pyramid Chest Ice Shield,1.3333333333333333
Pyramid Chest Ribbon,2.3333333333333335
Pyramid Chest Thornlet,2.6666666666666665
Pyramid Chest White Robe,4.0
Pyramid Top Pyramid Tablet,2.0
Requiem Song at Kelb Requiem,2.5
Ribbon from girl in Rugor Ribbon,4.0
Rift (Castle) Chest ManEater,1.0
Rift (Castle) Chest Red Shoes,2.5
Rift (Castle) Chest Running Shoes,2.0
Rift (Castle) Chest Thor Hammer,1.5
Rift (Cave) Chest Coral Ring,3.6666666666666665
Rift (Forest) Chest Enhancer,1.5
Rift (Forest) Chest Lillith Rod,1.5
Rift (Forest) Chest Ribbon,2.5
Rift (Ruins) Chest Cabin,2.6666666666666665
Rift (Ruins) Chest DarkMatter,1.3333333333333333
Rift (Ruins) Chest Drain Sword,3.0
Rift (Ruins) Chest Elixir,4.0
Rift (Ruins) Chest Ether,2.5
Ruined City Chest Size,3.0
Sandworm New,4.0
Sergeant & DeathClaw New,4.0
Ship Graveyard Box 990,2.0
Ship Graveyard Chest Antidote,3.0
Ship Graveyard Chest Flail,4.0
Ship Graveyard Chest Phoenix Down,2.0
Ship Graveyard Chest Potion,2.0
Ship Graveyard Chest Tent,3.0
Shiva New,4.0
Shiva Shiva,4.0
Shop Backdoor Lamia Harp,3.0
Siren New,4.0
Sol Cannon New,4.0
Solitary Island Chest 12000,3.0
Solitary Island Chest 9000,2.0
Solitary Island Chest BeastKiller,3.5
Solitary Island Chest Circlet,2.0
Solitary Island Chest Crystal Helm,3.0
Solitary Island Chest DarkMatter,3.0
Solitary Island Chest Elixir,1.6666666666666667
Solitary Island Chest Ether,3.3333333333333335
Solitary Island Chest Guard Ring,2.6666666666666665
Solitary Island Chest Hi-Potion,4.0
Solitary Island Chest RisingSun,2.3333333333333335
Speed Song at Surgate Speed,1.0
Stalker New,4.0
Steamship Chest Cabin,1.0
Steamship Chest Elixir,2.0
Steamship Chest Full Moon,2.0
Steamship Chest GrnBeret,3.0
Steamship Chest Mythril Glove,3.0
Steamship Chest Phoenix Down,2.5
Steamship Chest Thief's Glove,3.0
Surgate Castle Chest 5000,1.0
Surgate Castle Chest Float,1.0
Syldra Syldra,3.0
Temptation Song at Lix Charm,3.0
The Void Chest Elixir,2.0
The Void Chest Pinwheel,2.25
The Void Chest Ragnarok,3.6666666666666665
Titan New,4.0
Titan Titan,2.5
Toad Event Toad,2.5
Top of the Falls Magic Lamp,3.0
"Triton, Neregeid & Phobos New",4.0
Tule Barrel 150,2.5
Tule Barrel Potion,1.5
Tule Box Leather Shoes,1.0
Tule Box Tent,1.5
Tule Bush Phoenix Down,2.5
Tycoon Castle Barrel Cabin,2.0
Tycoon Castle Barrel Elixir,2.6666666666666665
Tycoon Castle Barrel Phoenix Down,2.5
Tycoon Castle Cabin Cabin,2.0
Tycoon Castle Chest Katana,2.0
Tycoon Castle Chest Shuriken,3.0
Tycoon Castle Pot Elixir,2.6666666666666665
Tycoon Castle Pot Ether,1.0
Tycoon Castle Pot Hi-Potion,0.0
Tycoon Castle Pot Maiden's Kiss,2.0
Tycoon Meteor Chest Phoenix Down,2.0
Tyrasaurus New,4.0
Walse Castle Barrel Tent,2.0
Walse Castle Box 490,3.0
Walse Castle Chest Elf Cape,1.0
Walse Castle Pot 1000,3.0
Walse Castle Pot Drag,2.0
Walse Tower Chest Ether,3.0
Walse Tower Chest GoGo,2.0
Walse Tower Chest Maiden's Kiss,3.3333333333333335
Walse Tower Chest Silk robe,2.6666666666666665
Walse Tower Chest Silver Armlet,2.0
Walse Town Pot Glasses,1.3333333333333333
Water Crystal Berserker,3.0
Water Crystal MysticKnight,3.0
Water Crystal Samurai,4.0
Water Crystal TimeMage,2.5
Wind Crystal BlackMage,2.5
Wind Crystal BlueMage,2.0
Wind Crystal Knight,2.5
Wind Crystal Monk,3.0
Wind Crystal Thief,3.0
Wind Crystal WhiteMage,2.5
Wind Shrine Chest Broadsword,1.0
Wind Shrine Chest Leather Cap,1.5
Wind Shrine Chest Staff,2.0
WingRaptor New,4.0
