check,value
Karnak Castle Chest Elixir,1.0
Karnak Castle Chest Guardian,2.0
Karnak Castle Chest Gungnir,4.0
Karnak Castle Chest Ribbon,3.0
Karnak Castle Chest Shuriken,2.0
Karnak Castle Chest Thunder Scroll,1.0
Leviathan Esper Levia,4.0
Life (or Strength) Song from Crescent Town bard Vitality,1.0
Lone Wolf Barrel Cabin,1.0
Lone Wolf Chest Thunder Whip,2.0
Love Song at Istory Love,4.0
Magic Song at Ancient Library Magic,2.0
Magisa & Forza Mythril Helm,2.0
Magisa & Forza New,4.0
Meteo Meteo,2.0
Mirage Vest from Chocobo Tour/Mirage Village Mirage Vest,3.0
Moat Item Epee,2.0
Moogle Village Chest 1,4.0
Moogle Village Chest Dancing Dagger,4.0
Moogle Village Chest Elf Cape,3.0
Moogle Village Chest Ether,2.0
Mua Forest Chest 2500,3.0
Mua Forest Chest 9500,2.0
Mua Forest Chest Cabin,2.0
Mua Forest Chest Elixir,2.0
Mua Forest Chest Flametongue,3.0
Mua Forest Chest Giant Drink,2.0
Mua Forest Chest Phoenix Down,3.0
Mua Town Barrel Guardian,3.0
Odin Odin,1.0
Omniscient New,4.0
Phoenix Phenix,2.0
Phoenix Tower Pot 10000,2.0
Phoenix Tower Pot 15000,4.0
Phoenix Tower Pot 20000,1.0
Phoenix Tower Pot 25000,1.0
Phoenix Tower Pot 5000,3.0
Phoenix Tower Pot Avis Killer,1.0
Phoenix Tower Pot Phoenix Down,2.0
Pirate's Cave Chest Leather Cap,1.0
Pirate's Cave Chest Tent,2.0
Power Song from Crescent Town Power,4.0
Pyramid Chest 10000,3.0
Pyramid Chest 12000,2.0
Pyramid Chest 8000,1.0
Pyramid Chest 9000,1.0
Pyramid Chest Black Robe,2.0
Pyramid Chest Cabin,3.0
Pyramid Chest Crystal Armor,2.0
Pyramid Chest Cursed Ring,1.0
Pyramid Chest DarkMatter,4.0
Pyramid Chest DarkSuit,3.0
Pyramid Chest Earth Hammer,3.0
Pyramid Chest Elixir,1.0
Pyramid Chest Flame Shield,0.0
Pyramid Chest Gold Hairpin,1.0
Pyramid Chest Guard Ring,2.0
Pyramid Chest Ice Shield,3.0
Pyramid Chest Ribbon,1.0
Pyramid Chest Thornlet,3.0
Pyramid Chest White Robe,2.0
Requiem Song at Kelb Requiem,4.0
Rift (Castle) Chest ManEater,2.5
Rift (Cave) Chest Coral Ring,4.0
Rift (Forest) Chest Enhancer,2.0
Rift (Ruins) Chest Cabin,1.0
Rift (Ruins) Chest DarkMatter,1.0
Rift (Ruins) Chest Drain Sword,2.0
Rift (Ruins) Chest Elixir,2.0
Rift (Ruins) Chest Ether,1.0
Ruined City Chest Size,3.0
Sandworm New,4.0
Ship Graveyard Box 990,3.0
Ship Graveyard Chest Antidote,1.0
Ship Graveyard Chest Phoenix Down,0.0
Ship Graveyard Chest Tent,3.0
Siren New,4.0
Solitary Island Chest 12000,3.0
Solitary Island Chest 9000,2.5
Solitary Island Chest Circlet,1.0
Solitary Island Chest Crystal Helm,3.0
Solitary Island Chest DarkMatter,0.0
Solitary Island Chest DragonFang,3.0
Solitary Island Chest Elixir,4.0
Solitary Island Chest Guard Ring,2.0
Solitary Island Chest Hi-Potion,4.0
Solitary Island Chest Protect Drink,1.0
Solitary Island Chest RisingSun,4.0
Speed Song at Surgate Speed,2.0
Steamship Chest Cabin,4.0
Steamship Chest Thief's Glove,3.0
Temptation Song at Lix Charm,4.0
The Void Chest Elixir,4.0
The Void Chest Ragnarok,1.0
Titan New,4.0
Titan Titan,4.0
Top of the Falls Magic Lamp,3.0
"Triton, Neregeid & Phobos New",4.0
Tule Barrel Potion,2.0
Tule Box Tent,2.0
Tycoon Castle Barrel Cabin,1.0
Tycoon Castle Barrel Elixir,2.0
Tycoon Castle Barrel Phoenix Down,1.0
Tycoon Castle Pot Elixir,2.0
Tycoon Castle Pot Ether,2.0
Tycoon Castle Pot Maiden's Kiss,3.0
Walse Castle Barrel Phoenix Down,3.0
Walse Castle Barrel Tent,4.0
Walse Castle Box 490,3.0
Walse Castle Pot 1000,3.0
Walse Castle Pot Drag,3.0
Walse Tower Chest GoGo,3.0
Walse Tower Chest Maiden's Kiss,2.0
Walse Tower Chest Silver Armlet,3.0
Walse Town Pot Glasses,3.0
Water Crystal MysticKnight,2.0
Water Crystal Samurai,1.0
Water Crystal Summoner,3.0
Wind Crystal Monk,3.0
Wind Crystal Thief,2.0
Wind Crystal WhiteMage,3.0
Wind Shrine Chest Leather Cap,4.0
Wind Shrine Chest Tent,3.0
