check,reward,mib,reward_value,seed
Beginner's House Chest Phoenix Down,Chicken Knife,,12500,830755
Beginner's House Chest Tent,Tinkerbell,,750,830755
Beginner's House Chest Leather Shoes,LuckMallet,,25,830755
Pirate's Cave Chest Leather Cap,RegalCut,,240,830755
Pirate's Cave Chest Tent,Silver Armlet,,250,830755
Pirate's Cave Chest Ether,Maiden's Kiss,,30,830755
Pirate's Cave Chest 300,L4Qrter->L3Flare->L2Old->L5Doom,,0,830755
Wind Shrine Chest Tent,100 gil,,100,830755
Wind Shrine Chest Leather Cap,War Hammer,,3200,830755
Wind Shrine Chest Staff,AntiMagic Bow,,5000,830755
Tule Barrel 150,8000 gil,,8000,830755
Tule Box Leather Shoes,Thunder Rod,,375,830755
Tule Barrel Potion,Thornlet,,10000,830755
Tule Box Tent,Equip Katana,,0,830755
Tule Bush Phoenix Down,Ancient Sword,,2100,830755
Ship Graveyard Chest Flail,Summoner Job Crystal,,0,830755
Ship Graveyard Chest Phoenix Down,White Ability Progressive,,0,830755
Ship Graveyard Chest Tent,Equip Harps,,0,830755
Ship Graveyard Box 990,15000 gil,,15000,830755
Ship Graveyard Chest Potion,1000 gil,,1000,830755
Ship Graveyard Chest Antidote,DarkMatter,,25000,830755
Carwen Barrel Antidote,Antidote,,15,830755
Carwen Box Ice Rod,2500 gil,,2500,830755
Carwen Pot 1000,Dancing Dagger,,2900,830755
North Mountain Chest Soft,Silver Harp,,400,830755
North Mountain Chest Phoenix Down,2000 gil,,2000,830755
Walse Town Pot Glasses,Diamond Armlet,,2000,830755
Tycoon Castle Pot Hi-Potion,25000 gil,,25000,830755
Tycoon Castle Pot Ether,Ramuh,,0,830755
Tycoon Castle Barrel Elixir,Cover,,0,830755
Tycoon Castle Barrel Phoenix Down,Shiva->Ramuh->Ifrit->Bahmut,,0,830755
Tycoon Castle Barrel Cabin,Sleep->Psych->Doom,,0,830755
Tycoon Castle Pot Elixir,15000 gil,,15000,830755
Tycoon Castle Pot Phoenix Down,Dragoon Job Crystal,,0,830755
Tycoon Castle Pot Maiden's Kiss,Speed->Requiem Song,,0,830755
Tycoon Castle Chest Shuriken,IceBrand,,5500,830755
Tycoon Castle Chest Giyaman,Kodachi,,2550,830755
Tycoon Castle Chest Katana,Katana,,2900,830755
Walse Castle Chest Elf Cape,Silk robe,,250,830755
Walse Castle Pot 1000,Fire Rod,,375,830755
Walse Castle Pot Drag,4900 gil,,4900,830755
Walse Castle Box 490,Void->Demi->Qrter->Old,,0,830755
Walse Castle Barrel Tent,Partisan,,5100,830755
Walse Castle Barrel Phoenix Down,Phoenix Down,,500,830755
Walse Tower Chest Silk robe,9000 gil,,9000,830755
Walse Tower Chest Maiden's Kiss,Staff,,100,830755
Walse Tower Chest Silver Armlet,Ice Sword Magic Progressive,,0,830755
Walse Tower Chest Ether,4900 gil,,4900,830755
Tycoon Meteor Chest Phoenix Down,Bizen,,4400,830755
Karnak Castle Chest Gungnir,Guard Ring,MIB,15000,830755
Karnak Castle Chest Thunder Scroll,IceBrand,MIB,5500,830755
Karnak Castle Chest 2000,Mage Masher,MIB,450,830755
Karnak Castle Chest Elixir,Giant's Axe,MIB,20000,830755
Karnak Castle Chest Ribbon,Excalibur,MIB,10000,830755
Karnak Castle Chest Shuriken,Lamia's Tiara,,1250,830755
Karnak Castle Chest Elf Cape,Spear,MIB,50,830755
Karnak Castle Chest Guardian,Earth Hammer,MIB,6400,830755
Karnak Town Barrel Fire Rod,20000 gil,,20000,830755
Steamship Chest Cabin,Thief's Glove,,1500,830755
Steamship Chest Phoenix Down,1000 gil,,1000,830755
Steamship Chest Elixir,Speed Drink,,55,830755
Steamship Chest GrnBeret,White Ability Progressive,,0,830755
Steamship Chest Thief's Glove,Antdt->Image->Heal,,0,830755
Ancient Library Chest Ether,Flame Ring,,25000,830755
Ancient Library Chest Phoenix Down,Scan->Charm->Holy,,0,830755
Ancient Library Chest Stealth Suit,2000 gil,,2000,830755
Jacole Cave Chest Shuriken,12000 gil,,12000,830755
Jacole Cave Chest Tent,????->Fusion->Exploder->DrkShock,,0,830755
Ruined City Chest Shuriken,300 gil,,300,830755
Ruined City Chest Size,5000 gil,,5000,830755
Flying Lonka Ruins Chest Golden Armor,Ice Black Magic Progressive,,0,830755
Flying Lonka Ruins Chest Elixir,SwdSlap,,0,830755
Flying Lonka Ruins Chest Phoenix Down,Water Scroll,,100,830755
Flying Lonka Ruins Chest Golden Shield,Mimic,,0,830755
Steamship Chest Mythril Glove,Thor Hammer,,15000,830755
Steamship Chest Full Moon,Diamond Helm,,3500,830755
Flying Lonka Ruins Chest Hi-Potion,White Ability Progressive,,0,830755
Flying Lonka Ruins Chest 5000,5000 gil,,5000,830755
Flying Lonka Ruins Chest Shuriken,2500 gil,,2500,830755
Flying Lonka Ruins Chest Ancient Sword,Haste->Exit->Hast2->Quick,,0,830755
Flying Lonka Ruins Chest Full Moon,Flail,,390,830755
Flying Lonka Ruins Chest Power Wrist,Comet->Meteo,,0,830755
Flying Lonka Ruins Chest Ether,Scan->Charm->Holy,,0,830755
Flying Lonka Ruins Chest Cabin,9900 gil,,9900,830755
Exdeath's Castle Chest Ether,Epee Sword,,4200,830755
Exdeath's Castle Chest Diamond Shield,Mute->Size->Bersk,,0,830755
Exdeath's Castle Chest Ice Shield,Catch,,0,830755
Exdeath's Castle Chest Elixir,Cotton Robe,,150,830755
Exdeath's Castle Chest Gale Bow,Berserker Job Crystal,,0,830755
Exdeath's Castle Chest IceBrand,Epee Sword,,4200,830755
Exdeath's Castle Chest Kotetsu,Angel Gwn,,1500,830755
Exdeath's Castle Chest 9900,Revive,,0,830755
Exdeath's Castle Chest 8000,18000 gil,,18000,830755
Exdeath's Castle Chest DblLance,1000 gil,,1000,830755
Exdeath's Castle Chest Partisan,Magic->Love@Song,,0,830755
Exdeath's Castle Chest Pinwheel,GbnPnch->Emision->Missle->Blwfsh,,0,830755
Moogle Cave Chest 4400,150 gil,,150,830755
Moogle Cave Chest Phoenix Down,Bronze Shield,,145,830755
Moogle Village Chest Cabin,Silver Harp,,400,830755
Moogle Village Chest Dancing Dagger,9000 gil,,9000,830755
Moogle Village Chest 1,GrnBeret,,1250,830755
Moogle Village Chest 10000,GbnPnch->Emision->Missle->Blwfsh,,0,830755
Moogle Village Chest Phoenix Down,FrogSong->TinySong->MoonFlut,,0,830755
Moogle Village Chest Ether,Bolt Black Magic Progressive,,0,830755
Moogle Village Chest Elf Cape,Healing Staff,,450,830755
Bal Castle Chest Angel Gwn,Avis Killer,,10000,830755
Bal Castle Chest Hero Drink,Hero Drink,,55,830755
Bal Castle Chest Exit,10000 gil,,10000,830755
Hiryuu Valley Skull Bone Mail,OmegaMedl,,0,830755
Hiryuu Valley Chest 5000,Slash,,0,830755
Hiryuu Valley Chest Cabin,Venom->Drain->Break Sword,,0,830755
Hiryuu Valley Chest 7000,Crystal Shield,,4500,830755
Hiryuu Valley Chest Coronet,Giant Drink,,55,830755
Hiryuu Valley Chest Air Blade,12000 gil,,12000,830755
Hiryuu Valley Chest Phoenix Down,Haste->Exit->Hast2->Quick,,0,830755
Surgate Castle Chest 5000,10000 gil,,10000,830755
Surgate Castle Chest Float,2000 gil,,2000,830755
Barrier Tower Chest Drain Sword,Ribbon,MIB,17500,830755
Barrier Tower Chest 9000,GuardOff->Hammer->MghtyGrd,,0,830755
Barrier Tower Chest 18000,Forged,MIB,7400,830755
Barrier Tower Chest Gold Hairpin,Rainbow Dress,,2900,830755
Mua Town Barrel Guardian,1000 gil,,1000,830755
Mua Forest Chest 2500,8000 gil,,8000,830755
Mua Forest Chest Ether,100 gil,,100,830755
Mua Forest Chest 4900,Mythril Glove,,300,830755
Mua Forest Chest Phoenix Down,Phoenix Down,,500,830755
Mua Forest Chest 9500,Full Moon,,550,830755
Mua Forest Chest Soot,Samurai Job Crystal,,0,830755
Mua Forest Chest Flametongue,Diamond Helm,,3500,830755
Mua Forest Chest Cabin,Golem,,0,830755
Mua Forest Chest Giant Drink,GilToss,,0,830755
Mua Forest Chest Elixir,Ice Sword Magic Progressive,,0,830755
Mua Forest Chest Morning Star,Silver Armlet,,250,830755
Solitary Island Chest Ether,Shiva->Ramuh->Ifrit->Bahmut,,0,830755
Solitary Island Chest DragonFang,Enhancer,MIB,10000,830755
Pyramid Chest Elixir,Coronet,MIB,6000,830755
Pyramid Chest Black Robe,Venom Rod,,750,830755
Pyramid Chest Thornlet,Lamia's Harp,MIB,1600,830755
Pyramid Chest DarkMatter,Mage Masher,MIB,450,830755
Pyramid Chest Crystal Armor,Spear,MIB,50,830755
Pyramid Chest Cursed Ring,Sing,,0,830755
Pyramid Chest Ice Shield,Apollo's Harp,MIB,10000,830755
Pyramid Chest Flame Shield,Mythril Spear,,395,830755
Pyramid Chest White Robe,Battle Axe,MIB,325,830755
Pyramid Chest DarkSuit,AntiMagic Bow,MIB,5000,830755
Pyramid Chest 9000,Golden Armor,MIB,2000,830755
Pyramid Chest 8000,Partisan,MIB,5100,830755
Pyramid Chest Earth Hammer,Thunder Scroll,,100,830755
Pyramid Chest 10000,Knife,,75,830755
Pyramid Chest Cabin,Vampire->MindBlst->WhiteWind,,0,830755
Pyramid Chest 12000,Shiva->Ramuh->Ifrit->Bahmut,,0,830755
Pyramid Chest Guard Ring,Judgement Staff,MIB,15000,830755
Pyramid Chest Ribbon,Dream Harp,,800,830755
Pyramid Chest Gold Hairpin,Gaia Gear,,1000,830755
Solitary Island Chest 12000,Mirage Vest,,5000,830755
Solitary Island Chest Hi-Potion,Healing Staff,,450,830755
Solitary Island Chest Protect Drink,Running Shoes,,25000,830755
Solitary Island Chest BeastKiller,Aegis Shield,,2250,830755
Solitary Island Chest RisingSun,Flail,,390,830755
Solitary Island Chest Guard Ring,ManEater,,12500,830755
Solitary Island Chest Crystal Helm,Shiva->Ramuh->Ifrit->Bahmut,,0,830755
Solitary Island Chest 9000,DarkSuit,,4500,830755
Solitary Island Chest Elixir,Katana,MIB,2900,830755
Solitary Island Chest DarkMatter,Combine,,0,830755
Solitary Island Chest Circlet,Black Ability Progressive,,0,830755
Fork Tower L. Chest Ether,12000 gil,,12000,830755
Fork Tower L. Chest Wonder Wand,Earth Bell,,4500,830755
Fork Tower R. Chest Hi-Potion,Red1->Red2->Red3->X-Magic,,0,830755
Fork Tower R. Chest Defender Sword,Void->Demi->Qrter->Old,,0,830755
Great Trench Chest Water Scroll,DrgnCrest,,0,830755
Great Trench Chest Flame Ring,Soft,,75,830755
Great Trench Chest DragonFang,Flash->Time Slip->DethClaw,,0,830755
Great Trench Chest Ether,Earth Hammer,,6400,830755
Great Trench Chest Phoenix Down,9500 gil,,9500,830755
Great Trench Chest Kaiser Knuckles,White Robe,,4000,830755
Istory Falls Chest Ether,Chocob->Titan->Golem->Odin,,0,830755
Istory Falls Chest TurtleShell,AntiMagic Bow,,5000,830755
Istory Falls Chest Air Lance,Equip Whips,,0,830755
Istory Falls Chest Giant Drink,Thief's Glove,,1500,830755
Istory Falls Chest RuneEdge,Forged,,7400,830755
Istory Falls Chest Guard Ring,Broadsword,,140,830755
Istory Falls Chest Wall Ring,Wall Ring,,10000,830755
Istory Falls Chest Phoenix Down,Circlet,,2250,830755
Istory Falls Chest Enhancer,990 gil,,990,830755
Istory Falls Chest 12000,9000 gil,,9000,830755
Istory Falls Chest Artemis Bow,Artemis Bow,,15000,830755
Istory Falls Chest Pinwheel,Tent,,125,830755
Istory Falls Chest Aegis Shield,Ice Black Magic Progressive,,0,830755
Istory Falls Chest Giant's Axe,18000 gil,,18000,830755
Phoenix Tower Pot 5000,HiPotion,MIB,180,830755
Phoenix Tower Pot Phoenix Down,Tricorn Hat,,750,830755
Phoenix Tower Pot 10000,Silk robe,,250,830755
Phoenix Tower Pot 15000,Cursed Shield,,5000,830755
Phoenix Tower Pot 20000,Cabin,MIB,300,830755
Phoenix Tower Pot Avis Killer,Mythril Knife,,225,830755
Phoenix Tower Pot 25000,Dagger,MIB,150,830755
Mirage Village Barrel Thief Knife,4400 gil,,4400,830755
Rift (Ruins) Chest Ether,Summon Ability Progressive,,0,830755
Rift (Ruins) Chest Cabin,Fire Rod,,375,830755
Rift (Ruins) Chest Elixir,WhiteMage Job Crystal,,0,830755
Rift (Ruins) Chest DarkMatter,Leather Cap,,25,830755
Rift (Ruins) Chest Drain Sword,MgcSword Ability Progressive,,0,830755
Rift (Forest) Chest DragonFang,Air Lance,,3400,830755
Rift (Forest) Chest Ribbon,GrnBeret,,1250,830755
Rift (Forest) Chest Enhancer,9000 gil,,9000,830755
Rift (Forest) Chest Lillith Rod,Observe,,0,830755
Rift (Cave) Chest Angel Ring,10000 gil,,10000,830755
Rift (Cave) Chest Coral Ring,Rune Chime,,10000,830755
Rift (Castle) Chest Thor Hammer,Coral Sword,,1400,830755
Rift (Castle) Chest Running Shoes,????->Fusion->Exploder->DrkShock,,0,830755
Rift (Castle) Chest Red Shoes,Life->Life2,,0,830755
Rift (Castle) Chest Rainbow Dress,100 gil,,100,830755
Rift (Castle) Chest ManEater,Image,,0,830755
The Void Chest Pinwheel,Mirage Vest,,5000,830755
The Void Chest Elixir,BlackMage Job Crystal,,0,830755
The Void Chest Ragnarok,Mythril Spear,MIB,395,830755
Karlabos New,Tempest,,15000,830755
Magisa & Forza New,Holy Lance,,10000,830755
Sandworm New,Gold Hairpin,,15000,830755
AdamanTiMi New,Genji Gloves,,7500,830755
Sol Cannon New,Masamune,,10000,830755
Abductor New,Excailbur,,5000,830755
HiryuuPlant New,Masamune,,10000,830755
Atmos New,25000 gil,,25000,830755
Guardians New,Gold Hairpin,,15000,830755
Carbunkle New,Dragon's Whisker,,2200,830755
Merugene New,Aegis Shield,,2250,830755
"Triton, Neregeid & Phobos New",Tinkerbell,,750,830755
Omniscient New,Dragon's Whisker,,2200,830755
Leviathan New,DiamndPlt,,3000,830755
Stalker New,Judgement Staff,,15000,830755
GoGo New,Crystal Helm,,5250,830755
Ifrit New,Aegis Shield,,2250,830755
Shiva New,CornaJar,,5000,830755
