check,value
Flying Lonka Ruins Chest Ether,3.0
Flying Lonka Ruins Chest Full Moon,2.5
Flying Lonka Ruins Chest Golden Armor,4.0
Flying Lonka Ruins Chest Golden Shield,1.6666666666666667
Flying Lonka Ruins Chest Hi-Potion,2.5
Flying Lonka Ruins Chest Phoenix Down,2.0
Flying Lonka Ruins Chest Power Wrist,1.3333333333333333
Flying Lonka Ruins Chest Shuriken,2.5
Fork Tower R. Chest Defender Sword,2.0
Fork Tower R. Chest Hi-Potion,3.0
"Fork Tower, two Magics Flare",2.0
"Fork Tower, two Magics Holy",2.5
Gilgamesh 2 New,4.0
Gilgamesh 3 & Enkidou New,4.0
Gilgamesh 4 New,4.0
GoGo New,4.0
Great Trench Chest Ether,1.5
Great Trench Chest Kaiser Knuckles,2.0
Great Trench Chest Phoenix Down,3.0
Great Trench Chest Water Scroll,2.0
Guardians New,4.0
Hero Song from Crescent Town Hero,5.0
Hiryuu Valley Chest 5000,2.6666666666666665
Hiryuu Valley Chest 7000,1.5
Hiryuu Valley Chest Air Blade,2.0
Hiryuu Valley Chest Cabin,3.0
Hiryuu Valley Chest Coronet,2.0
Hiryuu Valley Chest Phoenix Down,1.0
HiryuuPlant New,4.0
Ifrit Ifrit,1.0
Istory Falls Chest 12000,2.0
Istory Falls Chest Aegis Shield,1.0
Istory Falls Chest Air Lance,2.75
Istory Falls Chest Artemis Bow,4.0
Istory Falls Chest Enhancer,3.0
Istory Falls Chest Ether,2.3333333333333335
Istory Falls Chest Giant Drink,2.0
Istory Falls Chest Giant's Axe,3.0
Istory Falls Chest Guard Ring,2.0
Istory Falls Chest Phoenix Down,3.5
Istory Falls Chest RuneEdge,2.5
Istory Falls Chest TurtleShell,2.0
Istory Falls Chest Wall Ring,3.0
Karlabos New,4.0
Karnak Castle Chest 2000,2.3333333333333335
Karnak Castle Chest Elf Cape,4.0
Karnak Castle Chest Elixir,3.3333333333333335
Karnak Castle Chest Guardian,3.0
Karnak Castle Chest Gungnir,2.0
Karnak Castle Chest Ribbon,2.6666666666666665
Karnak Castle Chest Shuriken,3.0
Karnak Castle Chest Thunder Scroll,1.6666666666666667
Karnak Town Barrel Fire Rod,2.3333333333333335
Leviathan Esper Levia,2.5
Leviathan New,4.0
Life (or Strength) Song from Crescent Town bard Vitality,2.0
LiquiFlame New,4.0
Lone Wolf Barrel Cabin,1.5
Lone Wolf Chest Thunder Whip,3.5
Love Song at Istory Love,1.5
Magic Song at Ancient Library Magic,2.0
Magisa & Forza Mythril Helm,2.5
Magisa & Forza New,4.0
Merugene New,4.0
Meteo Meteo,3.0
Minotauros New,4.0
Mirage Vest from Chocobo Tour/Mirage Village Mirage Vest,3.0
Mirage Village Barrel Thief Knife,4.0
Moat Item Epee,3.0
Moogle Village Chest 1,2.0
Moogle Village Chest 10000,0.5
Moogle Village Chest Cabin,2.0
Moogle Village Chest Dancing Dagger,2.0
Moogle Village Chest Elf Cape,0.0
Moogle Village Chest Ether,2.0
Moogle Village Chest Phoenix Down,2.5
Mua Forest Chest 2500,2.0
Mua Forest Chest 4900,2.5
Mua Forest Chest 9500,3.0
Mua Forest Chest Cabin,3.0
Mua Forest Chest Elixir,3.0
Mua Forest Chest Ether,1.0
Mua Forest Chest Flametongue,2.3333333333333335
Mua Forest Chest Giant Drink,3.0
Mua Forest Chest Morning Star,2.0
Mua Forest Chest Phoenix Down,1.6666666666666667
Mua Forest Chest Soot,2.0
Mua Town Barrel Guardian,2.0
North Mountain Chest Phoenix Down,4.0
Odin New,4.0
Odin Odin,2.0
Omniscient New,4.0
Phoenix Phenix,1.0
Phoenix Tower Pot 10000,1.0
Phoenix Tower Pot 15000,1.0
Phoenix Tower Pot 20000,2.0
Phoenix Tower Pot 25000,1.6666666666666667
Phoenix Tower Pot 5000,1.0
Phoenix Tower Pot Avis Killer,1.0
Phoenix Tower Pot Phoenix Down,1.3333333333333333
Pirate's Cave Chest 300,1.6666666666666667
Pirate's Cave Chest Ether,1.0
Pirate's Cave Chest Tent,3.0
Power Song from Crescent Town Power,2.0
Puroboros New,4.0
Pyramid Chest 10000,3.5
Pyramid Chest 12000,2.6666666666666665
Pyramid Chest 8000,3.3333333333333335
Pyramid Chest 9000,2.5
Pyramid Chest Black Robe,3.0
Pyramid Chest Cabin,2.0
Pyramid Chest Crystal Armor,3.3333333333333335
Pyramid Chest Cursed Ring,2.6666666666666665
Pyramid Chest DarkMatter,2.6666666666666665
Pyramid Chest DarkSuit,2.0
Pyramid Chest Earth Hammer,3.3333333333333335
Pyramid Chest Elixir,4.0
Pyramid Chest Flame Shield,2.3333333333333335
Pyramid Chest Gold Hairpin,3.6666666666666665
Pyramid Chest Guard Ring,2.3333333333333335
Pyramid Chest Ice Shield,2.6666666666666665
Pyramid Chest Ribbon,2.3333333333333335
Pyramid Chest Thornlet,2.6666666666666665
Pyramid Chest White Robe,2.25
Pyramid Top Pyramid Tablet,3.0
Requiem Song at Kelb Requiem,1.5
Rift (Castle) Chest Rainbow Dress,2.0
Rift (Castle) Chest Red Shoes,4.0
Rift (Castle) Chest Running Shoes,2.0
Rift (Castle) Chest Thor Hammer,1.0
Rift (Cave) Chest Angel Ring,2.5
Rift (Cave) Chest Coral Ring,4.0
Rift (Forest) Chest DragonFang,2.3333333333333335
Rift (Forest) Chest Enhancer,2.0
Rift (Forest) Chest Lillith Rod,2.6666666666666665
Rift (Forest) Chest Ribbon,2.0
Rift (Ruins) Chest Cabin,3.0
Rift (Ruins) Chest DarkMatter,3.0
Rift (Ruins) Chest Drain Sword,1.5
Rift (Ruins) Chest Elixir,3.0
Rift (Ruins) Chest Ether,3.0
Ruined City Chest Size,3.0
Sandworm New,4.0
Ship Graveyard Box 990,1.5
Ship Graveyard Chest Antidote,2.3333333333333335
Ship Graveyard Chest Flail,2.0
Ship Graveyard Chest Phoenix Down,2.5
Ship Graveyard Chest Potion,2.6666666666666665
Ship Graveyard Chest Tent,2.5
Shiva New,4.0
Shiva Shiva,1.5
Shop Backdoor Lamia Harp,1.5
Siren New,4.0
Sol Cannon New,4.0
Solitary Island Chest 12000,2.6666666666666665
Solitary Island Chest 9000,2.5
Solitary Island Chest BeastKiller,2.5
Solitary Island Chest Circlet,3.0
Solitary Island Chest Crystal Helm,2.0
Solitary Island Chest DarkMatter,3.0
Solitary Island Chest DragonFang,3.0
Solitary Island Chest Elixir,3.0
Solitary Island Chest Ether,2.5
Solitary Island Chest Guard Ring,2.6666666666666665
Solitary Island Chest Hi-Potion,2.0
Solitary Island Chest Protect Drink,2.0
Solitary Island Chest RisingSun,2.3333333333333335
Speed Song at Surgate Speed,4.0
Stalker New,4.0
Steamship Chest Cabin,1.0
Steamship Chest Full Moon,3.0
Steamship Chest GrnBeret,1.0
Steamship Chest Mythril Glove,3.0
Surgate Castle Chest 5000,3.0
Syldra Syldra,2.0
Temptation Song at Lix Charm,2.0
The Void Chest Elixir,2.0
The Void Chest Pinwheel,2.6666666666666665
The Void Chest Ragnarok,2.6666666666666665
Titan Titan,2.6666666666666665
Toad Event Toad,2.5
Top of the Falls Magic Lamp,2.6666666666666665
"Triton, Neregeid & Phobos New",4.0
Tule Barrel 150,3.0
Tule Box Leather Shoes,3.0
Tule Box Tent,2.3333333333333335
Tule Bush Phoenix Down,2.0
Tycoon Castle Barrel Cabin,1.0
Tycoon Castle Barrel Elixir,2.0
Tycoon Castle Barrel Phoenix Down,2.5
Tycoon Castle Cabin Cabin,2.0
Tycoon Castle Chest Giyaman,1.0
Tycoon Castle Chest Katana,1.0
Tycoon Castle Chest Shuriken,2.25
Tycoon Castle Pot Elixir,2.0
Tycoon Castle Pot Ether,2.0
Tycoon Castle Pot Hi-Potion,2.5
Tycoon Castle Pot Maiden's Kiss,1.0
Tycoon Castle Pot Phoenix Down,2.5
Tycoon Meteor Chest Phoenix Down,1.0
Tyrasaurus New,4.0
Walse Castle Barrel Tent,1.5
Walse Castle Box 490,3.0
Walse Castle Chest Elf Cape,1.5
Walse Castle Pot 1000,1.0
Walse Castle Pot Drag,1.5
Walse Tower Chest Ether,2.0
Walse Tower Chest GoGo,2.0
Walse Tower Chest Maiden's Kiss,2.0
Walse Tower Chest Silk robe,3.0
Walse Tower Chest Silver Armlet,4.0
Walse Town Pot Glasses,1.6666666666666667
Water Crystal Berserker,3.0
Water Crystal MysticKnight,1.6666666666666667
Water Crystal Samurai,2.0
Water Crystal TimeMage,2.0
Wind Crystal BlackMage,2.3333333333333335
Wind Crystal BlueMage,3.0
Wind Crystal Knight,2.6666666666666665
Wind Crystal Monk,2.0
Wind Crystal Thief,1.0
Wind Crystal WhiteMage,2.5
Wind Shrine Chest Broadsword,2.0
Wind Shrine Chest Leather Cap,3.0
Wind Shrine Chest Staff,2.5
Wind Shrine Chest Tent,2.0
WingRaptor New,4.0
