idx,enemy_name,enemy_rank,tier,loc_name,boss_rank,num_gauge_time,num_phys_power,num_phys_mult,num_evade,num_phys_def,num_mag_power,num_mag_def,num_mag_evade,num_mp,ai_starting_address,ai_write_loc,ai_skills,ai_hp_write_loc,ai_hp_mult
257,WingRaptor,boss,1,Sandworm,12,27,43,7,29,31,1,7,7,0,D0B049,[],[],[],[]
257,WingRaptor,boss,2,AdamanTiMi,13,28,46,7,30,33,1,7,7,0,D0B049,[],[],[],[]
257,WingRaptor,boss,2,Sol Cannon,14,29,49,8,32,35,1,8,8,0,D0B049,[],[],[],[]
257,WingRaptor,boss,2,ArchaeAvis,15,29,51,8,33,36,1,8,8,0,D0B049,[],[],[],[]
257,WingRaptor,boss,2,Chim.Brain,16,30,54,9,34,38,1,8,8,0,D0B049,[],[],[],[]
257,WingRaptor,boss,2,Puroboros,17,31,57,9,35,40,1,9,9,0,D0B049,[],[],[],[]
257,WingRaptor,boss,2,Titan,18,32,60,9,36,42,1,9,9,0,D0B049,[],[],[],[]
257,WingRaptor,boss,2,Gilgamesh 1,19,32,63,10,37,43,1,9,9,0,D0B049,[],[],[],[]
257,WingRaptor,boss,2,Gilgamesh 2,20,33,66,10,39,45,1,10,10,0,D0B049,[],[],[],[]
257,WingRaptor,boss,2,Tyrasaurus,21,34,69,11,40,47,1,10,10,0,D0B049,[],[],[],[]
257,WingRaptor,boss,2,Abductor,22,35,72,11,41,49,1,10,10,0,D0B049,[],[],[],[]
257,WingRaptor,boss,2,HiryuuPlant,23,35,75,11,42,50,1,11,11,0,D0B049,[],[],[],[]
257,WingRaptor,boss,2,Gilgamesh 3 & Enkidou,24,36,78,12,43,52,1,11,11,0,D0B049,[],[],[],[]
257,WingRaptor,boss,3,Atmos,25,37,80,12,45,54,1,11,11,0,D0B049,[],[],[],[]
257,WingRaptor,boss,3,Guardians,26,38,83,13,46,56,1,11,11,0,D0B049,[],[],[],[]
257,WingRaptor,boss,3,Carbunkle,27,38,86,13,47,57,1,12,12,0,D0B049,[],[],[],[]
257,WingRaptor,boss,3,Gilgamesh 4,28,39,89,13,48,59,1,12,12,0,D0B049,[],[],[],[]
257,WingRaptor,boss,3,Antlion,29,40,92,14,49,61,1,12,12,0,D0B049,[],[],[],[]
257,WingRaptor,boss,3,Gargoyles,30,41,95,14,51,63,1,13,13,0,D0B049,[],[],[],[]
257,WingRaptor,boss,3,Ramuh,31,41,98,15,52,64,1,13,13,0,D0B049,[],[],[],[]
257,WingRaptor,boss,3,Shoat,32,42,101,15,53,66,1,13,13,0,D0B049,[],[],[],[]
257,WingRaptor,boss,3,Golem,33,43,104,15,54,68,1,14,14,0,D0B049,[],[],[],[]
257,WingRaptor,boss,3,Merugene,34,44,107,16,55,70,1,14,14,0,D0B049,[],[],[],[]
257,WingRaptor,boss,3,Stalker,35,44,109,16,56,71,1,14,14,0,D0B049,[],[],[],[]
257,WingRaptor,boss,3,Odin,36,45,112,17,58,73,1,15,15,0,D0B049,[],[],[],[]
257,WingRaptor,boss,3,"Triton, Neregeid & Phobos",37,46,115,17,59,75,1,15,15,0,D0B049,[],[],[],[]
257,WingRaptor,boss,3,Omniscient,38,47,118,18,60,77,1,15,15,0,D0B049,[],[],[],[]
257,WingRaptor,boss,3,Minotauros,39,47,121,18,61,78,1,16,16,0,D0B049,[],[],[],[]
257,WingRaptor,boss,3,Leviathan,40,48,124,18,62,80,1,16,16,0,D0B049,[],[],[],[]
257,WingRaptor,boss,3,GoGo,41,49,127,19,64,82,1,16,16,0,D0B049,[],[],[],[]
257,WingRaptor,boss,3,Bahamut,42,50,130,19,65,84,1,17,17,0,D0B049,[],[],[],[]
257,WingRaptor,boss,4,Calofisteri,43,50,133,20,66,85,1,17,17,0,D0B049,[],[],[],[]
257,WingRaptor,boss,4,Apanda,44,51,136,20,67,87,1,17,17,0,D0B049,[],[],[],[]
257,WingRaptor,boss,4,Apocalypse,45,52,138,20,68,89,1,18,18,0,D0B049,[],[],[],[]
257,WingRaptor,boss,4,Catastroph,46,53,141,21,69,91,1,18,18,0,D0B049,[],[],[],[]
257,WingRaptor,boss,4,Halicarnaso,47,53,144,21,71,92,1,18,18,0,D0B049,[],[],[],[]
257,WingRaptor,boss,4,Twin Tania,48,54,147,22,72,94,1,19,19,0,D0B049,[],[],[],[]
257,WingRaptor,boss,4,Necrophobe,49,55,150,22,73,96,1,19,19,0,D0B049,[],[],[],[]
258,Karlabos,boss,1,WingRaptor,1,22,13,2,0,0,0,5,0,41,D0B2B7,[],[],[],[]
258,Karlabos,boss,1,Karlabos,2,23,16,2,1,1,0,5,0,44,D0B2B7,[],[],[],[]
258,Karlabos,boss,1,Siren,3,23,20,3,1,1,0,6,0,47,D0B2B7,[],[],[],[]
258,Karlabos,boss,1,Magisa & Forza,4,24,23,3,1,1,0,6,0,50,D0B2B7,[],[],[],[]
258,Karlabos,boss,1,Galura,5,25,26,3,1,1,0,7,0,53,D0B2B7,[],[],[],[]
258,Karlabos,boss,1,LiquiFlame,6,26,29,3,2,2,0,8,0,56,D0B2B7,[],[],[],[]
258,Karlabos,boss,1,Sergeant & DeathClaw,7,26,33,4,2,2,0,8,0,59,D0B2B7,[],[],[],[]
258,Karlabos,boss,1,Ifrit,8,27,36,4,2,2,0,9,0,62,D0B2B7,[],[],[],[]
258,Karlabos,boss,1,Shiva,9,28,39,4,2,2,0,10,0,65,D0B2B7,[],[],[],[]
258,Karlabos,boss,1,Byblos,10,29,42,4,3,3,0,10,0,68,D0B2B7,[],[],[],[]
258,Karlabos,boss,1,Crayclaw,11,30,45,4,3,3,0,11,0,71,D0B2B7,[],[],[],[]
258,Karlabos,boss,1,Sandworm,12,30,49,5,3,3,0,11,0,74,D0B2B7,[],[],[],[]
258,Karlabos,boss,2,AdamanTiMi,13,31,52,5,3,3,0,12,0,78,D0B2B7,[],[],[],[]
258,Karlabos,boss,2,Sol Cannon,14,32,55,5,4,4,0,13,0,81,D0B2B7,[],[],[],[]
258,Karlabos,boss,2,ArchaeAvis,15,33,58,5,4,4,0,13,0,84,D0B2B7,[],[],[],[]
258,Karlabos,boss,2,Chim.Brain,16,33,62,6,4,4,0,14,0,87,D0B2B7,[],[],[],[]
258,Karlabos,boss,2,Puroboros,17,34,65,6,5,5,0,14,0,90,D0B2B7,[],[],[],[]
258,Karlabos,boss,2,Titan,18,35,68,6,5,5,0,15,0,93,D0B2B7,[],[],[],[]
258,Karlabos,boss,2,Gilgamesh 1,19,36,71,6,5,5,0,16,0,96,D0B2B7,[],[],[],[]
258,Karlabos,boss,2,Gilgamesh 2,20,37,74,6,5,5,0,16,0,99,D0B2B7,[],[],[],[]
258,Karlabos,boss,2,Tyrasaurus,21,37,78,7,6,6,0,17,0,102,D0B2B7,[],[],[],[]
258,Karlabos,boss,2,Abductor,22,38,81,7,6,6,0,17,0,105,D0B2B7,[],[],[],[]
258,Karlabos,boss,2,HiryuuPlant,23,39,84,7,6,6,0,18,0,108,D0B2B7,[],[],[],[]
258,Karlabos,boss,2,Gilgamesh 3 & Enkidou,24,40,87,7,6,6,0,19,0,111,D0B2B7,[],[],[],[]
258,Karlabos,boss,3,Atmos,25,40,91,8,7,7,0,19,0,114,D0B2B7,[],[],[],[]
258,Karlabos,boss,3,Guardians,26,41,94,8,7,7,0,20,0,117,D0B2B7,[],[],[],[]
258,Karlabos,boss,3,Carbunkle,27,42,97,8,7,7,0,21,0,120,D0B2B7,[],[],[],[]
258,Karlabos,boss,3,Gilgamesh 4,28,43,100,8,7,7,0,21,0,123,D0B2B7,[],[],[],[]
258,Karlabos,boss,3,Antlion,29,43,104,9,8,8,0,22,0,126,D0B2B7,[],[],[],[]
258,Karlabos,boss,3,Gargoyles,30,44,107,9,8,8,0,22,0,129,D0B2B7,[],[],[],[]
258,Karlabos,boss,3,Ramuh,31,45,110,9,8,8,0,23,0,132,D0B2B7,[],[],[],[]
258,Karlabos,boss,3,Shoat,32,46,113,9,8,8,0,24,0,135,D0B2B7,[],[],[],[]
258,Karlabos,boss,3,Golem,33,47,116,9,9,9,0,24,0,138,D0B2B7,[],[],[],[]
258,Karlabos,boss,3,Merugene,34,47,120,10,9,9,0,25,0,141,D0B2B7,[],[],[],[]
258,Karlabos,boss,3,Stalker,35,48,123,10,9,9,0,25,0,144,D0B2B7,[],[],[],[]
258,Karlabos,boss,3,Odin,36,49,126,10,10,10,0,26,0,147,D0B2B7,[],[],[],[]
258,Karlabos,boss,3,"Triton, Neregeid & Phobos",37,50,129,10,10,10,0,27,0,151,D0B2B7,[],[],[],[]
258,Karlabos,boss,3,Omniscient,38,50,133,11,10,10,0,27,0,154,D0B2B7,[],[],[],[]
258,Karlabos,boss,3,Minotauros,39,51,136,11,10,10,0,28,0,157,D0B2B7,[],[],[],[]
258,Karlabos,boss,3,Leviathan,40,52,139,11,11,11,0,28,0,160,D0B2B7,[],[],[],[]
258,Karlabos,boss,3,GoGo,41,53,142,11,11,11,0,29,0,163,D0B2B7,[],[],[],[]
258,Karlabos,boss,3,Bahamut,42,54,145,11,11,11,0,30,0,166,D0B2B7,[],[],[],[]
258,Karlabos,boss,4,Calofisteri,43,54,149,12,11,11,0,30,0,169,D0B2B7,[],[],[],[]
258,Karlabos,boss,4,Apanda,44,55,152,12,12,12,0,31,0,172,D0B2B7,[],[],[],[]
258,Karlabos,boss,4,Apocalypse,45,56,155,12,12,12,0,32,0,175,D0B2B7,[],[],[],[]
258,Karlabos,boss,4,Catastroph,46,57,158,12,12,12,0,32,0,178,D0B2B7,[],[],[],[]
258,Karlabos,boss,4,Halicarnaso,47,57,162,13,12,12,0,33,0,181,D0B2B7,[],[],[],[]
258,Karlabos,boss,4,Twin Tania,48,58,165,13,13,13,0,33,0,184,D0B2B7,[],[],[],[]
258,Karlabos,boss,4,Necrophobe,49,59,168,13,13,13,0,34,0,187,D0B2B7,[],[],[],[]
260,Siren,boss,1,WingRaptor,1,23,5,4,0,0,3,11,0,152,D0B2E0,"[6,7,8,10,11,12,14,15,16]","[Mute,Slow,Haste,Cure,Ice,Scan,Armor,Sleep,Bolt]",[],[]
260,Siren,boss,1,Karlabos,2,23,6,4,0,0,4,12,0,182,D0B2E0,"[6,7,8,10,11,12,14,15,16]","[Mute,Slow,Haste,Cure,Ice,Scan,Armor,Sleep,Bolt]",[],[]
260,Siren,boss,1,Siren,3,24,6,4,0,0,5,14,0,211,D0B2E0,"[6,7,8,10,11,12,14,15,16]","[Mute,Slow,Haste,Cure,Ice,Scan,Armor,Sleep,Bolt]",[],[]
260,Siren,boss,1,Magisa & Forza,4,25,7,4,0,0,5,15,0,241,D0B2E0,"[6,7,8,10,11,12,14,15,16]","[Mute,Slow,Haste,Cure,Ice,Scan,Armor,Sleep,Bolt]",[],[]
260,Siren,boss,1,Galura,5,26,7,5,0,0,6,17,0,270,D0B2E0,"[6,7,8,10,11,12,14,15,16]","[Mute,Slow,Haste,Cure,Ice,Scan,Armor,Sleep,Bolt]",[],[]
260,Siren,boss,1,LiquiFlame,6,26,8,5,0,0,7,18,0,300,D0B2E0,"[6,7,8,10,11,12,14,15,16]","[Mute,Slow,Haste,Cure,Ice,Scan,Armor,Sleep,Bolt]",[],[]
260,Siren,boss,1,Sergeant & DeathClaw,7,27,8,5,0,0,8,20,0,329,D0B2E0,"[6,7,8,10,11,12,14,15,16]","[Mute,Slow,Haste,Cure,Ice,Scan,Armor,Sleep,Bolt]",[],[]
260,Siren,boss,1,Ifrit,8,28,9,5,0,0,9,21,0,359,D0B2E0,"[6,7,8,10,11,12,14,15,16]","[Mute,Slow,Haste,Cure,Ice,Scan,Armor,Sleep,Bolt]",[],[]
260,Siren,boss,1,Shiva,9,28,9,5,0,0,10,23,0,388,D0B2E0,"[6,7,8,10,11,12,14,15,16]","[Mute,Slow,Haste,Cure,Ice,Scan,Armor,Sleep,Bolt]",[],[]
260,Siren,boss,1,Byblos,10,29,10,5,0,0,11,24,0,418,D0B2E0,"[6,7,8,10,11,12,14,15,16]","[Mute,Slow,Haste,Cure,Ice,Scan,Armor,Sleep,Bolt]",[],[]
260,Siren,boss,1,Crayclaw,11,30,10,5,0,0,11,26,0,447,D0B2E0,"[6,7,8,10,11,12,14,15,16]","[Mute,Slow,Haste,Cure,Ice,Scan,Armor,Sleep,Bolt]",[],[]
260,Siren,boss,1,Sandworm,12,31,11,5,0,0,12,27,0,477,D0B2E0,"[6,7,8,10,11,12,14,15,16]","[Mute,Slow,Haste,Cure,Ice,Scan,Armor,Sleep,Bolt]",[],[]
260,Siren,boss,2,AdamanTiMi,13,31,11,5,0,0,13,29,0,506,D0B2E0,"[6,7,8,10,11,12,14,15,16]","[Mute,Slow,Haste,Cure2,Ice2,Scan,Armor,Sleep,Bolt2]",[],[]
260,Siren,boss,2,Sol Cannon,14,32,12,5,0,0,14,30,0,536,D0B2E0,"[6,7,8,10,11,12,14,15,16]","[Mute,Slow,Haste,Cure2,Ice2,Scan,Armor,Sleep,Bolt2]",[],[]
260,Siren,boss,2,ArchaeAvis,15,33,12,6,0,0,15,32,0,565,D0B2E0,"[6,7,8,10,11,12,14,15,16]","[Mute,Slow,Haste,Cure2,Ice2,Scan,Armor,Sleep,Bolt2]",[],[]
260,Siren,boss,2,Chim.Brain,16,33,13,6,0,0,16,33,0,595,D0B2E0,"[6,7,8,10,11,12,14,15,16]","[Mute,Slow,Haste,Cure2,Ice2,Scan,Armor,Sleep,Bolt2]",[],[]
260,Siren,boss,2,Puroboros,17,34,13,6,0,0,17,35,0,624,D0B2E0,"[6,7,8,10,11,12,14,15,16]","[Mute,Slow,Haste,Cure2,Ice2,Scan,Armor,Sleep,Bolt2]",[],[]
260,Siren,boss,2,Titan,18,35,13,6,0,0,17,37,0,653,D0B2E0,"[6,7,8,10,11,12,14,15,16]","[Mute,Slow,Haste,Cure2,Ice2,Scan,Armor,Sleep,Bolt2]",[],[]
260,Siren,boss,2,Gilgamesh 1,19,36,14,6,0,0,18,38,0,683,D0B2E0,"[6,7,8,10,11,12,14,15,16]","[Mute,Slow,Haste,Cure2,Ice2,Scan,Armor,Sleep,Bolt2]",[],[]
260,Siren,boss,2,Gilgamesh 2,20,36,14,6,0,0,19,40,0,712,D0B2E0,"[6,7,8,10,11,12,14,15,16]","[Mute,Slow,Haste,Cure2,Ice2,Scan,Armor,Sleep,Bolt2]",[],[]
260,Siren,boss,2,Tyrasaurus,21,37,15,6,0,0,20,41,0,742,D0B2E0,"[6,7,8,10,11,12,14,15,16]","[Mute,Slow,Haste,Cure2,Ice2,Scan,Armor,Sleep,Bolt2]",[],[]
260,Siren,boss,2,Abductor,22,38,15,6,0,0,21,43,0,771,D0B2E0,"[6,7,8,10,11,12,14,15,16]","[Mute,Slow,Haste,Cure2,Ice2,Scan,Armor,Sleep,Bolt2]",[],[]
260,Siren,boss,2,HiryuuPlant,23,38,16,6,0,0,22,44,0,801,D0B2E0,"[6,7,8,10,11,12,14,15,16]","[Mute,Slow,Haste,Cure2,Ice2,Scan,Armor,Sleep,Bolt2]",[],[]
260,Siren,boss,2,Gilgamesh 3 & Enkidou,24,39,16,6,0,0,23,46,0,830,D0B2E0,"[6,7,8,10,11,12,14,15,16]","[Mute,Slow,Haste,Cure2,Ice2,Scan,Armor,Sleep,Bolt2]",[],[]
260,Siren,boss,3,Atmos,25,40,17,7,0,0,23,47,0,860,D0B2E0,"[6,7,8,10,11,12,14,15,16]","[Mute,Slow2,Haste,Cure2,Ice3,Scan,Armor,Sleep,Bolt2]",[],[]
260,Siren,boss,3,Guardians,26,41,17,7,0,0,24,49,0,889,D0B2E0,"[6,7,8,10,11,12,14,15,16]","[Mute,Slow2,Haste,Cure2,Ice3,Scan,Armor,Sleep,Bolt2]",[],[]
260,Siren,boss,3,Carbunkle,27,41,18,7,0,0,25,50,0,919,D0B2E0,"[6,7,8,10,11,12,14,15,16]","[Mute,Slow2,Haste,Cure2,Ice3,Scan,Armor,Sleep,Bolt2]",[],[]
260,Siren,boss,3,Gilgamesh 4,28,42,18,7,0,0,26,52,0,948,D0B2E0,"[6,7,8,10,11,12,14,15,16]","[Mute,Slow2,Haste,Cure2,Ice3,Scan,Armor,Sleep,Bolt2]",[],[]
260,Siren,boss,3,Antlion,29,43,19,7,0,0,27,53,0,978,D0B2E0,"[6,7,8,10,11,12,14,15,16]","[Mute,Slow2,Haste,Cure2,Ice3,Scan,Armor,Sleep,Bolt2]",[],[]
260,Siren,boss,3,Gargoyles,30,43,19,7,0,0,28,55,0,1007,D0B2E0,"[6,7,8,10,11,12,14,15,16]","[Mute,Slow2,Haste,Cure2,Ice3,Scan,Armor,Sleep,Bolt2]",[],[]
260,Siren,boss,3,Ramuh,31,44,20,7,0,0,29,56,0,1037,D0B2E0,"[6,7,8,10,11,12,14,15,16]","[Mute,Slow2,Haste,Cure2,Ice3,Scan,Armor,Sleep,Bolt2]",[],[]
260,Siren,boss,3,Shoat,32,45,20,7,0,0,29,58,0,1066,D0B2E0,"[6,7,8,10,11,12,14,15,16]","[Mute,Slow2,Haste,Cure2,Ice3,Scan,Armor,Sleep,Bolt2]",[],[]
260,Siren,boss,3,Golem,33,46,20,7,0,0,30,60,0,1095,D0B2E0,"[6,7,8,10,11,12,14,15,16]","[Mute,Slow2,Haste,Cure2,Ice3,Scan,Armor,Sleep,Bolt2]",[],[]
260,Siren,boss,3,Merugene,34,46,21,7,0,0,31,61,0,1125,D0B2E0,"[6,7,8,10,11,12,14,15,16]","[Mute,Slow2,Haste,Cure2,Ice3,Scan,Armor,Sleep,Bolt2]",[],[]
260,Siren,boss,3,Stalker,35,47,21,8,0,0,32,63,0,1154,D0B2E0,"[6,7,8,10,11,12,14,15,16]","[Mute,Slow2,Haste,Cure2,Ice3,Scan,Armor,Sleep,Bolt2]",[],[]
260,Siren,boss,3,Odin,36,48,22,8,0,0,33,64,0,1184,D0B2E0,"[6,7,8,10,11,12,14,15,16]","[Mute,Slow2,Haste,Cure2,Ice3,Scan,Armor,Sleep,Bolt2]",[],[]
260,Siren,boss,3,"Triton, Neregeid & Phobos",37,48,22,8,0,0,34,66,0,1213,D0B2E0,"[6,7,8,10,11,12,14,15,16]","[Mute,Slow2,Haste,Cure2,Ice3,Scan,Armor,Sleep,Bolt2]",[],[]
260,Siren,boss,3,Omniscient,38,49,23,8,0,0,35,67,0,1243,D0B2E0,"[6,7,8,10,11,12,14,15,16]","[Mute,Slow2,Haste,Cure2,Ice3,Scan,Armor,Sleep,Bolt2]",[],[]
260,Siren,boss,3,Minotauros,39,50,23,8,0,0,35,69,0,1272,D0B2E0,"[6,7,8,10,11,12,14,15,16]","[Mute,Slow2,Haste,Cure2,Ice3,Scan,Armor,Sleep,Bolt2]",[],[]
260,Siren,boss,3,Leviathan,40,51,24,8,0,0,36,70,0,1302,D0B2E0,"[6,7,8,10,11,12,14,15,16]","[Mute,Slow2,Haste,Cure2,Ice3,Scan,Armor,Sleep,Bolt2]",[],[]
260,Siren,boss,3,GoGo,41,51,24,8,0,0,37,72,0,1331,D0B2E0,"[6,7,8,10,11,12,14,15,16]","[Mute,Slow2,Haste,Cure2,Ice3,Scan,Armor,Sleep,Bolt2]",[],[]
260,Siren,boss,3,Bahamut,42,52,25,8,0,0,38,73,0,1361,D0B2E0,"[6,7,8,10,11,12,14,15,16]","[Mute,Slow2,Haste,Cure2,Ice3,Scan,Armor,Sleep,Bolt2]",[],[]
260,Siren,boss,4,Calofisteri,43,53,25,8,0,0,39,75,0,1390,D0B2E0,"[6,7,8,10,11,12,14,15,16]","[Mute,Slow2,Haste,Cure2,Ice3,Scan,Armor,Sleep,Bolt3]",[],[]
260,Siren,boss,4,Apanda,44,53,26,8,0,0,40,76,0,1420,D0B2E0,"[6,7,8,10,11,12,14,15,16]","[Mute,Slow2,Haste,Cure2,Ice3,Scan,Armor,Sleep,Bolt3]",[],[]
260,Siren,boss,4,Apocalypse,45,54,26,9,0,0,41,78,0,1449,D0B2E0,"[6,7,8,10,11,12,14,15,16]","[Mute,Slow2,Haste,Cure2,Ice3,Scan,Armor,Sleep,Bolt3]",[],[]
260,Siren,boss,4,Catastroph,46,55,27,9,0,0,41,79,0,1479,D0B2E0,"[6,7,8,10,11,12,14,15,16]","[Mute,Slow2,Haste,Cure2,Ice3,Scan,Armor,Sleep,Bolt3]",[],[]
260,Siren,boss,4,Halicarnaso,47,56,27,9,0,0,42,81,0,1508,D0B2E0,"[6,7,8,10,11,12,14,15,16]","[Mute,Slow2,Haste,Cure2,Ice3,Scan,Armor,Sleep,Bolt3]",[],[]
260,Siren,boss,4,Twin Tania,48,56,28,9,0,0,43,82,0,1538,D0B2E0,"[6,7,8,10,11,12,14,15,16]","[Mute,Slow2,Haste,Cure2,Ice3,Scan,Armor,Sleep,Bolt3]",[],[]
