check,reward,mib,reward_value,seed
CornaJar at Kelb CornaJar,Berserk,,0,7998281
Ribbon from girl in Rugor Ribbon,Equip Armors,,0,7998281
Mirage Vest from Chocobo Tour/Mirage Village Mirage Vest,Partisan,,5100,7998281
12 Kuzar Events Assassin,RegalCut,,240,7998281
12 Kuzar Events Apollo's Harp,Tent,,125,7998281
12 Kuzar Events Excalibur,Mythril Glove,,300,7998281
12 Kuzar Events Flame Whip,Shiva->Ramuh->Ifrit->Bahmut,,0,7998281
12 Kuzar Events Earth Bell,Summon Ability Progressive,,0,7998281
12 Kuzar Events Holy Lance,MgcSword Ability Progressive,,0,7998281
12 Kuzar Events Masamune,Broadsword,,140,7998281
12 Kuzar Events Wizard Rod,Giyaman,,250,7998281
12 Kuzar Events Rune Axe,GuardOff->Hammer->MghtyGrd,,0,7998281
12 Kuzar Events Sage's Staff,AntiMagic Bow,,5000,7998281
12 Kuzar Events Sasuke,Equip Ribbon,,0,7998281
12 Kuzar Events Yoichi Bow,Leather Shoes,,35,7998281
Shiva Shiva,BeastKiller,,7500,7998281
Ifrit Ifrit,Bolt Black Magic Progressive,,0,7998281
Water Crystal Samurai,Lamia's Harp,,1600,7998281
Water Crystal Berserker,Ice Sword Magic Progressive,,0,7998281
Water Crystal MysticKnight,Bard's Surplice,,500,7998281
Water Crystal TimeMage,Avis Killer,,10000,7998281
Water Crystal Summoner,Diamond Armor,,4000,7998281
Brave Blade Brave Blade,White Ability Progressive,,0,7998281
Chicken Knife Chicken Knife,Mute->Psych->Holy Sword,,0,7998281
Tycoon Castle Cabin Cabin,Bronze Armor,,200,7998281
Walse Tower Chest GoGo,Wind Spear,,2700,7998281
Pyramid Top Pyramid Tablet,Mythril Glove,,300,7998281
Toad Event Toad,Life->Life2,,0,7998281
Aegis Shield Chest Aegis Shield,FrogSong->TinySong->MoonFlut,,0,7998281
Lone Wolf Barrel Cabin,Whip,,550,7998281
Lone Wolf Chest Thunder Whip,Thunder Whip,,1100,7998281
Moat Item Epee,Mythril Spear,,395,7998281
Shop Backdoor Lamia Harp,Mythril Spear,,395,7998281
Top of the Falls Magic Lamp,MgcSword Ability Progressive,,0,7998281
Wind Shrine Chest Broadsword,Ogre Killer,,1600,7998281
Beginner's House Chest Ether,Summoner Job Crystal,,0,7998281
Beginner's House Chest 100,Mute->Psych->Holy Sword,,0,7998281
Beginner's House Chest Potion,HP +X%,,0,7998281
Beginner's House Chest Phoenix Down,Thornlet,MIB,10000,7998281
Beginner's House Chest Tent,Equip Spears,,0,7998281
Beginner's House Chest Leather Shoes,Masamune,,10000,7998281
Pirate's Cave Chest Leather Cap,Giyaman,,250,7998281
Pirate's Cave Chest Tent,Thunder Scroll,,100,7998281
Pirate's Cave Chest Ether,Revivify,,75,7998281
Pirate's Cave Chest 300,Antidote,,15,7998281
Wind Shrine Chest Tent,Scan->Charm->Holy,,0,7998281
Wind Shrine Chest Leather Cap,Black Ability Progressive,,0,7998281
Wind Shrine Chest Staff,5000 gil,,5000,7998281
Tule Barrel 150,Staff,,100,7998281
Tule Box Leather Shoes,Mage Masher,,450,7998281
Tule Barrel Potion,Silk robe,,250,7998281
Tule Box Tent,Whip,,550,7998281
Tule Bush Phoenix Down,Enhancer,,10000,7998281
Ship Graveyard Chest Flail,10000 gil,,10000,7998281
Ship Graveyard Chest Phoenix Down,Forged,,7400,7998281
Ship Graveyard Chest Tent,Condemn->Roulette->AquaRake,,0,7998281
Ship Graveyard Box 990,Lamia's Harp,,1600,7998281
Ship Graveyard Chest Potion,9000 gil,,9000,7998281
Ship Graveyard Chest Antidote,Fire Black Magic Progressive,,0,7998281
Carwen Barrel Antidote,Thunder Scroll,,100,7998281
Carwen Box Ice Rod,Ether,,750,7998281
Carwen Pot 1000,Plumed Hat,,175,7998281
North Mountain Chest Soft,Darkness Bow,,1900,7998281
North Mountain Chest Phoenix Down,12000 gil,,12000,7998281
Walse Town Pot Glasses,Silver Bow,,750,7998281
Tycoon Castle Pot Hi-Potion,Ice Shield,,20000,7998281
Tycoon Castle Pot Ether,Air Lance,,3400,7998281
Tycoon Castle Barrel Elixir,4400 gil,,4400,7998281
Tycoon Castle Barrel Phoenix Down,1000 gil,,1000,7998281
Tycoon Castle Barrel Cabin,SwdSlap,,0,7998281
Tycoon Castle Pot Elixir,Thunder Scroll,,100,7998281
Tycoon Castle Pot Phoenix Down,Terrain,,0,7998281
Tycoon Castle Pot Maiden's Kiss,GuardOff->Hammer->MghtyGrd,,0,7998281
Tycoon Castle Chest Shuriken,2000 gil,,2000,7998281
Tycoon Castle Chest Giyaman,Giyaman,,250,7998281
Tycoon Castle Chest Katana,Katana,,2900,7998281
Walse Castle Chest Elf Cape,Mimic,,0,7998281
Walse Castle Pot 1000,2000 gil,,2000,7998281
Walse Castle Pot Drag,DarkHood,,3250,7998281
Walse Castle Box 490,Ribbon,,17500,7998281
Walse Castle Barrel Tent,Medicine,,0,7998281
Walse Castle Barrel Phoenix Down,Speed->Requiem Song,,0,7998281
Walse Tower Chest Silk robe,Black Ability Progressive,,0,7998281
Walse Tower Chest Maiden's Kiss,Lamia's Harp,,1600,7998281
Walse Tower Chest Silver Armlet,Silver Armlet,,250,7998281
Walse Tower Chest Ether,Katana,,2900,7998281
Tycoon Meteor Chest Phoenix Down,Kodachi,,2550,7998281
Karnak Castle Chest Gungnir,Wall Ring,,10000,7998281
Karnak Castle Chest Thunder Scroll,Wonder Wand,MIB,5000,7998281
Karnak Castle Chest 2000,Leather Shoes,,35,7998281
Karnak Castle Chest Elixir,Giant's Axe,MIB,20000,7998281
Karnak Castle Chest Ribbon,Shuriken,MIB,1250,7998281
Karnak Castle Chest Shuriken,Staff of Light,MIB,1350,7998281
Karnak Castle Chest Elf Cape,Crystal Armor,MIB,6000,7998281
Karnak Castle Chest Guardian,Rod,MIB,100,7998281
Karnak Town Barrel Fire Rod,Ice Sword Magic Progressive,,0,7998281
Steamship Chest Cabin,Mantra,,0,7998281
Steamship Chest Phoenix Down,18000 gil,,18000,7998281
Steamship Chest Elixir,Tent,,125,7998281
Steamship Chest GrnBeret,Comet->Meteo,,0,7998281
Steamship Chest Thief's Glove,Toad->Bio->Flare,,0,7998281
Ancient Library Chest Ether,Aero Blue Magic Progressive,,0,7998281
Ancient Library Chest Phoenix Down,Evade,,0,7998281
Ancient Library Chest Stealth Suit,2000 gil,,2000,7998281
Jacole Cave Chest Shuriken,Diamond Helm,,3500,7998281
Jacole Cave Chest Tent,12000 gil,,12000,7998281
Ruined City Chest Shuriken,300 gil,,300,7998281
Ruined City Chest Size,Sleep->Psych->Doom,,0,7998281
Flying Lonka Ruins Chest Golden Armor,5000 gil,,5000,7998281
Flying Lonka Ruins Chest Elixir,Thunder Scroll,,100,7998281
Flying Lonka Ruins Chest Phoenix Down,15000 gil,,15000,7998281
Flying Lonka Ruins Chest Golden Shield,Dbl Grip,,0,7998281
Steamship Chest Mythril Glove,Leather Cap,,25,7998281
Steamship Chest Full Moon,Aero Blue Magic Progressive,,0,7998281
Flying Lonka Ruins Chest Hi-Potion,Charm->Hero@Song,,0,7998281
Flying Lonka Ruins Chest 5000,Thornlet,,10000,7998281
Flying Lonka Ruins Chest Shuriken,HP +X%,,0,7998281
Flying Lonka Ruins Chest Ancient Sword,Golden Helm,,1750,7998281
Flying Lonka Ruins Chest Full Moon,5000 gil,,5000,7998281
Flying Lonka Ruins Chest Power Wrist,8000 gil,,8000,7998281
Flying Lonka Ruins Chest Ether,Berserker Job Crystal,,0,7998281
Flying Lonka Ruins Chest Cabin,Bolt Sword Magic Progressive,,0,7998281
Exdeath's Castle Chest Ether,20000 gil,,20000,7998281
Exdeath's Castle Chest Diamond Shield,Ice Rod,,375,7998281
Exdeath's Castle Chest Ice Shield,Flail,,390,7998281
Exdeath's Castle Chest Elixir,LuckMallet,,25,7998281
Exdeath's Castle Chest Gale Bow,Sleep->Bio->Flare Sword,,0,7998281
Exdeath's Castle Chest IceBrand,Bone Mail,,15000,7998281
Exdeath's Castle Chest Kotetsu,Darkness Bow,,1900,7998281
Exdeath's Castle Chest 9900,Mythril Knife,,225,7998281
Exdeath's Castle Chest 8000,Life->Life2,,0,7998281
Exdeath's Castle Chest DblLance,Equip Harps,,0,7998281
Exdeath's Castle Chest Partisan,Sylph->Crbnkl->Phenix->Syldra,,0,7998281
Exdeath's Castle Chest Pinwheel,GbnPnch->Emision->Missle->Blwfsh,,0,7998281
Moogle Cave Chest 4400,Lillith Rod,,1500,7998281
Moogle Cave Chest Phoenix Down,5000 gil,,5000,7998281
Moogle Village Chest Cabin,Barrier,,0,7998281
Moogle Village Chest Dancing Dagger,Regen->Float->Reset->Xzone,,0,7998281
Moogle Village Chest 1,Catch,,0,7998281
Moogle Village Chest 10000,Partisan,,5100,7998281
Moogle Village Chest Phoenix Down,Sasuke,,10000,7998281
Moogle Village Chest Ether,Spear,,50,7998281
Moogle Village Chest Elf Cape,1000 gil,,1000,7998281
Bal Castle Chest Angel Gwn,9000 gil,,9000,7998281
Bal Castle Chest Hero Drink,Gauntlets,,1500,7998281
Bal Castle Chest Exit,Giant's Gloves,,2500,7998281
Hiryuu Valley Skull Bone Mail,2500 gil,,2500,7998281
Hiryuu Valley Chest 5000,Caution,,0,7998281
Hiryuu Valley Chest Cabin,990 gil,,990,7998281
Hiryuu Valley Chest 7000,Tempest,,15000,7998281
Hiryuu Valley Chest Coronet,1000 gil,,1000,7998281
Hiryuu Valley Chest Air Blade,1000 gil,,1000,7998281
Hiryuu Valley Chest Phoenix Down,DiamndPlt,,3000,7998281
Surgate Castle Chest 5000,Drain Sword,,8000,7998281
Surgate Castle Chest Float,AntiMagic Bow,,5000,7998281
Barrier Tower Chest Drain Sword,Battle Axe,MIB,325,7998281
Barrier Tower Chest 9000,White Ability Progressive,,0,7998281
Barrier Tower Chest 18000,HiPotion,,180,7998281
Barrier Tower Chest Gold Hairpin,Fire Bow,MIB,1250,7998281
Mua Town Barrel Guardian,Giant Drink,,55,7998281
Mua Forest Chest 2500,9900 gil,,9900,7998281
Mua Forest Chest Ether,Ether,,750,7998281
Mua Forest Chest 4900,Genji Helm,,12500,7998281
Mua Forest Chest Phoenix Down,Leather Cap,,25,7998281
Mua Forest Chest 9500,Flash->Time Slip->DethClaw,,0,7998281
Mua Forest Chest Soot,Chain Whip,,1650,7998281
Mua Forest Chest Flametongue,Sylph->Crbnkl->Phenix->Syldra,,0,7998281
Mua Forest Chest Cabin,2000 gil,,2000,7998281
Mua Forest Chest Giant Drink,Giant Drink,,55,7998281
Mua Forest Chest Elixir,10000 gil,,10000,7998281
Mua Forest Chest Morning Star,Elven Bow,,3750,7998281
Solitary Island Chest Ether,Magus,,1500,7998281
Solitary Island Chest DragonFang,Cure White Magic Progressive,,0,7998281
Pyramid Chest Elixir,Venom->Drain->Break,,0,7998281
Pyramid Chest Black Robe,Potion,,20,7998281
Pyramid Chest Thornlet,Silk robe,MIB,250,7998281
Pyramid Chest DarkMatter,Gale Bow,,4250,7998281
Pyramid Chest Crystal Armor,Soot,MIB,50,7998281
Pyramid Chest Cursed Ring,Earth Bell,MIB,4500,7998281
Pyramid Chest Ice Shield,Air Blade,MIB,50,7998281
Pyramid Chest Flame Shield,Iron Shield,,195,7998281
Pyramid Chest White Robe,ManEater,,12500,7998281
Pyramid Chest DarkSuit,Silver Harp,,400,7998281
Pyramid Chest 9000,Earth Bell,MIB,4500,7998281
Pyramid Chest 8000,Magic->Love@Song,,0,7998281
Pyramid Chest Earth Hammer,Forged,,7400,7998281
Pyramid Chest 10000,DiamndPlt,MIB,3000,7998281
Pyramid Chest Cabin,Gauntlets,MIB,1500,7998281
Pyramid Chest 12000,Shiva->Ramuh->Ifrit->Bahmut,,0,7998281
Pyramid Chest Guard Ring,Lamia's Harp,,1600,7998281
Pyramid Chest Ribbon,Dance,,0,7998281
Pyramid Chest Gold Hairpin,Dancing Dagger,MIB,2900,7998281
Solitary Island Chest 12000,Battle Axe,,325,7998281
Solitary Island Chest Hi-Potion,Battle Axe,MIB,325,7998281
Solitary Island Chest Protect Drink,Mythril Shield,,295,7998281
Solitary Island Chest BeastKiller,????->Fusion->Exploder->DrkShock,,0,7998281
Solitary Island Chest RisingSun,Cursed Shield,,5000,7998281
Solitary Island Chest Guard Ring,Bronze Shield,,145,7998281
Solitary Island Chest Crystal Helm,Iron Helm,,175,7998281
Solitary Island Chest 9000,Combine,,0,7998281
Solitary Island Chest Elixir,Avis Killer,,10000,7998281
Solitary Island Chest DarkMatter,Soft,,75,7998281
Solitary Island Chest Circlet,Genji Gloves,MIB,7500,7998281
Fork Tower L. Chest Ether,4900 gil,,4900,7998281
Fork Tower L. Chest Wonder Wand,Elf Cape,,2000,7998281
Fork Tower R. Chest Hi-Potion,Flirt,,0,7998281
Fork Tower R. Chest Defender Sword,8000 gil,,8000,7998281
Great Trench Chest Water Scroll,GuardOff->Hammer->MghtyGrd,,0,7998281
Great Trench Chest Flame Ring,100 gil,,100,7998281
Great Trench Chest DragonFang,Ice Sword Magic Progressive,,0,7998281
Great Trench Chest Ether,Assassin,,10000,7998281
Great Trench Chest Phoenix Down,12000 gil,,12000,7998281
Great Trench Chest Kaiser Knuckles,Eyedrop,,10,7998281
Istory Falls Chest Ether,9000 gil,,9000,7998281
Istory Falls Chest TurtleShell,490 gil,,490,7998281
Istory Falls Chest Air Lance,Lumina Robe,,2000,7998281
Istory Falls Chest Giant Drink,2-Handed,,0,7998281
Istory Falls Chest RuneEdge,150 gil,,150,7998281
Istory Falls Chest Guard Ring,Silver Harp,,400,7998281
Istory Falls Chest Wall Ring,Haste->Exit->Hast2->Quick,,0,7998281
Istory Falls Chest Phoenix Down,Tinkerbell,,750,7998281
Istory Falls Chest Enhancer,Enhancer,,10000,7998281
Istory Falls Chest 12000,Sage's Staff,,10000,7998281
Istory Falls Chest Artemis Bow,100 gil,,100,7998281
Istory Falls Chest Pinwheel,Control,,0,7998281
Istory Falls Chest Aegis Shield,Gauntlets,,1500,7998281
Istory Falls Chest Giant's Axe,Chocob->Titan->Golem->Odin,,0,7998281
Phoenix Tower Pot 5000,Dagger,MIB,150,7998281
Phoenix Tower Pot Phoenix Down,Plumed Hat,,175,7998281
Phoenix Tower Pot 10000,Tent,MIB,125,7998281
Phoenix Tower Pot 15000,Broadsword,,140,7998281
Phoenix Tower Pot 20000,Tent,,125,7998281
Phoenix Tower Pot Avis Killer,Bronze Shield,,145,7998281
Phoenix Tower Pot 25000,Maiden's Kiss,MIB,30,7998281
Mirage Village Barrel Thief Knife,9000 gil,,9000,7998281
Rift (Ruins) Chest Ether,Cure White Magic Progressive,,0,7998281
Rift (Ruins) Chest Cabin,Lamia's Harp,,1600,7998281
Rift (Ruins) Chest Elixir,Silk robe,,250,7998281
Rift (Ruins) Chest DarkMatter,Speed->Requiem Song,,0,7998281
Rift (Ruins) Chest Drain Sword,Spear,,50,7998281
Rift (Forest) Chest DragonFang,L4Qrter->L3Flare->L2Old->L5Doom,,0,7998281
Rift (Forest) Chest Ribbon,Image,,0,7998281
Rift (Forest) Chest Enhancer,Mythril Armor,,350,7998281
Rift (Forest) Chest Lillith Rod,Mythril Hammer,,525,7998281
Rift (Cave) Chest Angel Ring,Ice Rod,,375,7998281
Rift (Cave) Chest Coral Ring,War Hammer,,3200,7998281
Rift (Castle) Chest Thor Hammer,9500 gil,,9500,7998281
Rift (Castle) Chest Running Shoes,Throw,,0,7998281
Rift (Castle) Chest Red Shoes,Summon Ability Progressive,,0,7998281
Rift (Castle) Chest Rainbow Dress,FrogSong->TinySong->MoonFlut,,0,7998281
Rift (Castle) Chest ManEater,Black Ability Progressive,,0,7998281
The Void Chest Pinwheel,Red1->Red2->Red3->X-Magic,,0,7998281
The Void Chest Elixir,Mythril Sword,,440,7998281
The Void Chest Ragnarok,Giyaman,MIB,250,7998281
Byblos New,Murasume,,10000,7998281
WingRaptor New,Excailbur,,5000,7998281
Magisa & Forza New,Flame Ring,,25000,7998281
LiquiFlame New,Genji Armor,,15000,7998281
Sergeant & DeathClaw New,Excailbur,,5000,7998281
Sandworm New,Genji Armor,,15000,7998281
AdamanTiMi New,Avis Killer,,10000,7998281
ArchaeAvis New,DarkSuit,,4500,7998281
Puroboros New,Sasuke,,10000,7998281
Gilgamesh 1 New,Flame Ring,,25000,7998281
Gilgamesh 2 New,Crystal Helm,,5250,7998281
Abductor New,Genji Shield,,10000,7998281
Merugene New,Magic Lamp,,5000,7998281
Omniscient New,Artemis Bow,,15000,7998281
Minotauros New,Assassin,,10000,7998281
Stalker New,Yoichi Bow,,10000,7998281
Bahamut New,Judgement Staff,,15000,7998281
Crayclaw New,Judgement Staff,,15000,7998281
